MOVEMENTID,ToolingCode,TotalVolume
63575,MAN.CAD.MET,6.00
63575,MAN.CHA.CHF,13.00
63575,MAN.CHA.ALC,7.00
63575,MAN.CHA.AJ1,3.00
63575,MAN.CHA.BOC,7.00
63575,MAN.CHA.CHL,8.00
63575,MAN.CHA.CPB,1.00
63575,MAN.CHA.ALF,5.00
63575,MAN.CHA.ESC,2.00
63575,MAN.CHA.FTM,5.00
63575,MAN.CHA.JSM,3.00
63575,MAN.CHA.CPN,2.00
63575,MAN.CHA.MRT,4.00
63575,MAN.CHA.GRI,4.00
63575,MAN.CHA.PNC,5.00
63575,MAN.EMM.NIV,2.00
63575,MAN.CHA.TCC,2.00
63575,MAN.CHA.JSP,2.00
63575,MAN.EMM.APF,2.00
63575,MAN.CHA.RTC,4.00
63575,MAN.EMM.PQI,3.00
63577,CON.FIT.PLT,4.00
63577,CON.LIM.SAC,10.00
63577,CON.LIM.TRP,45.00
63577,CON.CBT.TLD,1.00
63577,CON.FMC.FXL,11.00
63577,CON.SLD.IX2,37.00
63577,CON.LIX.FLI,5.00
63577,CON.FIT.PPL,4.00
63577,CON.LIM.LPE,1.00
63577,EPI.AUD.TMP,50.00
63577,CON.OXI.OAC,2.00
63577,CON.RCT.DL1,10.00
63577,CON.LIM.PLP,3.00
63577,EPI.GLB.COL,20.00
63577,CON.SLD.AC2,98.60
63577,CON.SLD.MIG,2.00
63577,CON.PIN.TPI,8.00
63577,EPI.LUV.ARC,24.00
63577,EPI.GLB.FRQ,19.00
63577,CON.SLD.VDT,50.00
63577,CON.QMC.LUB,1.00
63577,EPI.LUV.PEL,108.00
63577,EPI.LUV.LAC,36.00
63577,EPI.VIS.VSR,16.00
63577,CON.RCT.DS1,375.00
63577,EPI.LUV.LTX,100.00
63577,CON.SLD.IX1,1.80
63577,EPI.RSP.FG2,40.00
63577,CON.SLD.VDP,12.00
63577,EPI.RSP.MMM,4.00
63577,EPI.VIS.PRT,24.00
63577,EPI.VIS.SBP,7.00
63577,MAN.CAD.MET,3.00
63577,MAN.CHA.FTM,4.00
63577,MAN.RES.BAL,10.00
63577,MAN.LIM.BOR,5.00
63580,CON.FRC.WDL,1.00
63580,CON.LIM.PIA,3.00
63580,CON.BRC.HSS,11.00
63580,CON.FIT.PLT,2.00
63580,CON.LIX.FLI,13.00
63580,CON.LIX.CRT,2.00
63580,CON.QMC.DBL,3.00
63580,CON.FIT.PPL,2.00
63580,CON.PIN.TPI,9.00
63580,CON.OXI.OAC,2.00
63580,CON.RCT.DL1,15.00
63580,CON.FIT.SER,100.00
63580,CON.RCT.DS1,40.00
63580,CON.SLD.AC2,25.90
63580,CON.SLD.VDT,35.00
63580,CON.QMC.SCT,1.00
63580,CON.RCT.DS3,31.00
63580,CON.SLD.IX3,1.80
63580,EPI.GLB.COL,8.00
63580,CON.SLD.MIG,1.00
63580,EPI.LUV.ARC,2.00
63580,CON.SLD.TGS,1.00
63580,EPI.GLB.FT1,6.00
63580,CON.SLD.VDP,10.00
63580,EPI.LUV.LAC,12.00
63580,EPI.VIS.VSR,12.00
63580,EPI.LUV.PEL,24.00
63580,EPI.VIS.PRT,12.00
63580,EPI.LUV.TIG,12.00
63580,MAN.RES.BAL,2.00
63581,CON.CZL.ESC,1.00
63582,SEG.LDV.LDV,1.00
63582,EPI.ANQ.RTR,1.00
63584,ARM.BAU.BAU,2.00
63584,EPI.SLD.MCS,2.00
63584,ELM.APS.TIG,2.00
63584,CON.ASD.MAP,4.00
63584,ELM.LIM.ASP,2.00
63584,GAS.MAN.DEB,2.00
63584,MAN.CAD.MET,2.00
63584,ELM.ASD.TTG,3.00
63584,GAS.MAN.MAR,2.00
63584,MAN.APS.AAS,4.00
63585,ELM.ASD.TTG,1.00
63587,ARM.BAU.BAU,1.00
63588,ELM.APS.APS,1.00
63588,MAN.APS.AAS,2.00
63591,MAN.CHA.ALC,2.00
63591,MAN.CHA.AGL,1.00
63591,MAN.CAD.MET,1.00
63591,MAN.CHA.ALF,2.00
63591,MAN.CHA.BOC,1.00
63591,MAN.CHA.CHF,2.00
63591,MAN.CHA.FTM,1.00
63591,MAN.CHA.CHL,1.00
63591,MAN.CHA.JSM,1.00
63591,MAN.CHA.RTC,1.00
63591,MAN.CHA.MRT,1.00
63591,MAN.CHA.TCC,1.00
63591,MAN.CHA.PNC,1.00
63591,MAN.EMM.PQI,1.00
63592,MAN.CHA.CHL,1.00
63593,MAN.CHA.TCC,1.00
63599,EPI.ARN.ARN,3.00
63599,EPI.ANQ.CVA,3.00
63601,CON.CRT.CAA,2.00
63601,ELM.CRT.SEC,1.00
63605,EPI.LUV.PEL,48.00
63605,CON.LIM.PLP,2.00
63605,EPI.VIS.PRT,24.00
63605,EPI.RSP.MFP,20.00
63606,MAN.ELC.TUB,4.00
63610,CON.SLD.VRC,5.00
63611,ELM.RCT.230,1.00
63612,EPI.VIS.PRT,1.00
63612,EPI.GLB.FRQ,1.00
63612,EPI.GLB.CAP,1.00
63613,ELM.APR.API,4.00
63613,EPI.SLD.CSL,1.00
63613,ARM.BAU.BAU,1.00
63613,ELM.APS.TIG,1.00
63613,ELM.EXT.ETS,1.00
63613,EPI.SLD.MCS,1.00
63613,ARM.CFE.MEC,6.00
63613,EPI.AUD.TMP,13.00
63613,ELM.ILU.PBT,1.00
63613,EPI.VIS.PRT,13.00
63613,ELM.ACM.BAT,2.00
63613,EPI.LUV.SOL,2.00
63613,EPI.GLB.COL,4.00
63613,MAN.CHA.JC2,1.00
63613,ELM.ILU.PRJ,1.00
63613,MAN.CAD.MET,1.00
63613,EPI.GLB.FT3,6.00
63613,MAN.CHA.MRM,2.00
63613,MAN.CHA.BU1,1.00
63613,MAN.RES.BAL,4.00
63613,EPI.LUV.PEL,24.00
63613,MAN.CNT.PL1,4.00
63613,MAN.CHP.LUN,6.00
63613,MAN.APS.AAS,2.00
63613,MAN.CHA.JC3,2.00
63613,MAN.CHA.SCE,6.00
63613,MAN.ELC.P75,2.00
63613,MAN.EMM.ALI,1.00
63615,ELM.RCT.RBL,2.00
63616,CON.LIM.TRP,25.00
63616,CON.SLD.VDT,20.00
63616,CON.FIT.PPL,3.00
63616,CON.FMC.FXL,5.00
63616,CON.LIM.VSS,1.00
63616,CON.RCT.DS1,65.00
63616,CON.PIN.TPI,6.00
63616,ELM.APR.API,1.00
63616,CON.LIX.ESF,1.00
63616,EPI.LUV.BOR,6.00
63616,CON.QMC.DEC,2.00
63616,MAN.CIP.JI3,1.00
63616,CON.SLD.TGS,10.00
63616,ELT.QEL.PIM,1.00
63616,CON.TIG.ACE,51.00
63616,EPI.AUD.TMP,50.00
63616,MAN.RES.BAL,3.00
63618,ELM.ASD.TTG,3.00
63619,CON.TIG.ACE,20.00
63619,CON.LIX.CRT,10.00
63619,EPI.RSP.MMM,3.00
63620,MAN.CHA.JC2,1.00
63620,MAN.CHA.REI,2.00
63620,MAN.ELC.P75,1.00
63620,MAN.CHA.CX2,1.00
63620,MAN.CIP.CI2,1.00
63620,MAN.CNT.PL1,4.00
63622,MAN.EMM.MCE,2.00
63622,MAN.EMM.CPC,1.00
63622,MAN.EMM.MDL,1.00
63622,MAN.EMM.PAQ,1.00
63623,CON.ABR.JMM,1.00
63626,ARM.MAL.MBA,3.00
63627,ELM.BRB.BAT,1.00
63631,CON.MIG.BTM,6.00
63631,CON.MIG.GFI,1.00
63631,EPI.SLD.CPS,3.00
63631,EPI.RSP.FG2,6.00
63631,CON.SLD.70S,30.00
63631,EPI.RSP.MFP,20.00
63631,EPI.LUV.PEL,48.00
63631,MAN.CHA.FTM,12.00
63631,EPI.RSP.FP2,6.00
63631,EPI.RSP.MMM,3.00
63632,CON.LIM.PLP,6.00
63632,CON.LIM.VSS,2.00
63632,CON.QMC.GLV,3.00
63632,CON.MDG.GRF,12.00
63636,ELM.RCT.125,1.00
63638,ARM.CFE.SER,1.00
63638,EPI.LUV.PEL,12.00
63638,EPI.LUV.LET,12.00
63638,EPI.VIS.PRT,12.00
63638,MAN.EMM.NIV,1.00
63646,MAN.CHP.LUN,1.00
63646,MAN.CHA.MLH,3.00
63646,ELM.ACM.BAT,1.00
63646,MAN.CHA.ALV,11.00
63646,MAN.CNT.PL1,9.00
63646,MAN.ELC.ETP,6.00
63646,MAN.CNT.PL2,6.00
63646,MAN.CNT.PL3,4.00
63647,EPI.SLD.MCA,1.00
63648,ELM.ASD.MMG,4.00
63648,ELT.APS.APS,2.00
63653,ARM.MAL.MBA,1.00
63655,EPI.RSP.MRP,6.00
63670,MAN.CNT.CAR,4.00
63673,CON.LIM.PLP,10.00
63674,CON.LIM.SAC,10.00
63676,EPI.GLB.BTN,1.00
63677,CON.BRC.BRI,2.00
63677,CON.MIG.BTM,10.00
63677,ELM.ASD.MMG,1.00
63677,CON.MIG.GFI,1.00
63678,EPI.GLB.COL,10.00
63681,CON.FRC.WDL,2.00
63681,CON.SLD.VDT,100.00
63681,EPI.RSP.FG3,2.00
63683,EPI.LUV.PEL,8.00
63683,EPI.LUV.LAC,8.00
63683,EPI.VIS.VSR,2.00
63684,ARM.BAU.BAU,2.00
63684,ELM.CHI.CEE,2.00
63684,ELM.EXT.ETS,2.00
63684,ARM.CFE.SER,1.00
63684,CON.LIM.ESC,1.00
63684,GAS.MAN.DEB,1.00
63684,ELM.RCT.230,1.00
63684,CON.ASD.MAP,2.00
63684,ELM.APS.TIG,1.00
63684,GAS.MAN.MAR,1.00
63684,EPI.LUV.PEL,12.00
63684,ELM.ASD.TTG,1.00
63684,ELM.RCT.125,2.00
63684,ELM.RCT.RBL,1.00
63684,EPI.SLD.MCS,1.00
63684,MAN.APS.AAS,2.00
63684,EPI.AUD.TMP,4.00
63684,MAN.CHA.ESC,1.00
63684,EPI.VIS.PRT,2.00
63684,MAN.CHA.MRT,1.00
63684,EPI.LUV.TIG,6.00
63684,MAN.CHA.AGL,1.00
63684,MAN.CAD.MET,2.00
63684,MAN.CHA.AJ1,1.00
63685,EPI.RSP.MFP,20.00
63689,ARM.CFE.SER,1.00
63690,ELT.APS.MIG,1.00
63691,EPI.ARN.ARN,6.00
63691,ARM.CFE.SER,4.00
63691,ELT.ASD.MMG,2.00
63691,ELM.ASD.MMG,2.00
63691,EPI.ANQ.CVA,6.00
63691,ARM.CFE.TUB,3.00
63691,ELT.APS.MIG,3.00
63691,ELM.APS.TIG,1.00
63692,ELM.ASD.TTG,1.00
63692,ELT.APS.MIG,1.00
63696,ARM.CFE.SER,1.00
63696,ELM.APS.TIG,2.00
63696,ARM.BAU.BAU,4.00
63696,ELM.EXT.ETS,4.00
63696,CON.ASD.MAP,4.00
63696,ELM.RCT.125,4.00
63696,ARM.CFE.MEC,1.00
63696,ELM.RCT.230,1.00
63696,ELM.CHI.CEE,4.00
63696,EPI.ARN.ARN,4.00
63696,CON.LIM.ESC,2.00
63696,ELM.RCT.RBL,1.00
63696,EPI.ANQ.CVA,4.00
63696,EPI.AUD.TMP,8.00
63696,ELM.ASD.TTG,2.00
63696,EPI.LUV.PEL,24.00
63696,EPI.SLD.MCS,2.00
63696,EPI.LUV.TIG,6.00
63696,GAS.MAN.DEB,2.00
63696,MAN.APS.AAS,4.00
63696,MAN.CHA.AGL,1.00
63696,EPI.VIS.PRT,3.00
63696,MAN.CHA.JC3,1.00
63696,MAN.CHA.ESC,2.00
63696,MAN.CHA.AJ1,2.00
63696,GAS.MAN.MAR,2.00
63696,MAN.CHA.MRT,2.00
63696,MAN.CAD.MET,4.00
63699,CON.ASD.MAP,10.00
63699,ELM.APR.API,4.00
63699,CON.MIG.DIF,3.00
63699,CON.MIG.BTM,14.00
63699,CON.MIG.BCM,7.00
63699,ELT.APS.APS,1.00
63699,ELM.ASD.MMG,3.00
63699,ELT.ASD.MMG,4.00
63699,CON.MIG.SBC,5.00
63699,MAN.ELC.D15,4.00
63699,ELT.APS.MIG,3.00
63699,EPI.SLD.MCS,4.00
63699,HID.CIL.CHS,4.00
63699,MAN.ELC.P75,3.00
63699,HID.BMB.SIM,2.00
63699,GAS.MAN.DEB,4.00
63699,MAN.APS.AAS,4.00
63699,MAN.CNT.PL2,7.00
63699,MAN.CNT.PL1,1.00
63699,MAN.ELC.D10,4.00
63703,CON.ASD.MAP,10.00
63703,CON.MIG.BCM,7.00
63703,ELT.APS.APS,1.00
63703,CON.MIG.DIF,3.00
63703,CON.MIG.BTM,14.00
63703,CON.MIG.SBC,5.00
63703,ELT.APS.MIG,3.00
63703,ELM.ASD.MMG,3.00
63703,EPI.SLD.MCS,4.00
63703,ELT.ASD.MMG,4.00
63703,GAS.MAN.DEB,4.00
63703,MAN.APS.AAS,4.00
63704,ARM.CFE.SER,1.00
63706,ARM.CFE.SER,1.00
63707,EPI.GLB.CAP,1.00
63709,ELM.APR.API,1.00
63709,CON.LIX.ESH,6.00
63709,CON.LIX.CRT,8.00
63709,CON.SLD.VDP,4.00
63709,ELM.EXT.ETS,4.00
63709,CON.SLD.VDT,4.00
63709,MAN.CIP.CI1,1.00
63709,ELM.RCT.125,1.00
63709,ELM.RCT.230,1.00
63709,ELM.APS.APS,2.00
63709,MAN.ELC.D15,4.00
63709,MAN.APS.AAS,2.00
63709,EPI.SLD.MCS,1.00
63722,ARM.BAU.BAU,1.00
63724,CON.BRC.CBH,1.00
63724,ELM.RCT.125,1.00
63724,MAN.APS.AAS,2.00
63724,CON.QMC.GLV,2.00
63724,CON.RCT.DS1,54.00
63724,MAN.RES.BAL,1.00
63724,ELM.APR.APR,1.00
63724,CON.SLD.AC1,5.00
63724,ELM.EXT.ETS,1.00
63724,MAN.SLD.FRS,1.00
63724,ELT.APS.APS,1.00
63724,EPI.LUV.PEL,3.00
63724,MAN.CNT.CAR,1.00
63725,ARM.BAU.BAU,1.00
63725,EPI.SLD.MCS,1.00
63725,ELM.APS.TIG,1.00
63725,ARM.CFE.MEC,2.00
63725,ELM.RCT.125,2.00
63725,MAN.CHP.BOC,6.00
63725,ELM.CHI.CEE,1.00
63725,ELM.APR.API,2.00
63725,MAN.CAD.MET,1.00
63725,ELM.EXT.ETS,4.00
63725,MAN.APS.AAS,2.00
63725,MAN.CHP.LUN,6.00
63725,MAN.CHA.MRM,1.00
63725,MAN.CIP.JI3,2.00
63725,MAN.CNT.PL1,5.00
63729,ELM.LIM.ASP,1.00
63730,ARM.CTT.CTF,1.00
63734,ARM.CFE.MEC,8.00
63735,EPI.ARN.ARN,1.00
63735,EPI.ANQ.CVA,1.00
63737,EPI.GLB.CAP,1.00
63739,GAS.OXI.MNG,4.00
63739,ELT.ASD.EXA,4.00
63739,CON.ASD.MAP,4.00
63739,ELM.BRB.BAT,1.00
63739,ELM.APS.APS,2.00
63739,EPI.ARN.ARN,8.00
63739,MAN.CNT.PL1,21.00
63739,EPI.ANQ.CVA,2.00
63739,SEG.LDV.LDV,1.00
63739,MAN.CNT.PL3,17.00
63739,MAN.CNT.PL2,18.00
63739,PNE.MNG.ARC,5.00
63741,HID.CIL.CHP,4.00
63741,ELM.RCT.RBL,3.00
63741,HID.BMB.SIM,4.00
63741,HID.CIL.CHS,6.00
63743,MAN.EMM.DIN,1.00
63744,EPI.LUV.LET,4.00
63744,CON.MDG.COP,1.00
63744,CON.MDG.GRF,2.00
63745,ARM.CFE.SER,5.00
63752,ELM.RCT.125,2.00
63753,ELM.RCT.125,1.00
63754,EPI.LUV.PEL,24.00
63754,CON.SLD.MIG,10.00
63754,MAN.VPO.BSG,10.00
63754,MAN.EAC.AND,2.00
63754,SEG.CAI.ETT,4.00
63754,EPI.LUV.LET,12.00
63754,MAN.TRA.PPL,1.00
63757,ELT.ASD.MMG,1.00
63757,ELM.ASD.TTG,1.00
63757,MAN.APS.AAS,1.00
63757,ELM.RCT.125,1.00
63760,EPI.SLD.MCS,1.00
63760,ARM.BAU.BAU,1.00
63760,CON.ASD.MAP,2.00
63760,ELM.APS.TIG,1.00
63760,GAS.MAN.DEB,1.00
63760,MAN.CAD.MET,1.00
63760,ELM.ASD.TTG,1.00
63760,GAS.MAN.MAR,1.00
63760,MAN.APS.AAS,2.00
63771,ELM.APS.APS,1.00
63777,EPI.GLB.FT3,1.00
63777,EPI.VIS.SBP,1.00
63777,EPI.LUV.SOL,1.00
63777,EPI.LUV.PEL,6.00
63777,EPI.VIS.PRT,3.00
63783,CON.MDG.COP,3.00
63783,CON.MDG.GRF,5.00
63783,ELM.MDG.DAG,1.00
63785,CON.ASD.MAP,3.00
63785,MAT.MNG.AMG,10.00
63785,CON.SLD.ALM,3.00
63786,ELM.TRQ.APR,1.00
63787,EPI.ARN.ARN,2.00
63787,EPI.ANQ.CVA,2.00
63788,ELM.RCT.RBL,1.00
63789,ELM.CHI.CEE,5.00
63789,ARM.CFE.MEC,4.00
63789,ARM.CFE.SER,5.00
63789,ARM.CFE.INS,1.00
63789,ELM.MDG.DAG,1.00
63789,EPI.SLD.MCS,4.00
63789,ELM.RCT.125,1.00
63789,ELM.APR.API,5.00
63789,ELT.APS.ARC,2.00
63789,MAN.CHA.REI,2.00
63789,ELT.ASD.ALA,1.00
63789,ELM.BRB.CMB,1.00
63789,MAN.CIP.CI3,12.00
63789,MAN.CHP.LUN,1.00
63789,MAN.CIP.CI2,8.00
63789,ELM.RCT.RBL,1.00
63789,MAN.CIP.IL2,18.00
63789,MAN.CNT.PL2,16.00
63789,MAN.CNT.PL1,20.00
63789,MAN.APS.AAS,3.00
63789,MAN.RES.BAL,10.00
63789,MAN.CHP.BOC,1.00
63789,MAN.CNT.PL3,8.00
63789,MAN.RES.TAB,6.00
63790,MAN.CHA.ALV,12.00
63792,ELM.RCT.125,1.00
63792,ARM.CFE.SER,1.00
63795,CON.FIT.PPL,1.00
63795,CON.LIX.CRT,2.00
63795,CON.FMC.FXL,2.00
63795,MAN.EMM.NOT,1.00
63795,MAN.EMM.NXY,1.00
63797,ELM.EXT.ETS,1.00
63799,EPI.ANQ.RTR,2.00
63799,ELM.BRB.BAT,2.00
63799,MAN.CHA.AJ2,1.00
63799,MAN.CHA.GRI,1.00
63800,CON.FMC.FXL,40.00
63800,CON.FIT.PPL,12.00
63800,CON.MIG.BCM,10.00
63800,CON.MIG.BTM,20.00
63800,CON.MIG.GFI,2.00
63800,CON.PIN.TPI,2.00
63800,CON.MIG.DIF,20.00
63800,CON.QMC.DEC,2.00
63800,CON.PLS.ACP,1.00
63800,MAN.CAD.MET,20.00
63800,CON.MIG.SBC,10.00
63800,CON.SLD.AC1,15.00
63800,CON.RCT.DS1,250.00
63800,CON.SLD.IX2,7.20
63800,EPI.RSP.FG3,20.00
63800,CON.SLD.IX3,10.20
63800,CON.SLD.AC2,10.20
63800,CON.SLD.TGS,19.00
63800,MAN.CHA.ALC,21.00
63800,CON.TIG.ACE,20.00
63800,EPI.RSP.FG2,20.00
63800,EPI.LUV.PEL,250.00
63800,MAN.CHA.BOC,20.00
63800,EPI.RSP.MMM,5.00
63800,MAN.CHA.CHL,40.00
63800,MAN.CHA.AGL,10.00
63800,MAN.CHA.ESC,8.00
63800,MAN.CHA.AJ1,10.00
63800,MAN.CHA.JSM,8.00
63800,MAN.CHA.CHF,20.00
63800,MAN.CHA.PNC,15.00
63804,ELM.BRB.CMB,1.00
63809,MAN.SLD.FRS,3.00
63810,ARM.BAU.BAU,1.00
63811,CON.LIM.TRP,20.00
63812,MAN.CHA.IMN,20.00
63813,ARM.CTT.CTF,1.00
63814,CON.ABR.JMM,1.00
63814,ELM.BRB.PDR,1.00
63814,ARM.CFE.SER,1.00
63814,ELM.APR.API,1.00
63814,ELM.BRB.BAT,1.00
63814,ELM.CHI.CEE,5.00
63814,CON.ASD.MAP,5.00
63814,ELM.EIA.MNG,1.00
63814,ELM.ILU.PRJ,2.00
63814,EPI.ANQ.RTR,1.00
63814,CON.CBT.TLD,1.00
63814,ELM.EXT.ETS,29.00
63814,ELT.CHI.C63,2.00
63814,GAS.MAN.MAR,2.00
63814,ELM.APS.APS,1.00
63814,ELM.RCT.RBL,1.00
63814,EPI.ANQ.CVA,2.00
63814,GAS.MAN.OXG,2.00
63814,ELM.RCT.125,5.00
63814,ELT.ASD.EXA,3.00
63814,EPI.SLD.MCS,6.00
63814,GAS.OXI.MNG,5.00
63814,ELT.ASD.ALA,1.00
63814,ELT.EXT.E16,1.00
63814,HID.BMB.SIM,1.00
63814,MAN.CHA.MLH,6.00
63814,ELT.QEL.PIM,1.00
63814,ELT.EXT.E32,3.00
63814,MAN.ABR.DSN,1.00
63814,MAN.ELC.GRV,1.00
63814,GAS.MAN.ACT,2.00
63814,MAN.APS.AAS,5.00
63814,MAN.CHA.REI,2.00
63814,MAN.RES.BAL,19.00
63814,MAN.CHA.LUN,2.00
63814,MAN.CHA.ALV,4.00
63814,MAN.ELC.TRF,1.00
63814,SEG.CAI.ETT,5.00
63814,MAN.CHA.MRM,12.00
63814,MAN.CHA.CRD,2.00
63814,MAN.ELC.GRC,1.00
63814,MAN.CHA.JC3,1.00
63814,MAN.SUP.GMP,5.00
63814,MAN.ELC.P75,2.00
63814,MAN.TRA.GRD,2.00
63814,MAN.RMT.SRB,2.00
63814,SEG.CSG.CDC,40.00
63814,PNE.MAG.MAG,2.00
63814,PNE.MNG.ARC,4.00
63816,CON.FIT.PLT,6.00
63816,CON.QMC.DBL,12.00
63816,CON.LIM.SAC,20.00
63816,CON.RCT.DS1,350.00
63816,CON.LIM.TRP,75.00
63816,CON.SLD.CAR,600.00
63816,CON.QMC.CRT,50.00
63816,CON.RCT.DS3,250.00
63816,EPI.LUV.PEL,304.00
63816,CON.SLD.MIG,4.00
63816,CON.SLD.VDP,60.00
63816,CON.SLD.AC2,122.40
63816,EPI.RSP.MMM,6.00
63816,EPI.GLB.COL,50.00
63816,EPI.AUD.TMP,50.00
63816,CON.SLD.VDT,40.00
63816,EPI.SLD.MCS,5.00
63816,EPI.GLB.FRQ,30.00
63816,EPI.GLB.CAP,10.00
63816,EPI.GLB.FT1,40.00
63816,EPI.VIS.VSR,25.00
63816,EPI.LUV.LTX,200.00
63816,EPI.LUV.ARC,20.00
63816,EPI.GLB.FT3,40.00
63816,EPI.SLD.CSL,8.00
63816,EPI.RSP.FG2,20.00
63816,EPI.VIS.PRT,120.00
63816,EPI.RSP.MFP,100.00
63816,EPI.RSP.FG3,20.00
63816,EPI.VIS.SBP,12.00
63817,MAN.MNL.038,7.00
63817,MAN.CHA.REI,1.00
63817,MAN.CHP.BOC,2.00
63817,MAN.CHP.LUN,2.00
63817,MAN.MNL.012,1.00
63817,MAN.MNL.058,2.00
63823,ELM.RCT.125,1.00
63824,MAN.CNT.PL3,4.00
63824,MAN.CNT.PL2,2.00
63824,MAN.CNT.PL1,15.00
63824,MAN.CNT.RD4,1.00
63831,MAN.CHA.ALC,1.00
63831,MAN.CHA.CHF,12.00
63831,MAN.EMM.NIV,1.00
63831,MAN.CHA.ESC,6.00
63831,MAN.CHA.PNC,10.00
63833,EPI.GLB.COL,2.00
63833,CON.LIM.VSS,1.00
63833,ELM.ASD.MMG,1.00
63833,CON.RCT.DS1,75.00
63833,MAN.APS.AAS,1.00
63833,CON.SLD.70S,15.00
63833,ELT.APS.MIG,1.00
63833,CON.RCT.DS3,30.00
63833,ELM.RCT.230,1.00
63833,EPI.ARN.ARN,3.00
63833,EPI.ANQ.CVA,3.00
63833,GAS.MAN.DEB,1.00
63833,MAN.CHA.AGL,2.00
63837,ELM.EXT.CEE,1.00
63838,ELM.APS.TIG,1.00
63838,ARM.BAU.BAU,2.00
63839,ELM.ASD.EST,2.00
63839,ELM.APS.TIG,1.00
63839,ELM.EXT.CEE,1.00
63840,ELM.RCT.RBL,1.00
63840,ELM.EXT.CEE,5.00
63841,ELM.RCT.125,1.00
63844,EPI.LUV.LTX,200.00
63844,EPI.LUV.PEL,48.00
63844,HID.BMB.SIM,1.00
63844,EPI.RSP.MFP,60.00
63846,ELM.BRB.PDR,3.00
63846,ELM.BRB.BAT,2.00
63846,MAN.EMM.PAQ,1.00
63853,ELM.ILU.PRJ,1.00
63853,ARM.CFE.INS,1.00
63853,EPI.ANQ.CVA,1.00
63853,ELM.EXT.ETS,2.00
63853,ELM.RCT.125,2.00
63853,ELM.RCT.230,1.00
63853,EPI.ARN.ARN,2.00
63855,ELM.RCT.125,3.00
63856,ELM.EXT.ETS,6.00
63856,ARM.CFE.SER,1.00
63856,ARM.MAL.MBA,1.00
63856,ARM.CFE.MEC,3.00
63856,ELM.ILU.PBT,1.00
63856,ELM.RCT.125,1.00
63856,ELM.APS.TIG,1.00
63856,ELM.ACM.BAT,1.00
63856,ELM.RCT.230,1.00
63856,EPI.GLB.CAP,1.00
63856,ELM.CHI.CEE,2.00
63856,EPI.ANQ.CVA,2.00
63856,EPI.ARN.ARN,2.00
63856,EPI.VIS.PRT,10.00
63856,HID.CIL.CHS,1.00
63856,EPI.LUV.PEL,48.00
63856,MAN.APS.AAS,2.00
63856,HID.BMB.SIM,1.00
63856,MAN.CAD.MET,2.00
63856,EPI.SLD.MCS,1.00
63856,MAN.CHA.JC3,1.00
63856,MAN.CHA.AGL,2.00
63856,MAN.CHA.MLH,1.00
63856,MAN.CHA.JC1,1.00
63856,MAN.CHP.BOC,2.00
63856,MAN.CHA.BU1,1.00
63856,MAN.CHP.JCP,4.00
63856,MAN.CHA.UMM,7.00
63856,MAN.ELC.P75,2.00
63856,MAN.CHA.JC2,1.00
63856,MAN.ELC.D05,2.00
63856,MAN.CHP.LUN,2.00
63856,MAN.RMT.SRB,1.00
63856,MAN.CHA.MRM,2.00
63856,MAN.RMT.SRA,1.00
63856,MAN.CNT.PL2,2.00
63856,MAN.CIP.CI2,3.00
63856,MAN.CNT.PL1,2.00
63856,MAN.MLH.3/4,4.00
63858,EPI.ANQ.CVA,1.00
63864,MAN.ELC.D20,4.00
63864,MAN.ELC.P30,2.00
63864,MAN.ELC.D05,1.00
63864,MAN.ELC.P60,2.00
63864,MAN.ELC.D10,4.00
63864,MAN.ELC.P75,4.00
63864,MAN.ELC.D15,2.00
63864,MAN.ELC.D30,3.00
63864,MAN.ELC.P15,2.00
63866,ELM.RCT.125,1.00
63866,MAN.ELC.D15,1.00
63867,CON.BRC.CBH,1.00
63867,ELM.BRB.FER,1.00
63867,CON.FRC.WDL,1.00
63868,ELM.RCT.125,1.00
63870,CON.FMD.CBC,2.00
63870,EPI.LUV.PEL,48.00
63870,CON.FMD.CLD,2.00
63870,EPI.VIS.EST,12.00
63870,CON.SLD.VDT,50.00
63870,ELM.RCT.RBL,1.00
63872,ARM.MAL.MBA,6.00
63872,MAN.TRA.GRD,4.00
63874,ELT.QEL.PIM,1.00
63875,ARM.CFE.MEC,1.00
63875,ELM.RCT.125,2.00
63875,CON.LIM.VSS,2.00
63875,MAN.CHA.BU1,1.00
63875,ELM.BRB.BAT,2.00
63875,MAN.RES.BAL,2.00
63875,ELM.ACM.BAT,2.00
63875,ELM.EXT.ETS,5.00
63875,ELM.ILU.PBT,2.00
63875,PNE.MNG.ARC,2.00
63875,ELM.RCT.230,1.00
63875,ELT.EXT.ETS,1.00
63881,CON.SLD.ALM,2.00
63881,CON.SLD.ALS,2.00
63881,ELM.APS.APS,1.00
63882,CON.LIM.PLP,4.00
63883,ARM.CFE.MEC,4.00
63883,EPI.GLB.COL,10.00
63883,EPI.LUV.PEL,24.00
63883,EPI.AUD.TMP,5.00
63883,EPI.GLB.FRQ,5.00
63883,EPI.GLB.CAP,5.00
63883,EPI.LUV.LET,24.00
63883,EPI.VIS.PRT,5.00
63892,ARM.MAL.MBA,2.00
63892,ELM.APS.APS,3.00
63892,EPI.ANQ.CVA,3.00
63892,ARM.CFE.MEC,6.00
63892,ELM.CHI.CSK,1.00
63892,ELM.CHI.CEE,5.00
63892,MAN.CNT.PL2,18.00
63892,ELM.APR.APR,1.00
