MOVEMENTID,ToolID,Tool,TotalVolume
6684,13044,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6684,18000,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6684,18457,Chicote CEE - Schuko Triplo,1.00
6684,17713,Cinta Plana 2 Ton 2 Metros,1.00
6684,13352,Extensão Tripla 220V,1.00
6684,18003,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6684,13468,"Jogo de Chaves de Caixa 1/2"" com roquete",1.00
6684,17758,Cinta Plana 1 Ton 1 Metro (fina),1.00
6684,13828,Baú de arrumação,1.00
6684,18010,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6684,14956,Projetor LED,1.00
6684,17996,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6684,17693,Cinta Plana 2 Ton 2 Metros,1.00
6684,18440,Cinta Redonda 4 Ton 8 Metros,1.00
6684,17754,Cinta Plana 1 Ton 1 Metro (fina),1.00
6684,17999,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6684,17799,Cinta Plana 2 Ton 1 Metros,1.00
6684,18456,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6684,18002,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6684,18006,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6684,18005,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6684,18466,"Jogo de Chaves de Caixa Longas 1/2""",1.00
6684,18008,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6684,18009,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6684,18439,Cinta Plana 4 Ton 4 Metros,1.00
6684,18455,"Aparafusadora de impacto a bateria 1/2""",1.00
6681,3201,Retificadora diam. 125 mm,1.00
6681,2692,Retificadora diam. 125 mm,1.00
6681,2437,Retificadora diam. 125 mm,1.00
6681,2328,Retificadora diam. 125 mm,1.00
6681,3898,Arnês de Segurança,1.00
6681,6262,Arnês de Segurança,1.00
6681,5695,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6681,6155,Arnês de Segurança,1.00
6681,10453,Extensão Tripla 220V - Perdido CT36,1.00
6681,6317,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6681,6553,"Aparafusadora de impacto a bateria 1/2""",1.00
6681,9799,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6681,11661,Extensão Tripla 220V,1.00
6681,6561,Retificadora diam. 125 mm,1.00
6681,7697,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6681,12900,Berbequim de Base Magnética,1.00
6681,12966,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6681,13469,"Jogo de Chaves de Caixa 1"" com roquete",1.00
6681,13336,Extensão 32 Amp. 4 Pinos,1.00
6681,16157,Arnês de Segurança,1.00
6681,17137,Maçarico de corte (Lança de corte),1.00
6681,18525,"Aparafusadora de Impacto a bateria 1/2""",1.00
6679,5002,Caixa de Ferramenta Serralheiro,1.00
6679,11710,Caixa de Ferramenta Serralheiro,1.00
6679,8200,Caixa de Ferramenta Mecânico,1.00
6679,14866,Caixa de Ferramenta Serralheiro,1.00
6679,11698,Caixa de Ferramenta Serralheiro,1.00
6679,14865,Caixa de Ferramenta Serralheiro,1.00
6678,2378,Contentor de Ferramenta Nº1,1.00
6673,17539,Extintor Pó-Químico ABC,1.00
6673,15773,Manta Ignífuga 2000*1500,6.00
6673,17557,Extintor Pó-Químico ABC,1.00
6673,17553,Extintor Pó-Químico ABC,1.00
6673,17561,Extintor Pó-Químico ABC,1.00
6673,17556,Extintor Pó-Químico ABC,1.00
6670,8207,Capacete Proteção (Delta Plus azul),1.00
6670,8209,Máscara Filtrante FFP3 com válvula,20.00
6670,13692,Suporte de viseira para capacete,2.00
6670,15310,Luva de Latex,12.00
6666,5924,Arnês de Segurança,1.00
6664,8195,Luvas pele (mecânico) Tam. 10,24.00
6664,8191,Óculos de proteção,40.00
6664,5333,Arnês de Segurança,1.00
6664,8193,Auricular (tampão descartável) SNR 30dB,50.00
6664,8256,"Fato Químico XL Tipo 3,4,5,6",2.00
6664,8194,Luvas pele (mecânico) Tam. 9,24.00
6664,6313,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6664,11683,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6664,9397,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6664,8204,Casaco Soldar Crute Tam. L,2.00
6664,8205,Casaco Soldar Crute Tam. XL,2.00
6664,13598,Máscara Panorâmica (6700-S; 6800-M; 6900-L),4.00
6664,12237,Arnês de Segurança,1.00
6664,8255,"Fato Químico L Tipo 3,4,5,6",2.00
6664,12238,Arnês de Segurança,1.00
6664,13739,NÂO USAR,1.00
6664,13693,Acrílico de Viseira,15.00
6664,13692,Suporte de viseira para capacete,15.00
6664,15300,Luva Eletricista Tam. 10,24.00
6664,14276,Filtro de Vapores Orgânicos 6059 ABEK1,8.00
6664,13741,NÂO USAR,2.00
6664,13740,NÂO USAR,2.00
6664,15772,Luva de borracha (proteção quimica),5.00
6664,14282,Fato Tyvek Cinza Cat. 1 - L,10.00
6664,13744,Luva de Soldar em crute Tam. 9/10,4.00
6664,14283,Fato Tyvek Cinza Cat. 1 - XL,10.00
6664,15055,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6664,18013,Antiqueda com chicote em V sem amortecedor/absorvedor,1.00
6664,15299,Luva Eletricista Tam. 9,24.00
6664,18498,Arnês de Segurança,1.00
6663,2322,Aparelho de Soldar / Arc-air,1.00
6663,6900,Mangueira de Ar,1.00
6663,11847,Extensão 32 Amp. 4 Pinos,1.00
6663,18497,Alicate de Arcair,1.00
6662,14283,Fato Tyvek Cinza Cat. 1 - XL,3.00
6662,8209,Máscara Filtrante FFP3 com válvula,10.00
6662,14282,Fato Tyvek Cinza Cat. 1 - L,3.00
6662,15098,"Elétrodo E7018 2,5 mm",20.00
6661,13098,Tocha TIG (Fronius),1.00
6661,5479,Aparelho de soldar TIG,1.00
6661,10401,Serra-Sabre,1.00
6659,2756,Retificadora diam. 125 mm,1.00
6659,3062,Extensão Tripla 220V,1.00
6659,4291,"Aparafusadora de impacto a bateria 1/2""",1.00
6659,2343,Retificadora diam. 125 mm,1.00
6659,5230,Manómetro de Árgon / CO2 (Protar - Azoto),1.00
6659,3534,Berbequim pedra / ferro (Torna SDS Plus),1.00
6659,4310,Retificadora diam. 230 mm,1.00
6659,4888,Retificadora diam. 230 mm,1.00
6659,5702,Extensão Tripla 220V,1.00
6659,6323,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6659,5075,Diferencial de 1 Ton,1.00
6659,5428,Arnês de Segurança,1.00
6659,7646,Extensão Tripla 220V,1.00
6659,6468,Diferencial de 1 Ton,1.00
6659,5274,Balde,1.00
6659,5431,Extensão Tripla 220V,1.00
6659,8209,Máscara Filtrante FFP3 com válvula,15.00
6659,8251,Fato oleado / chuva L,2.00
6659,5698,Extensão Tripla 220V,1.00
6659,5701,Extensão Tripla 220V,1.00
6659,9179,Baú de Arrumação,1.00
6659,9000,Bancada com torno,1.00
6659,5708,Extensão Tripla 220V,1.00
6659,6629,Caixa de Ferramenta Serralheiro - Contrato Almina,1.00
6659,10959,"Aparafusadora de impacto 1/2""",1.00
6659,12872,"Aparafusadora de impacto 3/4""",1.00
6659,8195,Luvas pele (mecânico) Tam. 10,5.00
6659,6774,Extensão tripla 220V,1.00
6659,13257,Cinta Plana 1 Ton 1 Metro,1.00
6659,13270,Cinta Plana 1 Ton 1 Metro,1.00
6659,8343,Aparelho de soldar com VRD,1.00
6659,8191,Óculos de proteção,5.00
6659,13266,Cinta Plana 1 Ton 1 Metro,1.00
6659,14861,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6659,9069,Retificadora diam. 230 mm,1.00
6659,8194,Luvas pele (mecânico) Tam. 9,5.00
6659,14282,Fato Tyvek Cinza Cat. 1 - L,2.00
6659,17039,Extensão Tripla 220V,1.00
6659,11225,Mascara de soldar Baby Fibra,3.00
6659,8252,Fato oleado / chuva XL,3.00
6659,15098,"Elétrodo E7018 2,5 mm",10.00
6659,18032,Aparelho de soldar semi-automático portátil,1.00
6659,11739,Caixa de Ferramenta Serralheiro,1.00
6659,12770,Chicote CEE - Schuko Triplo,1.00
6659,17765,Cinta Plana 1 Ton 1 Metro (fina),1.00
6659,13692,Suporte de viseira para capacete,3.00
6659,13661,Chicote CEE - Schuko Triplo,1.00
6659,14283,Fato Tyvek Cinza Cat. 1 - XL,1.00
6659,13693,Acrílico de Viseira,3.00
6659,17580,Aparelho de soldar,1.00
6659,13744,Luva de Soldar em crute Tam. 9/10,3.00
6659,13815,Extensão Tripla 220V,1.00
6659,15103,"Elétrodo E7018 3,2 mm",10.00
6659,15418,Arnês de Segurança,1.00
6655,8209,Máscara Filtrante FFP3 com válvula,10.00
6654,8191,Óculos de proteção,13.00
6654,8195,Luvas pele (mecânico) Tam. 10,6.00
6654,14286,Fato Tyvek Branco Cat. 3 - XL,2.00
6654,8193,Auricular (tampão descartável) SNR 30dB,19.00
6654,8194,Luvas pele (mecânico) Tam. 9,6.00
6654,13693,Acrílico de Viseira,1.00
6654,13692,Suporte de viseira para capacete,1.00
6654,13744,Luva de Soldar em crute Tam. 9/10,2.00
6654,14287,Fato Tyvek Branco Cat. 3 - XXL,3.00
6654,14239,Colete Refletor L/XL,5.00
6645,14948,Cinta Plana 1 Ton 1 Metro,1.00
6645,14947,Cinta Plana 1 Ton 1 Metro,1.00
6642,2466,Retificadora diam. 125 mm,1.00
6642,3736,Extensão Tripla 220V,1.00
6642,2459,Retificadora diam. 180 mm,1.00
6642,3428,Extensão Tripla 220V,1.00
6642,2643,Diferencial de 2 Ton,1.00
6642,4999,Chave de Pancada Luneta 24,1.00
6642,4631,Berbequim de ferro,1.00
6642,4861,Extensão Tripla 220V,1.00
6642,6142,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
6642,5008,Chave de Pancada Luneta 32,1.00
6642,5000,Chave de Pancada Luneta 27,1.00
6642,5009,Chave de Pancada Luneta 36,1.00
6642,7450,"Aparafusadora de Impacto 1/2""",1.00
6642,5063,"Diferencial de 1,5 Ton",1.00
6642,5007,Chave de Pancada Luneta 30,1.00
6642,5016,Chave de Pancada Luneta 41,1.00
6642,7459,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6642,5828,Projetor LED,1.00
6642,6215,Caixa de Ferramenta Mecânico,1.00
6642,5276,Tabuleiro,2.00
6642,8783,Diferencial de 2 Ton,1.00
6642,10583,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",1.00
6642,6771,Extensão tripla 220V,1.00
6642,7435,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
6642,9005,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6642,10680,"Jogo de Chaves de Caixa 1/2"" com roquete",1.00
6642,8162,Arnês de Segurança,1.00
6642,8216,Arnês de Segurança,1.00
6642,10942,Arnês de Segurança,1.00
6642,10943,Arnês de Segurança,1.00
6642,12455,Cinta Plana 2 Ton 2 Metros,1.00
6642,8473,Extensão Tripla 220V,1.00
6642,13044,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6642,12704,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6642,13226,Chicote CEE - Schuko Triplo,1.00
6642,12952,Retificadora diam. 125 mm,1.00
6642,17693,Cinta Plana 2 Ton 2 Metros,1.00
6642,17996,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6642,17696,Cinta Plana 2 Ton 2 Metros,1.00
6642,13518,"Diferencial de 1,5 Ton",1.00
6642,17998,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6642,17999,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6642,18457,Chicote CEE - Schuko Triplo,1.00
6642,16808,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",1.00
6642,17168,Bancada com torno,1.00
6642,17701,Cinta Plana 2 Ton 2 Metros,1.00
6642,17997,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6642,18466,"Jogo de Chaves de Caixa Longas 1/2""",1.00
6640,8195,Luvas pele (mecânico) Tam. 10,3.00
6640,8193,Auricular (tampão descartável) SNR 30dB,5.00
6640,8191,Óculos de proteção,5.00
6640,8209,Máscara Filtrante FFP3 com válvula,5.00
6640,8194,Luvas pele (mecânico) Tam. 9,2.00
6640,15310,Luva de Latex,5.00
6640,8252,Fato oleado / chuva XL,5.00
6640,14283,Fato Tyvek Cinza Cat. 1 - XL,2.00
6639,3116,Chicote CEE - Schuko Triplo,1.00
6639,3147,Extensão Simples 220V,1.00
6639,4999,Chave de Pancada Luneta 24,1.00
6639,3908,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6639,5008,Chave de Pancada Luneta 32,1.00
6639,4243,Extensão Tripla 220V - Perdido Contentor 30,1.00
6639,5009,Chave de Pancada Luneta 36,1.00
6639,4255,Retificadora diam. 125 mm,1.00
6639,5021,Chave de Pancada Boca 30,1.00
6639,5007,Chave de Pancada Luneta 30,1.00
6639,5025,Chave de Pancada Boca 36,1.00
6639,5000,Chave de Pancada Luneta 27,1.00
6639,6040,Projetor LED com bateria,1.00
6639,5017,Chave de Pancada Luneta 46,1.00
6639,5028,Chave de Pancada Boca 46,1.00
6639,5016,Chave de Pancada Luneta 41,1.00
6639,6101,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6639,5049,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",1.00
6639,5112,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
6639,5026,Chave de Pancada Boca 41,1.00
6639,7428,"Diferencial de 1,5 Ton",1.00
6639,5165,Chave de Pancada Boca 32,1.00
6639,5298,Extensão Tripla 220V,1.00
6639,5077,Diferencial de 1 Ton,1.00
6639,7698,Bomba Hidráulica 700 bar,1.00
6639,5441,Aparelho de soldar,1.00
6639,6098,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6639,5164,Chave de Pancada Boca 24,1.00
6639,7884,Berbequim de ferro,1.00
6639,5705,Extensão Tripla 220V,1.00
6639,6124,Extensão Tripla 220V - Perdido CT12,1.00
6639,5296,Chave de Pancada Boca 27,1.00
6639,14956,Projetor LED,1.00
6639,5968,Retificadora diam. 180 mm,1.00
6639,6256,Arnês de Segurança,1.00
6639,6777,Diferencial de 1 Ton,1.00
6639,17694,Cinta Plana 2 Ton 2 Metros,1.00
6639,6495,Arnês de Segurança,1.00
6639,7281,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",1.00
6639,9820,"Jogo de Chaves de Caixa 1/2"" com roquete",1.00
6639,17758,Cinta Plana 1 Ton 1 Metro (fina),1.00
6639,6620,Caixa de Ferramenta Mecânico,1.00
6639,9292,Retificadora diam. 125 mm,1.00
6639,9971,Arnês de Segurança,1.00
6639,18002,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6639,6775,"Diferencial de 1,5 Ton",1.00
6639,15021,Rebolo (Retificadora direta),1.00
6639,13714,Cinta Plana 3 Ton 4 Metros,1.00
6639,18455,"Aparafusadora de impacto a bateria 1/2""",1.00
6639,8458,Chicote CEE - Schuko Triplo,1.00
6639,16853,"Jogo chaves impacto curtas/longas 1/2"" ( 8 à 32mm)",1.00
6639,17798,Cinta Plana 2 Ton 1 Metros,1.00
6639,17695,Cinta Plana 2 Ton 2 Metros,1.00
6639,8976,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
6639,18000,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6639,18001,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6639,18003,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6639,9390,Malão,1.00
6639,18456,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6639,10701,"Aparafusadora de impacto a bateria 1/2""",1.00
6639,11225,Mascara de soldar Baby Fibra,1.00
6639,13718,Cinta Plana 3 Ton 4 Metros,1.00
6639,15029,Arnês de Segurança,1.00
6639,16597,Cilindro Hidráulico furado 20 Ton,1.00
6639,17754,Cinta Plana 1 Ton 1 Metro (fina),1.00
6639,17799,Cinta Plana 2 Ton 1 Metros,1.00
6638,2261,Retificadora diam. 230 mm,2.00
6638,3471,Chicote CEE - Schuko Triplo,1.00
6638,3388,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
6638,2448,Rebolo (Retificadora direta),1.00
6638,2586,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",1.00
6638,5000,Chave de Pancada Luneta 27,2.00
6638,3703,"Aparafusadora de Impacto a bateria 3/4""",1.00
6638,5009,Chave de Pancada Luneta 36,2.00
6638,3100,"Diferencial de 3 Ton	",1.00
6638,5007,Chave de Pancada Luneta 30,2.00
6638,4471,Máquina de Alinhamentos SKF,2.00
6638,5025,Chave de Pancada Boca 36,1.00
6638,3476,Chicote CEE - Schuko Triplo,1.00
6638,5016,Chave de Pancada Luneta 41,2.00
6638,5017,Chave de Pancada Luneta 46,2.00
6638,6208,Diferencial de 1 Ton,1.00
6638,4999,Chave de Pancada Luneta 24,1.00
6638,5026,Chave de Pancada Boca 41,1.00
6638,5165,Chave de Pancada Boca 32,1.00
6638,6436,Extensão Tripla 220V,1.00
6638,5008,Chave de Pancada Luneta 32,2.00
6638,5164,Chave de Pancada Boca 24,1.00
6638,5168,Chave de Pancada Boca 55,1.00
6638,7499,Puxa 6 Ton (Diferencial Manual Alavanca / Camelão),1.00
6638,5018,Chave de Pancada Luneta 50,2.00
6638,5296,Chave de Pancada Boca 27,1.00
6638,6209,Diferencial de 1 Ton,1.00
6638,9006,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6638,5021,Chave de Pancada Boca 30,1.00
6638,5707,Extensão Tripla 220V,1.00
6638,7401,Projetor LED a bateria,1.00
6638,10150,Arnês de Segurança,1.00
6638,5028,Chave de Pancada Boca 46,1.00
6638,5910,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6638,9342,Projetor LED,1.00
6638,10947,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
6638,5156,Chave de Pancada Luneta 55,2.00
6638,7192,Diferencial de 2 Ton,1.00
6638,9358,Cilindro Hidráulico 5 Ton,1.00
6638,11336,Cinta Plana 4 Ton 4 Metros,1.00
6638,5166,Chave de Pancada Boca 50,1.00
6638,7452,Extensão Tripla 220V,1.00
6638,9509,Berbequim a bateria - Perdido Contentor 63,1.00
6638,11551,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6638,5953,Diferencial de 3 Ton,1.00
6638,9001,Bancada com torno (grande),1.00
6638,11225,Mascara de soldar Baby Fibra,1.00
6638,12245,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6638,6030,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão) - Perdido CT36",1.00
6638,9136,Aparelho de soldar,1.00
6638,11540,Retificadora diam. 125 mm - Perdido CT27,1.00
6638,17627,"Jogo de Chaves de Caixa Longas 1/2""",1.00
6638,6088,Arnês de Segurança,1.00
6638,16195,"Jogo de Chaves de Caixa 3/4"" com roquete",1.00
6638,11733,Cinta Plana 3 Ton 2 Metros,1.00
6638,18440,Cinta Redonda 4 Ton 8 Metros,1.00
6638,6271,Arnês de Segurança,1.00
6638,18007,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6638,13352,Extensão Tripla 220V,1.00
6638,18438,Cinta Plana 3 Ton 2 Metros,1.00
6638,6284,"Aparafusadora de impacto a bateria 1/2""",1.00
6638,13468,"Jogo de Chaves de Caixa 1/2"" com roquete",1.00
6638,6843,"Aparafusadora de impacto a bateria 1/2""",1.00
6638,13828,Baú de arrumação,1.00
6638,7200,Diferencial de 2 Ton,1.00
6638,14618,"Chave Ajustável 24"" (francesa / inglesa)",1.00
6638,8103,Retificadora diam. 125 mm,1.00
6638,18005,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6638,9359,Cilindro Hidráulico 5 Ton,1.00
6638,18439,Cinta Plana 4 Ton 4 Metros,1.00
6638,10162,Caixa de Ferramenta Mecânico,1.00
6638,11946,Extensão Tripla 220V - Perdido Contentor 28,1.00
6638,12383,Arnês de Segurança,1.00
6638,17710,Cinta Plana 2 Ton 2 Metros,1.00
6638,17713,Cinta Plana 2 Ton 2 Metros,1.00
6638,18006,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6635,2630,Diferencial de 2 Ton,1.00
6635,3622,Extensão Tripla 220V,1.00
6635,2700,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",1.00
6635,4999,Chave de Pancada Luneta 24,1.00
6635,2936,Extensão Tripla 220V,1.00
6635,5000,Chave de Pancada Luneta 27,1.00
6635,2877,"Diferencial de 1,5 Ton",1.00
6635,5009,Chave de Pancada Luneta 36,1.00
6635,3434,Retificadora diam. 125 mm,1.00
6635,5016,Chave de Pancada Luneta 41,1.00
6635,3931,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6635,5276,Tabuleiro,2.00
6635,5008,Chave de Pancada Luneta 32,1.00
6635,7233,Diferencial de 2 Ton (correntes compridas),1.00
6635,4069,Berbequim de ferro,1.00
6635,6204,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",1.00
6635,7919,"Cinta Plana 1 Ton 1,5 Metros",1.00
6635,7654,Extensão Tripla 220V,1.00
6635,5007,Chave de Pancada Luneta 30,1.00
6635,10915,"Jogo de Chaves de Caixa 1/2"" com roquete",1.00
6635,8674,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6635,7882,"Aparafusadora de impacto a bateria 1/2""",1.00
6635,6151,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
6635,11259,Arnês de Segurança,1.00
6635,10827,Bancada com torno,1.00
6635,9428,Arnês de Segurança,1.00
6635,6328,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6635,17415,Projetor LED - Perdido CT 26 18/04/2023,1.00
6635,15419,Arnês de Segurança,1.00
6635,10585,"Diferencial de 1,5 Ton",1.00
6635,9384,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
6635,17698,Cinta Plana 2 Ton 2 Metros,1.00
6635,15769,Caixa de Ferramenta Mecânico,1.00
6635,11160,"Jogo de Chaves de Caixa Longas 1/2""",1.00
6635,9795,Arnês de Segurança,1.00
6635,13223,Chicote CEE - Schuko Triplo,1.00
6635,16923,Chicote CEE - Schuko Triplo,1.00
6635,17705,Cinta Plana 2 Ton 2 Metros,1.00
6635,10794,Cinta Plana 2 Ton 2 Metros,1.00
6635,18010,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6635,18009,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6635,11353,Cinta Plana 2 Ton 2 Metros,1.00
6635,12703,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6635,18008,"Cinta Plana 1 Ton 1,5 Metros (Fina)",1.00
6630,18045,Linha de Vida 25m (trabalhos verticais),1.00
6628,2264,Retificadora diam. 180 mm,1.00
6628,2263,Retificadora diam. 125 mm,1.00
6628,3396,Retificadora diam. 180 mm,1.00
6628,3258,Retificadora diam. 125 mm,1.00
6628,3186,Diferencial de 1 Ton,1.00
6628,4660,Rebolo (Retificadora direta),1.00
6628,3852,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
6628,3705,"Aparafusadora de Impacto a bateria 3/4""",1.00
6628,4471,Máquina de Alinhamentos SKF,1.00
6628,5007,Chave de Pancada Luneta 30,2.00
6628,4054,"Aparafusadora de impacto a bateria 1/2""",1.00
6628,4653,"Aparafusadora de impacto a bateria 1/2""",1.00
6628,5008,Chave de Pancada Luneta 32,2.00
6628,5017,Chave de Pancada Luneta 46,2.00
6628,4999,Chave de Pancada Luneta 24,2.00
6628,4772,Caixa de Ferramenta Mecânico,1.00
6628,5021,Chave de Pancada Boca 30,1.00
6628,5026,Chave de Pancada Boca 41,1.00
6628,5009,Chave de Pancada Luneta 36,2.00
6628,4836,Arnês de Segurança,1.00
6628,5156,Chave de Pancada Luneta 55,2.00
6628,5046,Cilindro Hidráulico furado,1.00
6628,5018,Chave de Pancada Luneta 50,2.00
6628,5000,Chave de Pancada Luneta 27,2.00
6628,5165,Chave de Pancada Boca 32,1.00
6628,5168,Chave de Pancada Boca 55,1.00
6628,5025,Chave de Pancada Boca 36,1.00
6628,5016,Chave de Pancada Luneta 41,2.00
6628,5262,Arnês de Segurança,1.00
6628,5296,Chave de Pancada Boca 27,1.00
6628,5028,Chave de Pancada Boca 46,1.00
6628,5164,Chave de Pancada Boca 24,1.00
6628,5943,Aparelho de soldar,1.00
6628,5704,Extensão Tripla 220V,1.00
6628,5166,Chave de Pancada Boca 50,1.00
6628,5363,"Chave para tubos 36"" (grifos)",1.00
6628,5969,Retificadora diam. 125 mm,1.00
6628,6029,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",1.00
6628,5966,Berbequim pedra / ferro,1.00
6628,6108,Extensão Tripla 220V,1.00
6628,6316,Antiqueda com chicote em V com amortecedor/absorvedor-EQH,1.00
6628,6485,Diferencial de 2 Ton,1.00
6628,7062,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",1.00
6628,6285,"Aparafusadora de impacto a bateria 1/2""",1.00
6628,6454,Arnês de Segurança,1.00
6628,9004,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6628,7088,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
6628,6619,Caixa de Ferramenta Mecânico,1.00
6628,7093,Diferencial de 2 Ton,1.00
6628,9862,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6628,7444,Extensão Tripla 220V,1.00
6628,7403,Projetor LED a bateria,1.00
6628,7402,Projetor LED a bateria,1.00
6628,11225,Mascara de soldar Baby Fibra,2.00
6628,9494,Saca Rolamentos Hidraúlico,1.00
6628,7461,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6628,7627,Chicote CEE - Schuko Triplo,1.00
6628,13188,Chicote CEE - Schuko Triplo,1.00
6628,10690,Caixa de Ferramenta Mecânico c/ roquete,1.00
6628,7609,Extensão Tripla 220V,1.00
6628,7726,"Cinta Plana 1 Ton 1,5 Metros",1.00
6628,13834,Extensão tripla 220V,1.00
6628,11560,"Jogo de Chaves de Caixa 3/4"" com roquete",1.00
6628,9463,"Cinta Plana 1 Ton 1,5 Metros (fina)",1.00
6628,9455,"Cinta Plana 1 Ton 1,5 Metros (fina)",1.00
6628,14001,Arnês de Segurança,1.00
6628,13575,Aparelho de soldar,1.00
6628,10710,Baú de Arrumação,1.00
6628,9818,"Jogo de Chaves de Caixa 1/2"" com roquete",1.00
6628,15180,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6628,14619,"Chave Ajustável 30"" (francesa / inglesa)",1.00
6628,11262,Arnês de Segurança,1.00
6628,11592,Arnês de Segurança,1.00
6628,15315,Bancada com torno,1.00
6628,14989,Caixa de Ferramenta Mecânico,1.00
6628,11940,Bomba Hidráulica 700 bar,1.00
6628,13195,Chicote CEE - Schuko Triplo,1.00
6628,16613,Chave de Pancada Luneta 38,1.00
6628,16133,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
6628,11953,Extensão Tripla 220V,1.00
6628,16852,"Jogo chaves impacto curtas/longas 1/2"" ( 8 à 32mm)",1.00
6628,18239,Diferencial de 1 Ton,1.00
6628,17752,Cinta Plana 1 Ton 1 Metro (fina),1.00
6628,14591,Caixa de Ferramenta Mecânico,1.00
6628,17755,Cinta Plana 1 Ton 1 Metro (fina),1.00
