MOVEMENTID,ToolID,Tool,TotalVolume
63126,101743,Bancada,1.00
63126,109215,Bancada com torno,1.00
63005,110457,Bancada com torno,1.00
63005,101616,Bancada,1.00
63005,102818,Bancada com torno,1.00
63005,103099,Bancada com torno,1.00
63005,109754,Bancada com torno,1.00
62721,23768,Garrafão água 18.9L,4.00
62721,5984,"Tarraxa Elétrica 1/8"" - 2""",1.00
62721,26612,Rolo filme Preto,2.00
62721,3768,Chicote 16 Amp. 4 Pinos - 32 Amp. 4 Pinos,1.00
62721,24060,Rolo Papel de Limpeza,4.00
62721,23769,Copos água (Manga de 100 Copos),2.00
62721,101976,Chicote 16 Amp. 4 Pinos - 32 Amp. 4 Pinos,1.00
62721,23796,Paquímetro Inox 0-155 mm,1.00
62721,26150,Lava mãos pasta,1.00
62721,24053,Fita Cola Meivcore,2.00
62721,53044,Bomba massa manual,1.00
62721,26611,Rolo filme transparente,2.00
62601,17268,Aloquete/Cadeado metálico 40mm,1.00
62601,26996,Cerâmica Canal Direito 13 mm 600mm,10.00
62601,15103,"Elétrodo E7018 3,2 mm",96.00
62601,11760,Bancada com torno,1.00
62601,26998,Cerâmica Redonda 8 mm 600mm,10.00
62601,30890,Disco Ø 230 * 6mm Premium,50.00
62601,30877,Disco Ø 125 * 6mm Premium,450.00
62601,30875,Disco Ø 125 * 3.2mm Premium,200.00
62601,30873,Disco Ø 125 * 1mm Premium,500.00
62601,107060,Fio de soldar E71T 1C (OK 15.15/Filarc),64.00
62413,15098,"Elétrodo E7018 2,5 mm",6.80
62413,8195,Luvas pele (mecânico) Tam. 10,3.00
62413,8191,Óculos de proteção,3.00
62413,13693,Acrílico de Viseira,1.00
62413,19404,Trapos de Limpeza,10.00
62413,13744,Luva de Soldar em crute Tam. 9/10,12.00
62413,23659,Broca de Ferro HSS 6.50mm,1.00
62413,23619,Disco Ø 230 * 1.8(1.9)mm,10.00
62413,23657,Broca de Ferro HSS 6mm,1.00
62413,23661,Broca de Ferro HSS 7mm,1.00
62413,69890,Broca de Ferro HSS 13mm,1.00
62356,26715,Pincel para Ácido,2.00
62356,26999,Decapante Antox ( Acido ),4.00
62323,92441,Caixa de Ferramenta Mecânico Completa,1.00
62240,108061,Caixa de ferramenta Mecânico,1.00
62166,96226,Aparelho de soldar,1.00
62061,110536,Baú de arrumação,1.00
61863,26960,Spray Penetrante e Desbloq.(Antiferrugem),24.00
61863,2647,Cilindro Hidráulico Compacto 29 Ton,1.00
61863,12230,Bomba Hidráulica 700 bar,1.00
61863,7310,Alavanca 1500 - 1600mm,2.00
61863,27253,Catrabucha Inox Reb. 125 Entrançada Taça,5.00
61863,107041,"Aparafusadora de Impacto a bateria 3/4""",1.00
61863,27808,Jogo machos manuais M12,2.00
61863,22849,Espátula/Betumadeira Pequena/Média/Grandes,5.00
61863,27812,Jogo machos manuais M20,1.00
61863,117397,Alcaiata rotativa macho M16 (Olhal de Suspensão),1.00
61863,89393,Rebolo (Retificadora direta) - Alugado à Hilti,1.00
61863,25233,Desengordurante de limpeza (L),25.00
61863,64773,Rebolo (retificadora direta),1.00
61863,117403,Cinta Plana 1 Ton 1 Metro (Fina),1.00
61863,92256,Cilindro Hidráulico 10 Ton,1.00
61863,27810,Jogo machos manuais M16,1.00
61863,75953,Rebolo (retificadora direta),1.00
61863,30079,Canga grande (450-600),1.00
61863,107765,Cilindro Hidráulico 20 Ton,1.00
61863,92255,Cilindro Hidráulico 10 Ton,1.00
61863,92427,Cilindro Hidráulico Compacto 22T,1.00
61863,105417,Rebolo (Retificadora direta),1.00
61863,117398,Alcaiata rotativa macho M16 (Olhal de Suspensão),1.00
61863,108553,Bomba Hidráulica,1.00
61863,109827,Bomba Hidráulica,1.00
61863,117396,Alcaiata rotativa macho M16 (Olhal de Suspensão),1.00
61863,116350,Cinta Plana 1 Ton 2 Metros,1.00
61863,117399,Alcaiata rotativa macho M16 (Olhal de Suspensão),1.00
61863,116353,Cinta Plana 1 Ton 2 Metros,1.00
61863,117402,Cinta Plana 1 Ton 1 Metro (Fina),1.00
61816,13696,Caixa de Ferramenta Mecânico c/ roquete,1.00
61486,3020,"Diferencial de 1,5 Ton",1.00
61486,2613,Diferencial de 1 Ton,1.00
61486,5008,Chave de Pancada Luneta 32,2.00
61486,3612,Extensão Tripla 220V,1.00
61486,3084,Retificadora diam. 180 mm,1.00
61486,4342,"Aparafusadora de impacto 3/4""",1.00
61486,5021,Chave de Pancada Boca 30,2.00
61486,4322,"Aparafusadora de impacto 1/2""",1.00
61486,4999,Chave de Pancada Luneta 24,2.00
61486,5007,Chave de Pancada Luneta 30,2.00
61486,9690,Diferencial de 1 Ton,1.00
61486,4454,Projetor LED a bateria,1.00
61486,5009,Chave de Pancada Luneta 36,2.00
61486,5017,Chave de Pancada Luneta 46,2.00
61486,10085,Berbequim de ferro,1.00
61486,5000,Chave de Pancada Luneta 27,2.00
61486,5025,Chave de Pancada Boca 36,2.00
61486,5165,Chave de Pancada Boca 32,2.00
61486,13468,"Jogo de Chaves de Caixa 1/2"" com roquete",1.00
61486,5016,Chave de Pancada Luneta 41,2.00
61486,5028,Chave de Pancada Boca 46,2.00
61486,5274,Balde,2.00
61486,13693,Acrílico de Viseira,8.00
61486,5026,Chave de Pancada Boca 41,2.00
61486,8193,Auricular (tampão descartável) SNR 30dB,20.00
61486,5296,Chave de Pancada Boca 27,2.00
61486,14619,"Chave Ajustável 30"" (francesa / inglesa)",1.00
61486,5164,Chave de Pancada Boca 24,2.00
61486,8196,Luvas de soldar / ArcAir,8.00
61486,7083,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
61486,15772,Luva de borracha (proteção quimica),6.00
61486,5276,Tabuleiro,3.00
61486,13598,Máscara Panorâmica (6700-S; 6800-M; 6900-L),4.00
61486,8195,Luvas pele (mecânico) Tam. 10,24.00
61486,16794,Bateria de 5.5 Amp,2.00
61486,5363,"Chave para tubos 36"" (grifos)",1.00
61486,14276,Filtro de Vapores Orgânicos 6059 ABEK1,12.00
61486,11225,Mascara de soldar Baby Fibra,8.00
61486,23108,Spray de Lavagem de Produtos Corrosivos e Irritantes(Diphoterine),6.00
61486,8194,Luvas pele (mecânico) Tam. 9,24.00
61486,14279,Filtro de Partículas P2 R 2128,8.00
61486,11970,Extensão Tripla 220V,1.00
61486,24692,"Manilhas de 3/4""",6.00
61486,9601,Retificadora diam. 230 mm,1.00
61486,14285,Fato Tyvek Branco Cat. 3 - L,6.00
61486,12767,Chicote CEE - Schuko Triplo,1.00
61486,51831,Caixa de Ferramenta Mecânico,1.00
61486,13692,Suporte de viseira para capacete,8.00
61486,14571,Projetor LED,1.00
61486,12902,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
61486,62695,Corrente sinalização (m),100.00
61486,14286,Fato Tyvek Branco Cat. 3 - XL,6.00
61486,24163,Extensão Tripla 220V,1.00
61486,17786,Cinta Plana 2 Ton 1 Metros,1.00
61486,77126,Caixa de Ferramenta Mecânico,1.00
61486,15687,Óculos proteção poeiras,24.00
61486,27032,Extensão Tripla 220V,1.00
61486,19023,Bota PVC Biq. e Palm. Aço Tam. 44,3.00
61486,83263,Extensão Tripla 220V,1.00
61486,17268,Aloquete/Cadeado metálico 40mm,3.00
61486,29024,Picadeira de Soldador,8.00
61486,20720,Aparelho de soldar TIG,1.00
61486,84028,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
61486,19022,Bota PVC Biq. e Palm. Aço Tam. 43,1.00
61486,32202,Retificadora diam. 230 mm (sistema homem morto),1.00
61486,21427,Marreta 2Kg,6.00
61486,92238,Retificadora diam. 125 mm,1.00
61486,23164,Alavanca 1200 - 1400mm,1.00
61486,50510,Caixa de Ferramenta Mecânico,1.00
61486,22304,Cadeado de consignação,10.00
61486,92871,Analisador Gás H2S,1.00
61486,35915,Cilindro Hidráulico 20 Ton,1.00
61486,71819,Cinta Plana 1 Ton 1 Metro,1.00
61486,23107,Spray Lava-Olhos,20.00
61486,92884,Analisador Gás H2S,1.00
61486,77494,Caixa de Ferramenta Mecânico,1.00
61486,76979,Caixa de Ferramenta Mecânico,1.00
61486,23409,Extensão Tripla 220V,1.00
61486,100406,Aparelho de soldar,1.00
61486,84701,Analisador Gás H2S,1.00
61486,78203,"Aparafusadora de impacto a bateria 1/2""",1.00
61486,23631,Projetor LED,1.00
61486,102260,Cinta Plana 1 Ton 2 Metros,1.00
61486,90720,Aparelho de soldar TIG,1.00
61486,89305,Extensão Tripla 220V,1.00
61486,24065,Caixa de Brocas Ferro 1 a 13 mm(HSS),1.00
61486,102839,Retificadora diam. 125 mm,1.00
61486,92869,Analisador Gás H2S,1.00
61486,89443,Bancada com Torno,1.00
61486,27683,Projetor LED,1.00
61486,104497,Cinta Plana 1 Ton 2 Metros,1.00
61486,92882,Analisador Gás H2S,1.00
61486,90722,Aparelho de soldar TIG,1.00
61486,30218,"Jogo bits sextavado 1/2"" ( 4mm - 19mm)",1.00
61486,107228,Cinta Plana 1 Ton 2 Metros,1.00
61486,92885,Analisador Gás H2S,1.00
61486,92634,Cinta Plana 2 Ton 1 Metro,1.00
61486,34661,Projetor LED,1.00
61486,109657,Cinta Plana 1 Ton 1 Metro (fina),1.00
61486,97624,Extensão Tripla 220V,1.00
61486,92865,Analisador Gás H2S,1.00
61486,57240,Retificadora diam. 125 mm,1.00
61486,110901,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
61486,100331,"Aparafusadora de impacto a bateria 1/2""",1.00
61486,101893,"Jogo de Chaves de Caixa 1/2"" com roquete",1.00
61486,66544,Caixa de Ferramenta Mecânico,1.00
61486,114978,"Jogo chaves impacto curtas/longas 1/2"" ( 8 à 32mm)",1.00
61486,101616,Bancada,1.00
61486,103558,Aparelho de soldar,1.00
61486,72669,Retificadora diam. 125 mm,1.00
61486,115865,Retificadora diam. 125 mm,1.00
61486,102227,"Jogo chaves impacto curtas/longas 1/2"" ( 8 à 32mm)",1.00
61486,105039,Caixa de Ferramenta Mecânico,1.00
61486,77138,Projetor LED a bateria,1.00
61486,116138,Saca Rolamentos Hidraúlico,1.00
61486,103538,Aparelho de soldar,1.00
61486,105656,"Aparafusadora de Impacto a bateria 3/4""",1.00
61486,90714,Aparelho de soldar TIG,1.00
61486,116344,Cinta Plana 1 Ton 1 Metro (Fina),1.00
61486,104964,Extensão Tripla 220V,1.00
61486,106231,Projetor LED,1.00
61486,92427,Cilindro Hidráulico Compacto 22T,1.00
61486,116347,Cinta Plana 1 Ton 1 Metro (Fina) - Perdido Contentor 46,1.00
61486,105009,Retificadora diam. 230 mm,1.00
61486,106646,"Aparafusadora de impacto a bateria 1/2""",1.00
61486,92873,Analisador Gás H2S,1.00
61486,116350,Cinta Plana 1 Ton 2 Metros,1.00
61486,105202,Caixa de Ferramenta Mecânico,1.00
61486,106864,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
61486,92880,Analisador Gás H2S,1.00
61486,117019,Cinta Plana 2 Ton 1 Metro,1.00
61486,105700,Chicote CEE - Schuko Triplo,1.00
61486,108625,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
61486,94130,Cinta Plana 2 Ton 1 Metro,1.00
61486,109020,Cinta Plana 2 Ton 1 Metro,1.00
61486,106211,Retificadora diam. 125 mm,1.00
61486,113763,"Diferencial de 1,5 Ton",1.00
61486,101590,Analisador Gás H2S,1.00
61486,115267,Extensão Tripla 220V,1.00
61486,106571,"Jogo de Chaves de Caixa 1/2"" com roquete",1.00
61486,115903,Chicote CEE - Schuko Triplo,1.00
61486,102277,Chicote CEE - Schuko Triplo - Perdido Contentor 27,1.00
61486,116346,Cinta Plana 1 Ton 1 Metro (Fina),1.00
61486,108428,Bomba Hidráulica,1.00
61486,116353,Cinta Plana 1 Ton 2 Metros,1.00
61486,103559,Aparelho de soldar,1.00
61486,116401,"Jogo de Chaves de Caixa 1/2""",1.00
61486,108910,"Fato Químico Térmico XL Tipo 3,4,5",2.00
61486,116529,Chicote CEE - Schuko Triplo,1.00
61486,103794,Retificadora diam. 125 mm,1.00
61486,117018,Cinta Plana 2 Ton 1 Metro,1.00
61486,109215,Bancada com torno,1.00
61486,104825,Extensão Tripla 220V - Perdido Contentor 27,1.00
61486,109768,Extensão Tripla 220V,1.00
61486,105667,Extensão Tripla 220V,1.00
61486,115022,Chicote 63 Amp. 4 Pinos - 32 Amp. 4 Pinos,1.00
61486,105699,Chicote CEE - Schuko Triplo,1.00
61486,116500,"Jogo de Chaves de Caixa 3/4""",1.00
61486,106188,Projetor LED,1.00
61486,116837,Arnês de Segurança,1.00
61486,107438,Cinta Plana 1 Ton 1 Metro (fina),1.00
61486,108498,"Aparafusadora de impacto a bateria 1/2""",1.00
61486,108909,"Fato Químico Térmico L Tipo 3,4,5",2.00
61486,112097,Cinta Plana 1 Ton 2 Metros,1.00
61486,115265,Extensão Tripla 220V,1.00
61486,115268,Extensão Tripla 220V,1.00
61486,116496,"Jogo de Chaves de Caixa 1/2""",1.00
61486,116502,"Jogo de Chaves Impacto Longas 3/4""",1.00
61486,116541,Chicote CEE - Schuko Triplo,1.00
61486,116843,Arnês de Segurança,1.00
61474,20799,Contentor de Ferramenta Nº34,1.00
61473,2241,Reboque AV39950,1.00
61448,6060,Caixas de ferramenta Instrumentação,1.00
61448,5474,Retificadora a bateria diam. 125 mm,1.00
61448,8191,Óculos de proteção,12.00
61448,5274,Balde,3.00
61448,6583,Berbequim a bateria,1.00
61448,39231,Alicate de Soldar completo,1.00
61448,8207,Capacete Proteção (Delta Plus azul),3.00
61448,8195,Luvas pele (mecânico) Tam. 10,12.00
61448,15773,Manta Ignífuga 2000*1500,1.00
61448,99965,Retificadora Angular a bateria diam. 125 mm,1.00
61448,54052,Extensão Tripla 220V (Rolo),1.00
61448,11225,Mascara de soldar Baby Fibra,1.00
61448,39230,Alicate de Massa Completo,1.00
61448,103062,Berbequim pedra a bateria,1.00
61448,104307,Extensão Tripla 220V (Rolo) - Perdido no Contentor 47,1.00
61448,15299,Luva Eletricista Tam. 9,12.00
61448,82670,Berbequim pedra / ferro,1.00
61448,104090,Retificadora diam. 125 mm,1.00
61448,105564,Berbequim pedra / ferro,1.00
61448,24065,Caixa de Brocas Ferro 1 a 13 mm(HSS),2.00
61448,102955,Retificadora diam. 125 mm,1.00
61448,116840,Arnês de Segurança,1.00
61448,105609,Extensão Tripla 220V,1.00
61448,31857,Berbequim a bateria,1.00
61448,105645,"Jogo de Chaves de Caixa 1/4"" com roquete",1.00
61448,83266,Extensão Tripla 220V,1.00
61448,109211,"Jogo de Chaves de Caixa 1/2"" com roquete",1.00
61448,111189,Aparelho de soldar,1.00
61448,106233,Extensão Tripla 220V,1.00
61448,115395,Caixa de Ferramenta Mecânico c/ Roquete e Agulheta,1.00
61448,110470,"Jogo de Chaves de Caixa 1/4"" com roquete",1.00
61448,116841,Arnês de Segurança,1.00
61448,116875,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
61448,116844,Arnês de Segurança,1.00
61448,116842,Arnês de Segurança,1.00
61448,116873,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
61448,116871,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
61448,116874,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
61448,116958,Caixas de ferramenta eletricista,1.00
61437,8191,Óculos de proteção,12.00
61437,66097,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
61437,90859,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",1.00
61437,103124,Caixa de Ferramenta Mecânico - Perdido Contentor 62,1.00
61437,114754,Cinta Plana 1 Ton 1 Metro (Fina),1.00
61437,114755,Cinta Plana 1 Ton 1 Metro (Fina),1.00
61437,113561,Diferencial de 1 Ton,1.00
61437,104949,Diferencial de 1 Ton,1.00
61437,116835,Arnês de Segurança,1.00
61437,114758,Cinta Plana 1 Ton 1 Metro (Fina),1.00
61437,116838,Arnês de Segurança,1.00
61437,116869,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
61437,116870,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
61404,8191,Óculos de proteção,48.00
61404,14281,Filtro de Partículas P3 R 2138,60.00
61404,23569,Elétrodo Carvão - 8.0 mm,500.00
61404,8209,Máscara Filtrante FFP3 com válvula,50.00
61404,19238,Óculos de proteção escuros,12.00
61404,15310,Luva de Latex,200.00
61332,11225,Mascara de soldar Baby Fibra,1.00
61332,31791,Retificadora diam. 125 mm,1.00
61332,15859,Disco Lamelas Ø 125 G40,10.00
61332,24626,Pedra/ Mó Montada Cilíndrica Pequena para Rebolo,2.00
61332,19492,Disco Ø 125 * 1mm,100.00
61332,39230,Alicate de Massa Completo,1.00
61332,23818,"Vareta TIG Aço Carbono ER 70S-6 2,4mm",5.00
61332,25320,Isolador frontal 18CG (Vedante),1.00
61332,25308,"Porta-Pinça TIG 2,4MM 10N32 (NÃO USAR)",2.00
61332,70055,Carro simples de transporte gás,1.00
61332,39231,Alicate de Soldar completo,1.00
61332,35659,Cerâmica Reforçada (Porcelana) 54N15 (Nº7),2.00
61332,25321,Isolador Gás-Lens 54N01 (Vedante),1.00
61332,72670,Retificadora diam. 125 mm,1.00
61332,100967,Extensão Tripla 220V,1.00
61332,103356,Rebolo (Retificadora direta),1.00
61332,27403,Difusor Gás-Lens TIG 2.4mm 45V26,2.00
61332,90034,Extensão Tripla 220V,1.00
61332,110388,Caixa de ferramenta Mecânico,1.00
61332,107649,Tocha TIG (EWM),1.00
61332,99294,Bancada com torno - Perdido Contentor 30,1.00
61332,95169,Mangueira Argon Encaixe M/F,1.00
61332,104910,Aparelho de soldar TIG,1.00
61332,106711,Retificadora diam. 230 mm,1.00
61332,108879,Extensão Tripla 220V,1.00
61240,104341,Extensão Tripla 220V,1.00
61240,85941,"Puxa 0,25 Ton (Diferencial Manual Alavanca / Camelão)",1.00
61196,19492,Disco Ø 125 * 1mm,50.00
61196,27703,Marcador a Óleo,1.00
61196,8195,Luvas pele (mecânico) Tam. 10,1.00
61108,26691,Spray Zinco,6.00
61108,27703,Marcador a Óleo,2.00
61105,15896,Máquina de Alinhamentos SKF,1.00
60939,111126,Bancada com Torno,1.00
60939,24187,Projetor LED a bateria,1.00
60939,22170,"Jogo de Chaves de Caixa 1/2"" com roquete",1.00
60939,17268,Aloquete/Cadeado metálico 40mm,2.00
60939,102863,Bancada com torno,1.00
60939,116484,Projetor LED,1.00
60915,19533,Fita sinalizadora vermelho/ branco 200MT,3.00
60915,13693,Acrílico de Viseira,30.00
60915,8209,Máscara Filtrante FFP3 com válvula,40.00
60809,106635,Chicote 16 Amp. 5 Pinos - 16 Amp. 4 Pinos,1.00
60749,116567,Medidor de tensão de correias,1.00
60746,110552,Tocha MIG MAG Refrigerada,1.00
60543,14278,Filtro de Partículas P2 R 2125,4.00
60543,13599,Meia-Máscara respiratória (6100-S; 6200-M; 6300-L),1.00
60526,8194,Luvas pele (mecânico) Tam. 9,12.00
60526,15299,Luva Eletricista Tam. 9,12.00
60342,22931,"Trincha Júnior 2""",3.00
60342,28714,"Trincha Júnior 3""",2.00
60342,22929,"Trincha Júnior 1""",6.00
60218,24049,Fato Ignifugo XL 210Gr,2.00
60218,8194,Luvas pele (mecânico) Tam. 9,12.00
60218,24048,Fato Ignifugo L 210Gr,3.00
60216,14280,Filtro de Partículas P3 R 2135,80.00
60123,108542,Separadores de Flanges (tipo Garra),1.00
60121,8191,Óculos de proteção,24.00
60120,24051,Vidro transparente p/ máscara soldar 100*65,50.00
60120,29157,Vidro escuro p/ máscara soldar N10 110*60,6.00
60119,6213,Projetor LED a bateria,1.00
60119,30218,"Jogo bits sextavado 1/2"" ( 4mm - 19mm)",1.00
60119,57083,Chave Sextavada Umbrako 24mm,1.00
60119,57082,Chave Sextavada Umbrako 22mm,1.00
60119,15300,Luva Eletricista Tam. 10,12.00
60119,84512,Projetor LED,1.00
60119,102229,"Aparafusadora de impacto a bateria 1/2""",1.00
60106,8193,Auricular (tampão descartável) SNR 30dB,100.00
60106,32127,Tampões Descartáveis (auriculares),50.00
60106,14289,Luva de Soldar TIG,40.00
60106,15861,Vidro transparente p/ máscara soldar 108*51,200.00
60106,16191,Vidro escuro p/ máscara soldar N11 108*51mm,10.00
60075,103033,Luva Eletricista Tam. 7,3.00
60075,8193,Auricular (tampão descartável) SNR 30dB,1.00
60032,71096,"Bico contacto M10*1,2mm MIG KEMPPI",10.00
60032,71095,Bocal Cónico MIG/MAG KEMPPI,10.00
60032,71098,Guia Fio C/ Revestimento MIG(Bicha) KEMPPI,5.00
60002,8191,Óculos de proteção,6.00
60002,13732,Avental soldador,2.00
60002,14286,Fato Tyvek Branco Cat. 3 - XL,6.00
60002,14285,Fato Tyvek Branco Cat. 3 - L,6.00
60002,28219,"Bits impacto 1/2"" 6mm",4.00
60002,15310,Luva de Latex,200.00
60002,19040,Luvas pele (mecânico) Tam. 11,24.00
60002,28699,Soro Fisiológico (Caixa),1.00
59966,52019,Spray Tinta Acrílica,4.00
59966,31854,"Cabo Elétrico H07RN-F(FBBN) 3G2,5",100.00
59966,115779,Arnês de Segurança,1.00
59966,8193,Auricular (tampão descartável) SNR 30dB,100.00
59966,115783,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
59966,34843,Fita Isoladora,2.00
59966,115782,Arnês de Segurança,1.00
59966,115774,Arnês de Segurança,1.00
59966,115799,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
59966,115772,Arnês de Segurança,1.00
59966,115792,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
59966,115790,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
59966,115781,Arnês de Segurança,1.00
59966,115788,Antiqueda com chicote em V com amortecedor/absorvedor,1.00
59902,8196,Luvas de soldar / ArcAir,24.00
59902,8199,Casaco Soldar Crute Tam. M,4.00
59902,8194,Luvas pele (mecânico) Tam. 9,120.00
59902,8195,Luvas pele (mecânico) Tam. 10,120.00
59902,14289,Luva de Soldar TIG,12.00
59902,8205,Casaco Soldar Crute Tam. XL,2.00
59902,8204,Casaco Soldar Crute Tam. L,4.00
59902,15344,Luvas pele (mecânico) Tam. 8,24.00
59838,8675,Diferencial de 1 Ton,1.00
59838,9821,"Jogo de Chaves de Caixa 1/2"" com roquete",1.00
59838,8293,Aparelho de soldar / Arc-air,1.00
59838,7179,Diferencial de 1 Ton,1.00
59838,38937,"Jogo de Chaves de Caixa 1/2"" com roquete",1.00
59838,39230,Alicate de Massa Completo,1.00
59838,64811,"Aparafusadora de Impacto a bateria 3/4""",1.00
59838,12436,"Jogo de Chaves de Caixa 3/4"" com roquete",1.00
59838,101419,"Jogo de Chaves de Caixa 3/4"" com roquete",1.00
59838,102310,Aparelho de soldar,1.00
59838,101418,"Jogo de Chaves de Caixa 1/2"" com roquete",1.00
59838,14148,Soprador de ar quente,1.00
59838,115856,"Aparafusadora de impacto a bateria 3/4""",1.00
59838,19492,Disco Ø 125 * 1mm,50.00
59838,115858,"Aparafusadora de impacto a bateria 1/2""",1.00
59838,39231,Alicate de Soldar completo,1.00
59838,115859,"Aparafusadora de impacto a bateria 1/2""",1.00
59838,115857,"Aparafusadora de impacto a bateria 1/2""",1.00
59765,15861,Vidro transparente p/ máscara soldar 108*51,12.00
59765,4549,Extrator / Ventilador de Ar,1.00
59765,21427,Marreta 2Kg,1.00
59765,8191,Óculos de proteção,12.00
59765,35191,Abafador ruído (capacete 3M),1.00
59765,8193,Auricular (tampão descartável) SNR 30dB,50.00
59765,21002,Abafador ruído (capacete Delta plus),2.00
59765,27695,Marcador Fixolit,2.00
59765,54166,Manga para ventilador pequeno,2.00
59715,15773,Manta Ignífuga 2000*1500,3.00
59677,5086,Chave de Luneta 24-27,9.00
59677,5081,Chave de Luneta 18-19,9.00
59677,5037,Chave de Luneta 6-7,9.00
59677,5042,Chave de Luneta 10-11,9.00
59677,5176,Chave de Bocas 25-28,9.00
59677,5084,Chave de Luneta 20-22,9.00
59677,5040,Chave de Luneta 8-9,9.00
59677,5080,Chave de Luneta 16-17,9.00
59677,19407,Fita Métrica 3 Metros,6.00
59677,11257,Agulheta / Ferreta / Alavanca,9.00
59677,5043,Chave de Luneta 12-13,9.00
59677,5087,Chave de Luneta 25-28,9.00
59677,22402,Chave de Bocas 10-11,9.00
59677,22407,Chave de Bocas 18-19,9.00
59677,5079,Chave de Luneta 14-15,9.00
59677,5366,"Chave para tubos 18"" (grifos)",6.00
59677,22408,Chave de Bocas 20-22,9.00
59677,22410,Chave de Bocas 24-27,9.00
59677,5085,Chave de Luneta 21-23,9.00
59677,22399,Chave de Bocas 6-7,9.00
59677,22897,Chave de Fenda p/ Parafusos 8x175(Grande),9.00
59677,22889,Alicate Freios Int. Pontas Direitas 175 mm,6.00
59677,5088,Chave de Luneta 30-32,9.00
59677,22403,Chave de Bocas 12-13,9.00
59677,23578,Fita Métrica 5 Metros,3.00
59677,22895,"Chave de Fenda p/ Parafusos 5,5x100(Pequena)",6.00
59677,5178,Chave de Bocas 30-32,9.00
59677,22406,Chave de Bocas 16-17,9.00
59677,23780,Tesoura para Cortar Chapa,9.00
59677,23483,Chave de Estrelas Philips PH2 150x265 (médias),9.00
59677,16913,Aloquete/Cadeado metálico 30mm,9.00
59677,22409,Chave de Bocas 21-23,9.00
59677,23796,Paquímetro Inox 0-155 mm,6.00
59677,23509,Martelo com Batente Redondo e Pena Esférica (Martelo Bola),9.00
59677,22404,Chave de Bocas 14-15,9.00
59677,23248,Jogo Chaves Sextavada Longas Umbrako 1.5 a 10 mm,9.00
59677,23803,Maço Plástico (martelo),9.00
59677,23570,Nível 400 mm,9.00
59677,22642,"Chave Ajustável 12"" (francesa / inglesa)",9.00
59677,23505,Alicate de Corte (150 a 200),9.00
59677,23822,Serrote de ferro(Serra),9.00
59677,23801,Compasso de pernas Int 200 mm,6.00
59677,22886,Riscador Tipo Caneta 150 mm,9.00
59677,23800,Compasso de bico 200 mm,3.00
59677,23832,Jogo Punções de Sacar Cavilhas de 2 a 8 mm,6.00
59677,24556,Chave de Bocas 8-9,9.00
59677,22893,Alicate de Pressão (125-250 mm),9.00
59677,24125,Alicate Ajustável 250mm(Bico de Pato),3.00
59677,24201,Lima Meia Cana Murça com cabo,9.00
59677,24199,Limatão Redondo,9.00
59677,22896,"Chave de Fenda p/ Parafusos 6,5x150(Média)",9.00
59677,24350,Fio de Prumo completo,3.00
59677,24908,Escopro/Talhadeira 25x220mm (Grande),9.00
59677,24385,Esquadros médios (até 400mm),9.00
59677,23481,"Jogo Chaves Sextavada Longas Umbrako 1/16"" a 3/8""",6.00
59677,23484,Chave de Estrelas Philips PH3 150x275 (grandes),3.00
59677,23500,Alicate Freios Ext. Pontas Direitas 125 mm,6.00
59677,23622,Alicate Universal  (175 - 200 mm),9.00
59677,23773,Apalpa Folgas 0.05 a 1 de 100mm,6.00
59677,23821,Rascador Triangular,6.00
59677,23831,Jogo Punções de Arrombar de 4 a 8 mm,6.00
59677,24117,Suta Simples 120-150mm,3.00
59677,24197,Punção de Bico,3.00
59677,24200,Lima paralela Murça com cabo,9.00
59677,27391,Cinta/Fita de Marcação de tubos (Esquadria),3.00
59348,16913,Aloquete/Cadeado metálico 30mm,1.00
59348,23570,Nível 400 mm,1.00
59348,19407,Fita Métrica 3 Metros,3.00
59348,23509,Martelo com Batente Redondo e Pena Esférica (Martelo Bola),1.00
59288,6406,Chicote 16 Amp. 5 Pinos - 16 Amp. 4 Pinos,1.00
59288,4580,Extensão 32 Amp. 5 Pinos,1.00
59288,24680,"Manilhas de 1""",2.00
59288,12525,Extensão 32 Amp. 4 Pinos,1.00
59288,24692,"Manilhas de 3/4""",2.00
