ID,NAME,SUBFAMILYID
58209,Retificadora diam. 125 mm,863
58210,Retificadora diam. 125 mm,863
58211,Retificadora diam. 230 mm,866
58212,Retificadora diam. 230 mm,866
58213,Retificadora diam. 230 mm,866
58214,Mangueira de ar,531
58215,Mangueira de ar,531
58216,Mangueira de ar,531
58217,Mangueira de ar,531
58218,Mangueira de ar,531
58219,Projetor LED,830
58220,Projetor LED,830
58231,Jogo de Chaves Aperto KM's (Gancho Duplo),1032
58253,Retificadora diam. 230 mm,866
58254,Retificadora diam. 230 mm,866
58255,Maçarico de corte (Lança de corte),774
58256,Maçarico de corte (Lança de corte),774
58257,Maçarico de corte (Lança de corte),774
58258,Extensão Tripla 220V - Perdido Contetor 22 27-12-2023,660
58259,Extensão Tripla 220V,660
58260,Extensão Tripla 220V,660
58267,Chicote 125 Amp. 5 Pinos - 63 Amp. 5 Pinos,961
58269,Retificadora diam. 125 mm,863
58270,Retificadora diam. 125 mm,863
58271,Retificadora diam. 125 mm,863
58272,Retificadora diam. 125 mm,863
58273,Extensão 63 Amp. 5 Pinos (54 metros),658
58274,Cinta Plana 1 Ton 1 Metro,809
58275,Cinta Plana 1 Ton 1 Metro,809
58276,Cinta Plana 1 Ton 1 Metro,809
58277,Cinta Plana 1 Ton 1 Metro,809
58278,Cinta Plana 1 Ton 1 Metro,809
58279,Cinta Plana 1 Ton 1 Metro,809
58280,Cinta Plana 1 Ton 1 Metro,809
58281,Cinta Plana 1 Ton 1 Metro,809
58282,Retificadora diam. 230 mm,866
58283,Retificadora diam. 230 mm,866
58284,Retificadora diam. 230 mm,866
58285,Retificadora diam. 230 mm,866
58286,Retificadora diam. 230 mm,866
58325,Extensão tripla 220V,660
58326,Extensão tripla 220V,660
58327,Extensão tripla 220V- Perdido Contentor 22,660
58328,Extensão Tripla 220V,660
58329,Saco de cordas 100M,1211
58340,Tocha MIG MAG Refrigerada,1022
58341,Tocha MIG MAG Refrigerada,1022
58342,Extensão 32 Amp. 4 Pinos,657
58343,Extensão 32 Amp. 4 Pinos,657
58344,Extensão 32 Amp. 4 Pinos,657
58373,Projetor LED,830
58374,Projetor LED,830
58375,Projetor LED,830
58376,Projetor LED,830
58377,Projetor LED,830
58378,Projetor LED,830
58402,Tocha TIG (Fronius),968
58405,Tocha TIG (Fronius),968
58406,Tocha TIG (Fronius),968
58435,Retificadora a bateria diam. 125 mm,863
58436,Berbequim a bateria,538
58437,Berbequim a bateria - Perdido Contentor 29,538
58438,Berbequim a bateria,538
58476,Retificadora diam. 125 mm,863
58477,Retificadora diam. 125 mm,863
58478,Retificadora diam. 125 mm,863
58480,Cinta Plana 10 Ton 5 Metros,817
58481,"Jogo Chaves Sextavada Longas Umbrako em T 1,5 a 10 mm",1612
58482,Retificadora diam. 125 mm,863
58483,Retificadora diam. 125 mm,863
58484,Retificadora a bateria diam. 125 mm,863
58494,Extensão Tripla 220V - Perdido CT27,660
58509,Calço Calibrado para Alinhamentos 200-005,1532
58510,Calço Calibrado para Alinhamentos 200-010,1532
58511,Calço Calibrado para Alinhamentos 200-020,1532
58512,Calço Calibrado para Alinhamentos 200-025,1532
58513,Calço Calibrado para Alinhamentos 200-040,1532
58514,Calço Calibrado para Alinhamentos 200-050,1532
58515,Calço Calibrado para Alinhamentos 200-070,1532
58516,Calço Calibrado para Alinhamentos 200-100,1532
58517,Calço Calibrado para Alinhamentos 200-200,1532
58541,Extensão 16 Amp. 4 Pinos,656
58542,Extensão 16 Amp. 4 Pinos,656
58543,Extensão 16 Amp. 4 Pinos,656
58544,Extensão Tripla 220V,660
58545,Extensão Tripla 220V,660
58546,Extensão Tripla 220V,660
58547,Extensão Tripla 220V,660
58548,Extensão Tripla 220V,660
58549,Extensão Tripla 220V,660
58550,Extensão Tripla 220V,660
58551,Extensão 32 Amp. 4 Pinos,657
58552,Cinta Plana 1 Ton 1 Metro,809
58553,Cinta Plana 1 Ton 1 Metro,809
58554,Cinta Plana 1 Ton 1 Metro,809
58555,Cinta Plana 1 Ton 1 Metro,809
58561,Cinta Plana 1 Ton 1 Metro,809
58562,Cinta Plana 1 Ton 1 Metro,809
58563,Cinta Plana 1 Ton 1 Metro,809
58564,Cinta Plana 1 Ton 1 Metro,809
58565,Cinta Plana 3 Ton 3 Metros,812
58566,Cinta Plana 2 Ton 2 Metros,811
58567,Cinta Plana 2 Ton 2 Metros,811
58568,Cinta Plana 2 Ton 2 Metros,811
58569,Cinta Plana 2 Ton 2 Metros,811
58570,Cinta Plana 2 Ton 2 Metros,811
58571,Cinta Plana 2 Ton 2 Metros,811
58572,Cinta Plana 2 Ton 2 Metros,811
58573,Cinta Plana 2 Ton 2 Metros,811
58576,Cinta Plana 1 Ton 1 Metro,809
58577,Cinta Plana 1 Ton 1 Metro,809
58578,Cinta Plana 1 Ton 1 Metro,809
58579,Cinta Plana 1 Ton 1 Metro,809
58580,Cinta Plana 1 Ton 1 Metro,809
58581,Cinta Plana 1 Ton 1 Metro,809
58582,Tocha TIG (Fronius),968
58583,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",943
58584,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",943
58585,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",943
58586,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",943
58587,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",943
58588,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",943
58589,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",943
58590,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",943
58591,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão) - PERDA CT46",943
58592,"Puxa 1,5 Ton (Diferencial Manual Alavanca / Camelão)",943
58593,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",946
58594,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",946
58595,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",946
58596,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",946
58597,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",946
58598,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",946
58599,"Aparafusadora de impacto a bateria 1/2""",940
58600,Cinta Plana 1 Ton 1 Metro- Perdido CT26 19/04/20223,809
58601,Cinta Plana 1 Ton 1 Metro,809
58602,Cinta Plana 1 Ton 1 Metro,809
58603,Cinta Plana 1 Ton 1 Metro,809
58604,Cinta Plana 1 Ton 1 Metro,809
58605,Cinta Plana 1 Ton 1 Metro,809
58606,Cinta Plana 1 Ton 1 Metro- Perdido CT26 19/04/20223,809
58607,Cinta Plana 1 Ton 1 Metro,809
58608,Cinta Plana 1 Ton 1 Metro,809
58643,Cinta Plana 1 Ton 1 Metro,809
58644,Cinta Plana 1 Ton 1 Metro,809
58645,Cinta Plana 1 Ton 1 Metro,809
58646,Cinta Plana 1 Ton 1 Metro,809
58647,Cinta Plana 1 Ton 1 Metro,809
58648,Cinta Plana 1 Ton 1 Metro,809
58649,Cinta Plana 2 Ton 1.5 Metros,811
58650,Cinta Plana 10 Ton 5 Metros,817
58695,Manómetro para teste hidrostático,1014
58696,Manómetro para teste hidrostático,1014
58697,Manómetro para teste hidrostático,1014
58700,Tenda,1614
58716,Chicote 63 Amp. 4 Pinos - 32 Amp. 4 Pinos,959
58741,Extensão de Alicate - Perdido Contentor 12,965
58758,Comparador Analógico (10mm),607
58759,Comparador Analógico (10mm),607
58767,Cinta Plana 2 Ton 2 Metros,811
58768,Cinta Plana 2 Ton 2 Metros,811
58781,Cinta Plana 2 Ton 2 Metros,811
58783,Cinta Plana 2 Ton 2 Metros,811
58784,Cinta Plana 2 Ton 2 Metros,811
58785,Cinta Plana 2 Ton 2 Metros,811
58814,"Jogo de Chaves de Caixa 1/2"" com roquete",708
58815,"Jogo de Chaves de Caixa 1/2"" com roquete",708
58831,Retificadora a bateria diam. 125 mm,863
58871,Cavalete com rodas,580
58872,Cavalete com rodas,580
58885,Jiboia Lincoln,1117
58886,Máquina de lavagem de água fria,742
58890,Mangueira de Ar,531
58893,Retificadora diam. 125 mm,863
58894,Pistola de Ponteiros / Sagui de Ponteiros,1114
58903,Projetor LED a bateria,801
58905,Tocha de plasma (Lincoln),1191
58994,Máscara de soldar ventilada,1347
59026,Roletes MIG Fio Fluxado (par),1324
59027,Conector Macho CEE 16A 4P - Fêmea Tripla 16A 4P (IP44/IP66)(Pés de Galinha),1434
59028,Conector Macho CEE 16A 5P - Fêmea Tripla 16A 5P (IP44/IP66)(Pés de Galinha),1434
59029,Conector Macho CEE 32A 3P - Fêmea Tripla 32A 3P (IP44/IP66)(Pés de Galinha),1434
59030,Conector Macho CEE 32A 4P - Fêmea Tripla 32A 4P (IP44/IP66)(Pés de Galinha),1434
59031,Conector Macho CEE 32A 5P - Fêmea Tripla 32A 5P (IP44/IP66)(Pés de Galinha),1434
59032,Máquina soldar tubo PEAD Topo a Topo até 500mm,988
59033,Extensão 32 Amp. 5 Pinos,657
59042,Arnês de Segurança,533
59043,Arnês de Segurança,533
59044,Arnês de Segurança,533
59045,Arnês de Segurança,533
59046,Arnês de Segurança,533
59047,Arnês de Segurança,533
59048,Arnês de Segurança,533
59049,Arnês de Segurança,533
59050,Arnês de Segurança,533
59051,Arnês de Segurança,533
59052,Antiqueda com chicote em V com amortecedor/absorvedor,626
59053,Antiqueda com chicote em V com amortecedor/absorvedor,626
59054,Antiqueda com chicote em V com amortecedor/absorvedor,626
59055,Antiqueda com chicote em V com amortecedor/absorvedor,626
59056,Antiqueda com chicote em V com amortecedor/absorvedor,626
59057,Antiqueda com chicote em V com amortecedor/absorvedor,626
59058,Antiqueda com chicote em V com amortecedor/absorvedor,626
59059,Antiqueda com chicote em V com amortecedor/absorvedor,626
59060,Antiqueda com chicote em V com amortecedor/absorvedor,626
59061,Antiqueda com chicote em V com amortecedor/absorvedor,626
59062,Tocha TIG (Fronius),968
59063,"Garra apanha tubos 1"" - 2.5""",1023
59064,Tocha MIG MAG Refrigerada,1022
59065,Tocha MIG MAG Refrigerada,1022
59066,Tocha MIG MAG Refrigerada,1022
59073,Vidro transparente p/ máscara medidas especiais,923
59097,"Jogo de Chaves de Caixa 3/4"" com roquete",707
59100,Martelo Pneumático (guilho),758
59102,Manómetro para teste hidráulico (0-40bar),1014
59126,Maçarico de corte (Lança de corte),774
59151,"Aparafusadora de Impacto a bateria 3/4""",940
59152,"Aparafusadora de Impacto a bateria 3/4""",940
59154,Caixa de Ferramenta Serralheiro,875
59162,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",946
59163,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",946
59220,Cinta Plana 1 Ton 2 Metros,809
59221,Cinta Plana 1 Ton 2 Metros,809
59222,Cinta Plana 1 Ton 2 Metros (fina),809
59223,Cinta Plana 2 Ton 1 Metros,811
59224,Cinta Plana 2 Ton 1 Metros,811
59225,Cinta Plana 2 Ton 1 Metros,811
59226,Cinta Plana 2 Ton 2 Metros- Perdido CT26 19/04/20223,811
59227,Cinta Plana 2 Ton 2 Metros,811
59228,Cinta Plana 2 Ton 2 Metros,811
59229,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",946
59230,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão) - PERDA CT46",946
59266,Tocha MIG MAG,1022
59324,Cinta Plana 2 Ton 2 Metros,811
59325,Cinta Plana 2 Ton 2 Metros,811
59326,Cinta Plana 2 Ton 2 Metros,811
59327,Cinta Plana 2 Ton 2 Metros,811
59443,Cinta Plana 1 Ton 1 Metro,809
59444,Cinta Plana 1 Ton 1 Metro,809
59445,Cinta Plana 1 Ton 1 Metro,809
59446,Cinta Plana 1 Ton 1 Metro,809
59447,Serrote Corte a Frio,1615
59448,Cinta Plana 1 Ton 1 Metro,809
59449,Cinta Plana 1 Ton 1 Metro,809
59450,Cinta Plana 1 Ton 1 Metro,809
59451,Cinta Plana 1 Ton 1 Metro,809
59452,Cinta Plana 1 Ton 1 Metro,809
59453,Cinta Plana 1 Ton 1 Metro,809
59454,Cinta Plana 1 Ton 1 Metro,809
59455,Cinta Plana 1 Ton 1 Metro,809
59456,Cinta Plana 1 Ton 1 Metro,809
59458,Cinta Plana 1 Ton 1 Metro,809
59459,Cinta Plana 1 Ton 1 Metro,809
59460,"Cinta Plana 1 Ton 1,5 Metros(FINA)",809
59461,"Cinta Plana 1 Ton 1,5 Metros(FINA)",809
59462,"Cinta Plana 1 Ton 1,5 Metros(FINA)",809
59463,"Cinta Plana 1 Ton 1,5 Metros(FINA)",809
59464,Cinta Plana 2 Ton 2 Metros,811
59465,Cinta Plana 2 Ton 2 Metros,811
59466,Cinta Plana 2 Ton 2 Metros,811
59467,Cinta Plana 2 Ton 2 Metros,811
59510,Cinta Plana 1 Ton 1 Metro,809
59511,Cinta Plana 1 Ton 1 Metro,809
59512,Cinta Plana 1 Ton 1 Metro,809
59513,Cinta Plana 1 Ton 1 Metro - Perdido Contentor 27,809
59514,Cinta Plana 1 Ton 1 Metro,809
59515,Cinta Plana 1 Ton 1 Metro,809
59516,"Cinta Plana 1 Ton 1,5 Metros(FINA)",809
59517,"Cinta Plana 1 Ton 1,5 Metros(FINA)",809
59518,"Cinta Plana 1 Ton 1,5 Metros(FINA)",809
59519,"Cinta Plana 1 Ton 1,5 Metros(FINA)",809
59520,"Cinta Plana 1 Ton 1,5 Metros(FINA)",809
59521,"Cinta Plana 1 Ton 1,5 Metros(FINA)",809
59522,"Cinta Plana 1 Ton 1,5 Metros(FINA)",809
59523,"Cinta Plana 1 Ton 1,5 Metros(FINA)",809
59524,"Cinta Plana 1 Ton 1,5 Metros(FINA)",809
59525,"Cinta Plana 1 Ton 1,5 Metros(FINA)",809
59526,"Cinta Plana 1 Ton 1,5 Metros(FINA)",809
59534,"Chave Dinamométrica 300 Nm - 1500 Nm 1""",1101
59535,Projetor LED,801
59536,Projetor LED,801
59546,Guincho Eléctrico 800 KG,699
59547,Guincho Eléctrico 800 KG,699
59548,Lança dar calor 1.5M,734
59585,Extensão Tripla 220V,660
59586,Analisador Gás H2S,1553
59590,Analisador Gás H2S,1553
59591,Analisador Gás H2S,1553
59592,Analisador Gás H2S,1553
59593,Analisador Gás H2S,1553
59594,Analisador Gás H2S,1553
59595,Analisador Gás H2S,1553
59596,Analisador Gás H2S,1553
59597,Analisador Gás H2S,1553
59598,Analisador Gás H2S,1553
59640,Cinta Plana 4 Ton 2 Metros,813
59682,Chave Sextavada Umbrako 13 mm,917
59691,Cinta Plana 2 Ton 2 Metros,811
59692,Cinta Plana 2 Ton 2 Metros,811
59698,"Cinta Plana 1 Ton 1,5 Metros",809
59699,Cinta Plana 2 Ton 1 Metro,811
59700,Cinta Plana 2 Ton 1 Metro,811
59707,Cinta Plana 2 Ton 1 Metro,811
59708,Cinta Plana 2 Ton 1 Metro,811
59709,Cinta Plana 2 Ton 1 Metro,811
59710,Cinta Plana 2 Ton 1 Metro,811
59711,Cinta Plana 2 Ton 1 Metro,811
59712,Cinta Plana 2 Ton 1 Metro,811
59715,Cinta Plana 2 Ton 1 Metro,811
59716,Cinta Plana 2 Ton 1 Metro,811
59717,Cinta Plana 2 Ton 1 Metro,811
59718,Cinta Plana 2 Ton 1 Metro,811
59719,Cinta Plana 2 Ton 1 Metro,811
59720,Cinta Plana 2 Ton 1 Metro- Perdido CT26 19/04/20223,811
59721,Cinta Plana 2 Ton 2 Metros,811
59722,Cinta Plana 2 Ton 2 Metros,811
59723,Cinta Plana 2 Ton 2 Metros,811
59724,Mangueira de Oxicorte,770
59725,Mangueira de Oxicorte,770
59726,Mangueira de Oxicorte,770
59772,Caixa de Ferramenta Serralheiro,875
59773,Rebolo (retificadora direta)- Serhii Manko,843
59774,Arnês de Segurança,533
59779,Chave Sextavada Umbrako 32 mm,919
59871,Máquina de lavagem de água quente,746
59872,Cinta Plana 2 Ton 2 Metros,811
59893,Cilindro Hidráulico 25 Ton,591
59894,Arnês de Segurança,533
59895,Antiqueda com chicote em V com amortecedor/absorvedor,626
59951,Baú de Arrumação - Willians Marques Dos Santos,1005
59959,Broca SDS-MAX 25x500mm,873
59960,Broca SDS-MAX 26x500mm,873
59961,Tocha TIG (Fronius),968
59962,Tocha TIG (Fronius),968
60115,União reforçada,1501
60116,Placa União,1501
60125,Extensão Tripla 220V,660
60179,"Aparafusadora de Impacto a bateria 3/4""",940
60184,Jogo de Machos e Caçonetes M3 - M20,711
60236,Broca de Inox HSS-CO 13mm,551
60237,Broca de Inox HSS-CO 12mm,551
60238,Tocha MIG MAG Refrigerada,1022
60239,Tocha MIG MAG (não refrigerada),1022
60240,Tocha MIG MAG Refrigerada,1022
60241,Broca Caroteadora menores que 100mm,1616
60242,Projetor LED 200W,830
60243,Chicote CEE - Schuko Triplo,956
60285,Cilindro Hidráulico furado 20 Ton,689
60319,Extensão Tripla 220V,660
60322,Cilindro Hidráulico Compacto 50 Ton,589
60436,"Container Spreader (Suporte Elevação Contentores 20"")",1617
60437,"Aparafusadora de Impacto a bateria 3/4""",940
60438,"Aparafusadora de Impacto a bateria 3/4""",940
60439,Extensão Tripla 220V,660
60455,Mangueira de Oxicorte,770
60458,Conector Macho CEE 3P 16A (IP44/IP66) Trifásico,1434
60471,Conector Macho CEE 3P 32A (IP44/IP66) Trifásico,1434
60502,Cinta Plana 4 Ton 2 Metros,813
60503,Cinta Plana 4 Ton 2 Metros,813
60504,Chicote 63 Amp. 4 Pinos - 32 Amp. 4 Pinos,959
60519,Retificadora diam. 230 mm,866
60596,"Chave Dinamométrica 20-120 Nm 1/2""",1099
60597,"Chave Dinamométrica 40-200 Nm 1/2""",1099
60612,"Chave Dinamométrica  800 Nm 3/4""",1100
60613,"Chave Dinamométrica 600 Nm 3/4""",1100
60646,Fio de Soldar THERO F-EHCr 65  1.6mm,1476
60654,Extensão Tripla 220V,660
60655,Extensão Tripla 220V,660
60730,Carrinho com maçarico de Oxicorte para chapa,619
60731,Serra-Sabre,884
60732,"Chave Dinamométrica 60 - 340 Nm 1/2""",1099
60733,"Chave Dinamométrica 60 - 340 Nm 1/2""",1099
60737,Cinta Plana 2 Ton 2 Metros,811
60738,Cinta Plana 2 Ton 2 Metros,811
60739,Cinta Plana 2 Ton 2 Metros,811
60740,Cinta Plana 2 Ton 2 Metros,811
60741,Cinta Plana 2 Ton 2 Metros,811
60742,Cinta Plana 2 Ton 2 Metros,811
60743,Cinta Plana 2 Ton 2 Metros,811
60747,Cinta Plana 2 Ton 2 Metros,811
60748,Cinta Plana 2 Ton 2 Metros,811
60749,Cinta Plana 2 Ton 2 Metros,811
60750,Cinta Plana 2 Ton 2 Metros,811
60751,Cinta Plana 2 Ton 2 Metros- Perdido CT26 19/04/20223,811
60752,Cinta Plana 2 Ton 2 Metros,811
60753,Cinta Plana 2 Ton 2 Metros,811
60754,Cinta Plana 2 Ton 2 Metros,811
60755,Cinta Plana 2 Ton 2 Metros - Perdido Contentor 30,811
60756,Cinta Plana 2 Ton 2 Metros,811
60757,Cinta Plana 2 Ton 2 Metros,811
60758,Cinta Plana 2 Ton 2 Metros,811
60759,Cinta Plana 2 Ton 1.5 Metros,811
60760,Cinta Plana 2 Ton 1.5 Metros,811
60761,Cinta Plana 2 Ton 1.5 Metros,811
60762,Cinta Plana 2 Ton 1.5 Metros,811
60763,Cinta Plana 2 Ton 1.5 Metros,811
60764,Cinta Plana 2 Ton 1.5 Metros,811
60765,Cinta Plana 2 Ton 1.5 Metros,811
60766,Cinta Plana 2 Ton 1.5 Metros,811
60767,Cinta Plana 2 Ton 1.5 Metros,811
60768,Cinta Plana 2 Ton 1.5 Metros,811
60769,Cinta Plana 2 Ton 1.5 Metros - Perdido CT11 24/04/2023,811
60770,Cinta Plana 2 Ton 1.5 Metros,811
60771,Cinta Plana 2 Ton 1.5 Metros,811
60772,Cinta Plana 2 Ton 1.5 Metros,811
60773,Cinta Plana 2 Ton 1.5 Metros,811
60774,Cinta Plana 2 Ton 1.5 Metros,811
60775,Cinta Plana 2 Ton 1.5 Metros,811
60776,Retificadora diam. 230 mm (sistema homem morto),866
60777,Retificadora diam. 230 mm,866
60778,Cinta Plana 2 Ton 1 Metro_Perdido CT12_230074-25/05/2023,811
60779,Cinta Plana 2 Ton 1 Metro,811
60780,Cinta Plana 2 Ton 1 Metro,811
60781,Cinta Plana 2 Ton 1 Metro,811
60782,Cinta Plana 2 Ton 1 Metro,811
60783,Cinta Plana 2 Ton 1 Metro,811
60784,Cinta Plana 2 Ton 1 Metro - Cortada na obra 22.0377,811
60785,Cinta Plana 2 Ton 1 Metro,811
60786,Cinta Plana 2 Ton 1 Metro,811
60787,Cinta Plana 2 Ton 1 Metro,811
60789,"Cinta Plana 1 Ton 1,5 Metros",809
60829,Tocha MIG MAG Refrigerada,1022
60830,Tocha MIG MAG Refrigerada,1022
60831,Tocha MIG MAG (não refrigerada),1022
60832,Tocha MIG MAG (não refrigerada),1022
60892,"Chave Dinamométrica 1000 Nm 3/4""",1101
60895,Extensão Tripla 220V,660
60896,Antiqueda com chicote em V com amortecedor/absorvedor,626
60897,Antiqueda com chicote em V com amortecedor/absorvedor,626
60898,Antiqueda com chicote em V com amortecedor/absorvedor,626
60899,Antiqueda com chicote em V com amortecedor/absorvedor,626
60900,Antiqueda com chicote em V com amortecedor/absorvedor,626
60901,Antiqueda com chicote em V com amortecedor/absorvedor,626
60902,Antiqueda com chicote em V com amortecedor/absorvedor,626
60903,Antiqueda com chicote em V com amortecedor/absorvedor,626
60904,Antiqueda com chicote em V com amortecedor/absorvedor,626
60905,Antiqueda com chicote em V com amortecedor/absorvedor,626
60906,Antiqueda com chicote em V com amortecedor/absorvedor,626
60907,Antiqueda com chicote em V com amortecedor/absorvedor,626
60908,Antiqueda com chicote em V com amortecedor/absorvedor,626
60909,Antiqueda com chicote em V com amortecedor/absorvedor,626
60910,Antiqueda com chicote em V com amortecedor/absorvedor,626
60911,Antiqueda com chicote em V com amortecedor/absorvedor,626
60912,Antiqueda com chicote em V com amortecedor/absorvedor,626
60913,Antiqueda com chicote em V com amortecedor/absorvedor,626
60914,Antiqueda com chicote em V com amortecedor/absorvedor,626
60915,Antiqueda com chicote em V com amortecedor/absorvedor,626
60917,Lança dar calor (oxi-acetileno),734
60918,Lança dar calor (oxi-propano),734
60919,Lança dar calor (oxi-propano),734
60920,Balão Obturador,1618
60921,Balão Obturador,1618
60927,Arnês de Segurança,533
60930,Arnês de Segurança,533
60931,Arnês de Segurança,533
60932,Arnês de Segurança,533
60933,Arnês de Segurança,533
60934,Arnês de Segurança,533
60935,Arnês de Segurança,533
60936,Arnês de Segurança,533
60937,Arnês de Segurança,533
60938,Arnês de Segurança,533
60939,Arnês de Segurança,533
60940,Arnês de Segurança,533
60941,Arnês de Segurança,533
60942,Arnês de Segurança,533
60943,Arnês de Segurança,533
60944,Arnês de Segurança,533
60945,Arnês de Segurança,533
60946,Arnês de Segurança,533
60947,Arnês de Segurança XXL,533
60948,Arnês de Segurança XXL,533
60949,Tocha TIG,968
60957,Arnês de Segurança,533
60959,"Garra apanha tubos 1"" - 2.5""",1023
60960,"Garra apanha tubos 1"" - 2.5""",1023
60985,Retificadora diam. 230 mm,866
61079,Projetor LED com bateria,801
61080,Lápis térmico 200ºC,1619
61086,Rolo Fita para máquina cintar,1620
61089,Fivelas(grampos) para máquina cintar,1620
61092,Máquina Cintar (Metálica),1567
61097,Lápis térmico 350ºC - NÃO USAR,1619
61125,Tocha TIG (Kemppi),968
61130,Luva resistência calor,1621
61134,Carro ferramentas 7 gavetas,749
61180,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",946
61181,Monorail (carrinho de vigas),772
61189,"Jogo chaves impacto curtas/longas 1/2"" ( 8 à 32mm)",1017
61195,Cinta Plana 1 Ton 1 Metro,809
61196,Cinta Plana 1 Ton 1 Metro,809
61197,Cinta Plana 1 Ton 1 Metro,809
61198,Cinta Plana 1 Ton 1 Metro,809
61199,Cinta Plana 1 Ton 1 Metro,809
61200,Cinta Plana 1 Ton 1 Metro,809
61201,Cinta Plana 1 Ton 1 Metro,809
61205,Tocha TIG (Kemppi),968
61206,Tocha TIG (Kemppi),968
61207,Tocha TIG (Kemppi),968
61208,Tocha TIG (Kemppi),968
61209,Aparelho de soldar TIG,904
61210,Aparelho de soldar TIG,904
61211,Aparelho de soldar TIG,904
61212,Aparelho de soldar TIG,904
61213,Carro Mão roda com ar 85 lts,749
61214,Cinta Redonda 4 Ton 3 Metros,849
61215,Cinta Redonda 4 Ton 3 Metros,849
61216,Cinta Redonda 4 Ton 3 Metros,849
61217,Cinta Plana 4 Ton 6 Metros,813
61218,Cinta Plana 4 Ton 6 Metros,813
61219,"Jogo chaves impacto curtas/longas 1/2"" ( 8 à 32mm)",1017
61239,Berbequim a bateria,538
61240,Chicote CEE - Schuko Triplo,956
61241,Berbequim de Pedra - Perdido CT26 19/04/20223,804
61260,Calibrador de Temperatura,1010
61261,Berbequim pedra / ferro,599
61276,Gerador a diesel,1131
61277,Rectificadora diam. 180mm,864
61278,Rectificadora diam. 180mm,864
61284,Rectificadora diam. 180mm,864
61285,Rectificadora diam. 180mm,864
61286,Rectificadora diam. 180mm,864
61287,Rectificadora diam. 180mm,864
61288,Rectificadora diam. 180mm,864
61289,Rectificadora diam. 180mm,864
61290,Rectificadora diam. 180mm,864
61291,Rectificadora diam. 180mm,864
61292,Projetor LED a bateria,801
61293,Projetor LED a bateria,801
61294,Projetor LED a bateria,801
61295,Projetor LED,830
61296,Tocha MIG MAG (não refrigerada),964
61297,Projetor LED,830
61298,Projetor LED,830
61299,Projetor LED,830
61300,Projetor LED,830
61301,Projetor LED,830
61302,Projetor LED,830
61303,Projetor LED,830
61330,"Diferencial de 1,5 Ton",949
61331,"Diferencial de 1,5 Ton",949
61332,"Diferencial de 1,5 Ton",949
61333,"Diferencial de 1,5 Ton",949
61334,"Diferencial de 1,5 Ton",949
61335,Retificadora diam. 125 mm (sistema homem morto),863
61336,Retificadora diam. 125 mm (sistema homem morto),863
61337,Berbequim de pedra (SDS MAX),804
61339,Chave Hidráulica de Torque 10.780Nm,979
61340,Aparelho de soldar TIG,904
61341,Aparelho de soldar TIG,904
61342,Tocha TIG (ESAB),968
61343,Tocha TIG (ESAB),968
61344,Berbequim a bateria,538
61345,Berbequim a bateria,538
61346,Berbequim a bateria,538
61347,Jogo de Machos e Caçonetes M3 - M20,711
61350,Cinta Plana 2 Ton 3 Metros,811
61351,Cinta Plana 2 Ton 3 Metros,811
61352,Cinta Plana 2 Ton 3 Metros,811
61353,Cinta Plana 2 Ton 3 Metros,811
61354,Cinta Plana 1 Ton 2 Metros,809
61355,Cinta Plana 1 Ton 2 Metros,809
61356,Cinta Plana 1 Ton 2 Metros,809
61357,Cinta Plana 1 Ton 2 Metros,809
61367,Casaco de trabalho tam. 64,1075
61368,Sweat cardada tam. 64,1081
61369,Cinta Plana 1 Ton 3 Metros,809
61370,Nível Laser,790
61371,Tripé em alumínio com elevador,1065
61372,Aparelho de soldar TIG,904
61373,Aparelho de soldar TIG,904
61374,Tocha TIG (ESAB),968
61375,Tocha TIG (ESAB),968
61376,Máquina Soldar Termopar,1622
61377,Gravador de 12 Pontos(Registos Térmicos),1623
61378,Gravador de 12 Pontos(Registos Térmicos),1623
61383,Linha de vida (horizontal),727
61384,Linha de vida (horizontal),727
61385,"Jogo chaves impacto longas 3/4""",1016
61386,Escada de 2 metros 2 lances (degrau quadrado 4+4),649
61387,"Chave multiplicadora torque 1/2""-3/4""",634
61396,Caixa de Ferramenta Mecânico,759
61397,Chicote CEE - Schuko Triplo,956
