ID,NAME,SUBFAMILYID
117555,Projetor LED a bateria,801
117556,Projetor LED a bateria,801
117557,Projetor LED a bateria,801
117558,Projetor LED a bateria,801
117559,Nível Ótico 32X,788
117560,Tripé com Elevador,1065
117561,"Aparafusadora de impacto 1""",940
117562,Extensão de Alicate,965
117563,CALIBRE 150MM,2181
117564,MORDAZA GRIP,2181
117565,MARTILLO BOLA M/FIBRA,2181
117566,MARTILLO NYLON M/MADERA,2181
117567,NIVEL MAGNETICO,2181
117568,LLAVE ESTRELLA ACODADA 6-7,2181
117569,LLAVE ESTRELLA ACODADA 8-9,2181
117570,JUEGO LLAVES ALLEN BOLA,2181
117571,Alcaiata Macho M16 (Olhal de Suspensão),521
117572,Alcaiata Macho M16 (Olhal de Suspensão),521
117573,Alcaiata Macho M20 (Olhal de Suspensão),521
117574,Alcaiata Macho M20 (Olhal de Suspensão),521
117575,Alcaiata Macho M22 (Olhal de Suspensão),521
117576,Alcaiata Macho M22 (Olhal de Suspensão),521
117577,Alcaiata fêmea M12 (Olhal de Suspensão),519
117578,Alcaiata fêmea M16 (Olhal de Suspensão),519
117579,"Manilha 3/4""",1000
117580,"Manilha de 7/8""",999
117581,Roldana Pro Traxion,2051
117582,"Jogo de Chaves de Caixa 1/2""",1017
117583,Roldana Pro Traxion,2051
117584,Roller Coaster,2087
117585,Roller Coaster,2087
117586,Roller Coaster,2087
117587,Roller Coaster,2087
117588,Grillon,1817
117589,Cilindro Hidráulico furado 20 Ton,689
117590,Extensão 32 Amp. 5 Pinos,657
117591,Grillon,1817
117592,Extensão 32 Amp. 5 Pinos,657
117593,Sorber Axess,1801
117594,Sorber Axess,1801
117595,Extensão Tripla 220V,660
117596,Extensão Tripla 220V,660
117597,sorber 40,1801
117598,sorber 40,1801
117599,Chicote 125 Amp. 5 Pinos - 63 Amp. 4 Pinos (com disjuntor de proteção 63 Amp.),961
117600,Mangueira de Ar,531
117601,Mangueira de Ar,531
117602,"Jogo de Chaves de Caixa 1/2""",1017
117603,"Jogo de Chaves de Caixa 1/2""",1017
117604,Projetor LED,830
117605,Projetor LED,830
117606,Tocha TIG (ESAB),968
117607,Chave Dinamométrica 140 - 700 Nm,2176
117608,"Chave Dinamométrica 20-120 Nm 1/2""",2176
117609,"Chave Dinamométrica 40-200 Nm 1/2""",2176
117610,"Chave Dinamométrica 60 - 340 Nm 1/2""",2176
117611,"Chave Dinamométrica 40-210Nm 1/2""",2176
117612,Pistola de Ponteiros / Sagui de Ponteiros,1114
117613,"Jogo de Chaves de Caixa 1""",1015
117614,"Jogo de Chaves de Caixa 3/4""",1016
117615,"Jogo de Chaves de Caixa 3/4""",1016
117616,"Jogo Chaves Impacto Curtas 3/4""",1016
117617,"Jogo Chaves Impacto Curtas 3/4""",1016
117618,"Jogo Chaves Impacto Curtas 3/4""",1016
117619,"Jogo Chaves Impacto Curtas 3/4""",1016
117620,"Jogo Chaves Impacto Curtas 3/4""",1016
117621,"Jogo Chaves Impacto Curtas 3/4""",1016
117622,"Jogo Chaves Impacto Curtas 3/4""",1016
117623,"Jogo Chaves Impacto Longas 3/4""",1016
117624,ESCUADRA C/SOMBRERO 250X160,2181
117625,FLEXOMETRO 3M.,2181
117626,COMPAS PLANO DE PUNTAS 200MM,2181
117627,LLAVE FIJA 6-7,2181
117628,LLAVE FIJA 8-9,2181
117629,LLAVE FIJA 10-11,2181
117630,LLAVE FIJA 12-13,2181
117631,LLAVE FIJA 14-15,2181
117632,LLAVE FIJA 16-17,2181
117633,LLAVE FIJA 18-19,2181
117634,LLAVE FIJA 20-22,2181
117635,LLAVE FIJA 21-23,2181
117636,LLAVE FIJA 21-23,2181
117637,LLAVE FIJA 24-26,2181
117638,LLAVE FIJA 25-28,2181
117639,LLAVE FIJA 30-3,2181
117640,LLAVE ACODADA 10-11,2181
117641,LLAVE ACODADA 12-13,2181
117642,LLAVE ACODADA 14-15,2181
117643,LLAVE ACODADA 16-17,2181
117644,LLAVE ACODADA 18-19,2181
117645,LLAVE ACODADA 20-22,2181
117646,LLAVE ACODADA 21-23,2181
117647,LLAVE ACODADA 24-26,2181
117648,LLAVE ACODADA 25-28,2181
117649,LLAVE ACODADA 30-32,2181
117650,LIMA REDONDA,2181
117651,SIERRA ARCO,2181
117652,Extensão 32 Amp. 5 Pinos,657
117653,LIMA PLANA,2181
117654,Alicate universal,2181
117655,LLAVE INGLESA,2181
117656,LLAVE DE PERRO,2181
117657,CANDADO Z25,2181
117658,LIMA MEDIA CAÑA,2181
117659,Calibrador,2184
117660,Aparelho de soldar,527
117661,Aparelho de soldar,527
117662,Aparelho de soldar,527
117663,Aparelho de soldar,527
117664,Tocha de plasma (Lincoln),1191
117665,"Manilha de 7/8""",999
117666,"Manilha de 7/8""",999
117667,"Manilha de 7/8""",999
117668,"Manilha de 7/8"" - Perdido Contentor 12",999
117669,"Manilha de 7/8""",999
117670,"Manilha de 7/8""",999
117671,"Manilha de 7/8""",999
117672,"Manilha de 7/8""",999
117673,"Manilha de 5/8""",1001
117674,"Manilha de 5/8""",1001
117675,"Manilha de 5/8""",1001
117676,"Manilha de 5/8""",1001
117677,"Manilha de 5/8""",1001
117678,"Manilha de 1/2""",1002
117679,"Manilha de 1/2""",1002
117680,"Manilha de 3/8""",1831
117681,"Manilha de 3/8""",1831
117682,"Manilha de 3/8""",1831
117683,"Manilha de 3/8""",1831
117684,"Manilha de 3/8""",1831
117685,"Manilha de 3/8""",1831
117686,"Manilha de 3/8""",1831
117687,"Manilha de 3/8""",1831
117688,"Manilha de 3/8""",1831
117689,"Manilha de 3/8""",1831
117690,Pistola de Silicone,2205
117691,Tocha TIG,968
117692,"Chave Umbrako 5/64""",918
117693,Fieira Manual,2198
117694,Rebarbadora Bateria,2202
117695,Capacete Petzl,1810
117696,Capacete Petzl,1810
117697,Capacete Petzl,1810
117698,"Jogo de Chaves de Caixa 1""",1015
117699,"Jogo de Chaves de Caixa 3/4""",1016
117700,"Jogo de Chaves de Caixa 3/4""",1016
117701,"Manilha de 3/8""",1831
117702,"Manilha de 5/16""",2206
117703,"Manilha de 5/16""",2206
117704,"Manilha de 5/16""",2206
117705,"Manilha de 5/16""",2206
117706,"Manilha de 5/16""",2206
117707,"Manilha de 5/16""",2206
117708,"Manilha de 5/16""",2206
117709,"Manilha de 5/16""",2206
117710,"Manilha de 5/16""",2206
117711,"Manilha de 2""",1155
117712,"Manilha de 2""",1155
117713,Alcaiata macho M30 (Olhal de Suspensão),521
117714,Alcaiata macho M30 (Olhal de Suspensão),521
117715,Alcaiata macho M30 (Olhal de Suspensão),521
117716,Alcaiata macho M30 (Olhal de Suspensão),521
117717,Alcaiata macho M30 (Olhal de Suspensão),521
117718,Alcaiata macho M30 (Olhal de Suspensão),521
117719,Alcaiata macho M30 (Olhal de Suspensão),521
117720,Alcaiata macho M30 (Olhal de Suspensão),521
117721,Alcaiata macho M30 (Olhal de Suspensão),521
117722,Alcaiata macho M30 (Olhal de Suspensão),521
117723,Alcaiata macho M30 (Olhal de Suspensão),521
117724,Alcaiata macho M30 (Olhal de Suspensão),521
117725,Alcaiata macho M30 (Olhal de Suspensão),521
117726,Alcaiata macho M30 (Olhal de Suspensão),521
117727,Alcaiata macho M30 (Olhal de Suspensão),521
117728,Alcaiata macho M30 (Olhal de Suspensão),521
117729,Alcaiata macho M30 (Olhal de Suspensão),521
117730,Alcaiata macho M30 (Olhal de Suspensão),521
117731,Alcaiata macho M30 (Olhal de Suspensão),521
117732,Alcaiata macho M30 (Olhal de Suspensão),521
117733,Alcaiata macho M30 (Olhal de Suspensão),521
117734,Alcaiata macho M30 (Olhal de Suspensão),521
117735,Alcaiata macho M30 (Olhal de Suspensão),521
117736,Alcaiata macho M30 (Olhal de Suspensão),521
117737,Cinta Plana 1 Ton 1 Metro (Fina),809
117738,Cinta Plana 1 Ton 1 Metro (Fina),809
117739,Cinta Plana 1 Ton 1 Metro (Fina),809
117740,Cinta Plana 1 Ton 1 Metro (Fina),809
117741,Cinta Plana 1 Ton 1 Metro (Fina),809
117742,Cinta Plana 1 Ton 1 Metro (Fina),809
117743,Cinta Plana 1 Ton 1 Metro (Fina),809
117744,Cinta Plana 1 Ton 1 Metro (Fina),809
117745,Cinta Plana 1 Ton 1 Metro (Fina),809
117746,Cinta Plana 1 Ton 1 Metro (Fina),809
117747,Cinta Plana 1 Ton 1 Metro (Fina),809
117748,Cinta Plana 1 Ton 1 Metro (Fina),809
117749,Cinta Plana 1 Ton 1 Metro (Fina),809
117750,Cinta Plana 1 Ton 1 Metro (Fina),809
117751,Cinta Plana 1 Ton 1 Metro (Fina) - Perdido Contentor 22,809
117752,Cinta Plana 1 Ton 1 Metro (Fina),809
117753,Cinta Plana 1 Ton 1 Metro (Fina),809
117754,Cinta Plana 1 Ton 1 Metro (Fina),809
117755,Cinta Plana 1 Ton 1 Metro (Fina),809
117756,Cinta Plana 1 Ton 1 Metro (Fina),809
117757,Cinta Plana 3 Ton 3 Metros,812
117758,Cinta Plana 3 Ton 3 Metros,812
117759,Extrator / Ventilador de Ar,641
117760,Antiqueda com chicote em V com amortecedor/absorvedor,626
117761,Alicate de Arcair,964
117762,Capacete Petzl,1810
117763,Capacete Petzl,1810
117764,Capacete Petzl,1810
117765,Capacete Petzl,1810
117766,Projetor LED a bateria,801
117767,Projetor LED a bateria,801
117768,Holofote,2197
117769,Holofote,2197
117770,Maquina de Rebitar,2203
117771,Extensões,2194
117772,Quinadeira 2M,2199
117773,Fieira Manual,2198
117774,Bau de Ferramentas USAG S32,2185
117775,Contentor 4x2,2186
117776,Contentor 4x2,2186
117777,Extensões,2194
117778,Extensões,2194
117779,Holofote,2197
117780,Holofote,2197
117781,Alicate de Arcair,964
117782,Caixa de ferramenta eletricista,646
117783,Fieira Manual,2198
117784,Fieira Manual,2198
117785,Calandra,2200
117786,Chave de Segurança Universal,2208
117787,Cinta Plana 3 Ton 3 Metros,812
117788,Cinta Plana 3 Ton 3 Metros,812
117789,Cinta Plana 3 Ton 3 Metros,812
117790,Cinta Plana 3 Ton 3 Metros,812
117791,Cinta Plana 3 Ton 3 Metros,812
117792,Cinta Plana 3 Ton 3 Metros,812
117793,Cinta Plana 3 Ton 3 Metros,812
117794,Berbequim a bateria,804
117795,Cinta Plana 3 Ton 3 Metros,812
117796,Cinta Plana 3 Ton 3 Metros,812
117797,Cinta Plana 3 Ton 3 Metros,812
117798,HILO CHROMECORE M 410NiMo-G 1.2MM,2010
117799,Macho 1/2 Polegada,2209
117800,Calças 100% algodão com fitas refletoras,2210
117801,Camisola manga curta 100% algodão com fitas refletoras,2211
117802,Camisola manga comprida 100% algodão com fitas refletoras,2211
117803,"Camisola cardada 50% algodão, 50% poliester com fitas refletoras",2212
117804,Máscara de Soldar Ventilada,1347
117805,Chicote 63 Amp. 5 Pinos  - 32 Amp. 5 Pinos,959
117806,PLASMA HYPERTHERM 105 AUTOVOLT,1865
117807,FRESA HUECA 35 LARGA,2044
117808,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",946
117809,"Manilha de 1/2""",1002
117810,"Jogo de Chaves de Caixa 1/2""",1017
117811,"Manilha de 5/8""",1001
117812,"Manilha de 5/8""",1001
117813,Mangueira de Ar,531
117814,Jogo de Alicate de Rebitar Porcas,2213
117815,Conector Fêmea 2P 24V,1434
117816,8901W SPRAY LACA CONTRASTE ARDROX,1839
117817,CUELLO FLEXIBLE FRONIUS TTB 220P G F,1836
117818,AMOLADORA RECTA NEUMATICA YAIM YA-648,2120
117819,"DESTORNILLADOR VDE PLANO 1,2X6.5",2063
117820,Manómetro para teste hidráulico 0-60 bar,1014
117821,Manómetro para teste hidráulico 0-60 bar,1014
117822,Manómetro para teste hidráulico 0-16 bar,1014
117823,Manómetro para teste hidráulico 0-16 bar,1014
117824,Manómetro para teste hidráulico 0-16 bar,1014
117825,Manómetro para teste hidráulico 0-100 bar,1014
117826,Manómetro para teste hidráulico 0-100 bar,1014
117827,Pistola de Ponteiros / Sagui de Ponteiros,1114
117828,Doseador de Tinta,1250
117829,"Jogo de Chaves de Caixa 1""",1015
117830,Alcaiata Macho M27 (Olhal de Suspensão),521
117831,Alcaiata Macho M27 (Olhal de Suspensão),521
117832,Alcaiata Macho M27 (Olhal de Suspensão),521
117833,Alcaiata Macho M27 (Olhal de Suspensão),521
117834,Alcaiata Macho M27 (Olhal de Suspensão),521
117835,Alcaiata macho M30 (Olhal de Suspensão),521
117836,Alcaiata macho M24 (Olhal de Suspensão),521
117837,Alcaiata macho M24 (Olhal de Suspensão),521
117838,Alcaiata macho M24 (Olhal de Suspensão),521
117839,Alcaiata macho M24 (Olhal de Suspensão),521
117840,Alcaiata macho M24 (Olhal de Suspensão),521
117841,Alcaiata macho M24 (Olhal de Suspensão),521
117842,Alcaiata macho M24 (Olhal de Suspensão),521
117843,Alcaiata macho M24 (Olhal de Suspensão),521
117844,Alcaiata macho M24 (Olhal de Suspensão),521
117845,Alcaiata macho M24 (Olhal de Suspensão),521
117846,Alcaiata macho M24 (Olhal de Suspensão),521
117847,Alcaiata macho M24 (Olhal de Suspensão),521
117848,Alcaiata macho M24 (Olhal de Suspensão),521
117849,Alcaiata Macho M20 (Olhal de Suspensão),521
117850,Alcaiata Macho M20 (Olhal de Suspensão),521
117851,Alcaiata Macho M20 (Olhal de Suspensão),521
117852,Alcaiata Macho M20 (Olhal de Suspensão),521
117853,Alcaiata Macho M20 (Olhal de Suspensão),521
117854,Alcaiata Macho M20 (Olhal de Suspensão),521
117855,Alcaiata Macho M20 (Olhal de Suspensão),521
117856,Alcaiata Macho M20 (Olhal de Suspensão),521
117857,Alcaiata Macho M20 (Olhal de Suspensão),521
117858,Alcaiata Macho M20 (Olhal de Suspensão),521
117859,Alcaiata Macho M20 (Olhal de Suspensão),521
117860,Alcaiata Macho M20 (Olhal de Suspensão),521
117861,Alcaiata Macho M20 (Olhal de Suspensão),521
117862,Alcaiata Macho M20 (Olhal de Suspensão),521
117863,Alcaiata Macho M16 (Olhal de Suspensão),521
117864,Alcaiata Macho M16 (Olhal de Suspensão),521
117865,Alcaiata Macho M16 (Olhal de Suspensão),521
117866,Alcaiata Macho M16 (Olhal de Suspensão),521
117867,Alcaiata Macho M16 (Olhal de Suspensão),521
117868,Alcaiata Macho M16 (Olhal de Suspensão),521
117869,Alcaiata Macho M16 (Olhal de Suspensão),521
117870,Alcaiata Macho M16 (Olhal de Suspensão),521
117871,Alcaiata Macho M16 (Olhal de Suspensão),521
117872,Alcaiata Macho M16 (Olhal de Suspensão),521
117873,Alcaiata Macho M16 (Olhal de Suspensão),521
117874,Alcaiata Macho M16 (Olhal de Suspensão),521
117875,Alcaiata Macho M16 (Olhal de Suspensão),521
117876,Alcaiata Macho M16 (Olhal de Suspensão),521
117877,Alcaiata Macho M16 (Olhal de Suspensão),521
117878,Alcaiata Macho M16 (Olhal de Suspensão),521
117879,Alcaiata Macho M16 (Olhal de Suspensão),521
117880,Alcaiata Macho M16 (Olhal de Suspensão),521
117881,Alcaiata Macho M16 (Olhal de Suspensão),521
117882,Alcaiata Macho M16 (Olhal de Suspensão),521
117883,Alcaiata Macho M20 (Olhal de Suspensão),521
117884,Alcaiata Macho M20 (Olhal de Suspensão),521
117885,Alcaiata Macho M20 (Olhal de Suspensão),521
117886,Alcaiata macho M12 (Olhal de Suspensão),521
117887,Alcaiata macho M12 (Olhal de Suspensão),521
117888,Alcaiata macho M12 (Olhal de Suspensão),521
117889,Alcaiata macho M12 (Olhal de Suspensão),521
117890,Alcaiata macho M12 (Olhal de Suspensão),521
117891,Alcaiata macho M12 (Olhal de Suspensão),521
117892,Alcaiata macho M12 (Olhal de Suspensão),521
117893,Alcaiata macho M12 (Olhal de Suspensão),521
117894,Alcaiata macho M12 (Olhal de Suspensão),521
117895,Alcaiata macho M12 (Olhal de Suspensão),521
117896,Tripé para Espaços Confinados,2214
117897,Tripé para Espaços Confinados,2214
117898,GRAMIL C/RODILLO 200MM,1897
117899,Alcaiata macho M12 (Olhal de Suspensão),521
117900,Alcaiata macho M12 (Olhal de Suspensão),521
117901,Alcaiata macho M12 (Olhal de Suspensão),521
117902,Alcaiata macho M12 (Olhal de Suspensão),521
117903,Alcaiata macho M12 (Olhal de Suspensão),521
117904,Alcaiata macho M12 (Olhal de Suspensão),521
117905,Alcaiata macho M12 (Olhal de Suspensão),521
117906,Alcaiata macho M12 (Olhal de Suspensão),521
117907,Alcaiata macho M12 (Olhal de Suspensão),521
117908,Alcaiata macho M12 (Olhal de Suspensão),521
117909,Alcaiata macho M12 (Olhal de Suspensão),521
117910,Alcaiata macho M12 (Olhal de Suspensão),521
117911,Alcaiata macho M12 (Olhal de Suspensão),521
117912,Alcaiata macho M12 (Olhal de Suspensão),521
117913,Alcaiata macho M12 (Olhal de Suspensão),521
117914,Alcaiata macho M12 (Olhal de Suspensão),521
117915,Alcaiata macho M12 (Olhal de Suspensão),521
117916,Alcaiata macho M12 (Olhal de Suspensão),521
117917,Alcaiata macho M12 (Olhal de Suspensão),521
117918,Alcaiata macho M12 (Olhal de Suspensão),521
117919,Alcaiata macho M12 (Olhal de Suspensão),521
117920,Alcaiata macho M12 (Olhal de Suspensão),521
117921,Alcaiata macho M12 (Olhal de Suspensão),521
117922,Alcaiata macho M12 (Olhal de Suspensão),521
117923,Alcaiata macho M12 (Olhal de Suspensão),521
117924,Alcaiata macho M12 (Olhal de Suspensão),521
117925,Alcaiata macho M12 (Olhal de Suspensão),521
117926,Alcaiata macho M12 (Olhal de Suspensão),521
117927,Alcaiata macho M12 (Olhal de Suspensão),521
117928,Alcaiata macho M10 (Olhal de Suspensão),521
117929,Alcaiata macho M10 (Olhal de Suspensão),521
117930,Alcaiata macho M10 (Olhal de Suspensão),521
117931,Alcaiata macho M10 (Olhal de Suspensão),521
117932,Alcaiata macho M10 (Olhal de Suspensão),521
117933,Alcaiata macho M10 (Olhal de Suspensão),521
117934,Alcaiata macho M10 (Olhal de Suspensão),521
117935,Alcaiata macho M10 (Olhal de Suspensão),521
117936,Alcaiata macho M10 (Olhal de Suspensão),521
117937,Alcaiata macho M12 (Olhal de Suspensão),521
117938,Alcaiata macho M8 (Olhal de Suspensão),521
117939,Alcaiata macho M8 (Olhal de Suspensão),521
117940,Alcaiata macho M8 (Olhal de Suspensão),521
117941,Alcaiata macho M8 (Olhal de Suspensão),521
117942,Alcaiata macho M8 (Olhal de Suspensão),521
117943,Alcaiata macho M8 (Olhal de Suspensão),521
117944,Alcaiata macho M8 (Olhal de Suspensão),521
117945,Alcaiata macho M8 (Olhal de Suspensão),521
117946,Alcaiata macho M6 (Olhal de Suspensão),521
117947,Alcaiata macho M6 (Olhal de Suspensão),521
117948,Alcaiata macho M6 (Olhal de Suspensão),521
117949,Alcaiata macho M6 (Olhal de Suspensão),521
117950,Alcaiata macho M6 (Olhal de Suspensão),521
117951,Alcaiata macho M6 (Olhal de Suspensão),521
117952,Alcaiata macho M6 (Olhal de Suspensão),521
117953,Alcaiata macho M6 (Olhal de Suspensão),521
117954,Alcaiata macho M10 (Olhal de Suspensão),521
117955,Alcaiata macho M10 (Olhal de Suspensão),521
117956,Alcaiata macho M10 (Olhal de Suspensão),521
117957,Alcaiata macho M10 (Olhal de Suspensão),521
117958,Alcaiata macho M8 (Olhal de Suspensão),521
117959,Alcaiata macho M8 (Olhal de Suspensão),521
117960,Alcaiata macho M8 (Olhal de Suspensão),521
117961,Alcaiata macho M8 (Olhal de Suspensão),521
117962,Alcaiata Macho 1+1/4 (Olhal de Suspensão),521
117963,Alcaiata Macho 1+1/4 (Olhal de Suspensão),521
117964,Alcaiata Macho 1+1/4 (Olhal de Suspensão),521
117965,"Alcaiata Macho 7/8"" (Olhal de Suspensão)",521
117966,"Alcaiata Macho 7/8"" (Olhal de Suspensão)",521
117967,"Alcaiata Macho 7/8"" (Olhal de Suspensão)",521
117968,"Alcaiata Macho 3/4"" (Olhal de Suspensão)",521
117969,"Alcaiata Macho 3/4"" (Olhal de Suspensão)",521
117970,"Alcaiata Macho 3/4"" (Olhal de Suspensão)",521
117971,"Alcaiata Macho 3/4"" (Olhal de Suspensão)",521
117972,Detetor de Tensão,2215
117973,"Alcaiata Macho 3/4"" (Olhal de Suspensão)",521
117974,"Alcaiata Macho 3/4"" (Olhal de Suspensão)",521
117975,"Alcaiata Macho 3/4"" (Olhal de Suspensão)",521
117976,"Alcaiata Macho 3/4"" (Olhal de Suspensão)",521
117977,"Alcaiata Macho 3/4"" (Olhal de Suspensão)",521
117978,"Alcaiata Macho 3/4"" (Olhal de Suspensão)",521
117979,"Alcaiata Macho 3/4"" (Olhal de Suspensão)",521
117980,"Alcaiata Macho 3/4"" (Olhal de Suspensão)",521
117981,"Alcaiata Macho 1/2"" (Olhal de Suspensão)",521
117982,"Alcaiata Macho 1/2"" (Olhal de Suspensão)",521
117983,"Alcaiata Macho 1/2"" (Olhal de Suspensão)",521
117984,"Alcaiata Macho 1/2"" (Olhal de Suspensão)",521
117985,"Alcaiata Macho 1/2"" (Olhal de Suspensão)",521
117986,"Alcaiata Macho 1/2"" (Olhal de Suspensão)",521
117987,"Alcaiata Macho 1/2"" (Olhal de Suspensão)",521
117988,"Alcaiata Macho 1/2"" (Olhal de Suspensão)",521
117989,"Alcaiata Macho 1/2"" (Olhal de Suspensão)",521
117990,"Alcaiata Macho 1/2"" (Olhal de Suspensão)",521
117991,"Alcaiata Macho 1/2"" (Olhal de Suspensão)",521
117992,"Alcaiata Macho 1/2"" (Olhal de Suspensão)",521
117993,"Alcaiata Macho 1/2"" (Olhal de Suspensão)",521
117994,"Alcaiata Macho 1/2"" (Olhal de Suspensão)",521
117995,"Alcaiata Macho 1/2"" (Olhal de Suspensão)",521
117996,"Alcaiata Macho 1/2"" (Olhal de Suspensão)",521
117997,"Alcaiata Macho 1/2"" (Olhal de Suspensão)",521
117998,"Alcaiata Macho 1/2"" (Olhal de Suspensão)",521
117999,"Alcaiata Macho 1/2"" (Olhal de Suspensão)",521
118000,Alcaiata fêmea M36 (Olhal de Suspensão),519
118001,Alcaiata fêmea M36 (Olhal de Suspensão),519
118002,Alcaiata fêmea M30 (Olhal de Suspensão),519
118003,Alcaiata fêmea M30 (Olhal de Suspensão),519
118004,Alcaiata fêmea M30 (Olhal de Suspensão),519
118005,Alcaiata fêmea M30 (Olhal de Suspensão),519
118006,Alcaiata fêmea M30 (Olhal de Suspensão),519
118007,Alcaiata fêmea M30 (Olhal de Suspensão),519
118008,Alcaiata fêmea M30 (Olhal de Suspensão),519
118009,Alcaiata fêmea M30 (Olhal de Suspensão),519
118010,Alcaiata fêmea M30 (Olhal de Suspensão),519
118011,Alcaiata macho M30 (Olhal de Suspensão),521
118012,Alcaiata macho M30 (Olhal de Suspensão),521
118013,Alcaiata macho M30 (Olhal de Suspensão),521
118014,Alcaiata Macho M16 (Olhal de Suspensão),521
118015,Alcaiata Macho M16 (Olhal de Suspensão),521
118016,Cinta Plana 1 Ton 1 Metro (Fina),809
118017,GUANTE MECANICOS 48-919 ANSELL ROJO T-9,1851
118018,GUANTE MECANICOS 48-919 ANSELL ROJO T-10,1851
118019,Cinta Plana 1 Ton 1 Metro (Fina),809
118020,Cinta Plana 1 Ton 1 Metro (Fina),809
118021,GUANTE MECANICOS LUV1120BB AZUL T-9,1851
118022,GUANTE MECANICOS LUV1120BB AZUL T-10,1851
118023,Cinta Plana 1 Ton 1 Metro (Fina),809
118024,CAJA HERRAMIENTAS,1884
118025,Cinta Plana 1 Ton 1 Metro (Fina),809
118026,Cinta Plana 1 Ton 1 Metro (Fina),809
118027,Cinta Plana 1 Ton 2 Metros,809
118028,Cinta Plana 1 Ton 2 Metros,809
118029,Cinta Plana 1 Ton 2 Metros,809
118030,Cinta Plana 1 Ton 2 Metros,809
118031,Cinta Plana 1 Ton 2 Metros,809
118032,Cinta Plana 1 Ton 2 Metros,809
118033,FRONIUS TRANSTIG 1750 PULS,1867
118034,Contentor de Apoio Nº71 (Nuno Paula),621
118035,DIFERENCIAL 250KG.,2110
118036,DIFERENCIAL 250KG.,2110
118037,ALARGADERA TRIPLE,2111
118038,ALARGADERA TRIPLE,2111
118039,ALARGADERA TRIPLE,2111
118040,ALARGADERA TRIPLE,2111
118041,ALARGADERA TAMBOR 3X1.5 25M,1863
118042,ALARGADERA TAMBOR 3X1.5 25M,1863
118043,Macaco com fuso mecânico,2178
118044,ANTORCHA TIG,1920
118045,ALARGADERA TRIFASICA,1888
118046,ALARGADERA TRIFASICA,1888
118047,ALARGADERA TRIPLE,2111
118048,ALARGADERA TRIFASICA,1888
118049,FOCO LED A CABLE 50W,2091
118050,FOCO LED A CABLE 50W,2091
118051,FOCO LED A CABLE 50W,2091
118052,FOCO LED A CABLE 50W,2091
118053,Extensão Tripla 230V,660
118054,Extensão Tripla 230V,660
118055,Extensão Tripla 230V,660
118056,Extensão Tripla 230V,660
118057,Extensão Tripla 230V,660
118058,Extensão Tripla 230V,660
118059,Extensão Tripla 230V,660
118060,Extensão Tripla 230V,660
118061,Extensão Tripla 230V,660
118062,Extensão Tripla 220V,660
118063,Extensão Tripla 230V,660
118064,Extensão Tripla 230V,660
118065,Extensão Tripla 230V,660
118066,Extensão Tripla 230V,660
118067,Extensão Tripla 230V,660
118068,Extensão Tripla 230V,660
118069,Extensão Tripla 230V,660
118070,Extensão Tripla 230V,660
118071,Extensão Tripla 230V - Perdido Contentor 27,660
118072,Extensão Tripla 230V,660
118073,Antiqueda com chicote em V com amortecedor/absorvedor,626
118074,Antiqueda com chicote em V com amortecedor/absorvedor,626
118075,Antiqueda com chicote em V com amortecedor/absorvedor,626
118076,Antiqueda com chicote em V com amortecedor/absorvedor,626
118077,Antiqueda com chicote em V com amortecedor/absorvedor,626
118078,Antiqueda com chicote em V com amortecedor/absorvedor,626
118079,Antiqueda com chicote em V com amortecedor/absorvedor,626
118080,Antiqueda com chicote em V com amortecedor/absorvedor,626
118081,Antiqueda com chicote em V com amortecedor/absorvedor,626
118082,Antiqueda com chicote em V com amortecedor/absorvedor,626
118083,Antiqueda com chicote em V com amortecedor/absorvedor - Perdido Contentor 12,626
118084,Antiqueda com chicote em V com amortecedor/absorvedor,626
118085,Antiqueda com chicote em V com amortecedor/absorvedor,626
118086,Antiqueda com chicote em V com amortecedor/absorvedor,626
118087,Antiqueda com chicote em V com amortecedor/absorvedor,626
118088,Antiqueda com chicote em V com amortecedor/absorvedor,626
118089,Antiqueda com chicote em V com amortecedor/absorvedor,626
118090,Antiqueda com chicote em V com amortecedor/absorvedor,626
118091,Antiqueda com chicote em V com amortecedor/absorvedor,626
118092,Antiqueda com chicote em V com amortecedor/absorvedor,626
118093,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",946
118094,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",946
118095,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",946
118096,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",946
118097,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",946
118098,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",946
118099,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",946
118100,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",946
118101,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",946
118102,"Puxa 0,75 Ton (Diferencial Manual Alavanca / Camelão)",946
118103,Retificadora diam. 125 mm,863
118104,Retificadora diam. 125 mm,863
118105,Retificadora diam. 125 mm,863
118106,"Jogo bits sextavados longos 1/4""  8mm",1510
118107,"Jogo bits sextavados longos 1/4"" 10mm",1510
118108,Retificadora diam. 125 mm,863
118109,Retificadora diam. 125 mm,863
