DESTINATIONJOBID,ToolingCode,TotalVolume
1473,ELM.CRT.CAR,1.00
1473,ELM.APR.API,1.00
1473,ELM.APS.APS,1.00
1473,ELM.RCT.125,1.00
1474,ELM.ILU.PBT,1.00
1475,ELM.APS.APS,1.00
1476,ELM.BRB.BMG,1.00
1490,ELM.APS.APS,1.00
1490,ELM.BRB.BMG,1.00
1490,ELM.CRT.TTC,1.00
1490,HID.CIL.CHP,2.00
1490,ELM.EXT.ETS,8.00
1490,ELM.CHI.CEE,2.00
1490,HID.BMB.DEF,1.00
1490,GAS.OXI.MNG,1.00
1490,ELM.RCT.125,5.00
1490,MAN.ELC.D30,1.00
1490,HID.CIL.CHS,3.00
1490,ELM.RCT.230,2.00
1490,MAN.ELC.D10,2.00
1490,MAN.ELC.D05,1.00
1490,MAN.ELC.P15,2.00
1499,MAN.ELC.D10,2.00
1499,ELM.BRB.BMG,1.00
1499,ELM.RCT.180,1.00
1499,ELM.APS.APS,3.00
1499,MAN.ELC.D20,7.00
1499,MAN.ELC.D15,4.00
1499,ELM.APS.SAP,1.00
1499,ELM.RCT.125,5.00
1499,ELM.RCT.230,2.00
1499,MAN.ELC.P75,2.00
1549,ELM.BRB.BMG,2.00
1686,ELM.APS.TIG,2.00
1686,HID.CIL.CHS,1.00
1686,ELM.RCT.125,5.00
1814,ELM.BRB.CMB,1.00
1860,ELM.RCT.180,1.00
1860,ELM.APR.API,1.00
1860,ELM.RCT.125,3.00
1860,ELM.EXT.ETS,2.00
1860,ELM.RCT.RBL,1.00
1860,ELM.APS.APS,1.00
1860,MAN.ELC.D10,1.00
1860,ELM.APS.TIG,1.00
2215,ARM.MAL.MBA,1.00
2215,ARM.CFE.MEC,2.00
2215,ARM.BAU.BAU,1.00
2215,ARM.CTT.CTF,3.00
2215,ELM.BRB.ANG,1.00
2215,ELM.APR.API,2.00
2215,ARM.CFE.SER,3.00
2215,ELM.EXT.ETS,8.00
2215,ELM.CRT.SEC,3.00
2215,ELM.APS.APS,6.00
2215,ELM.APS.TIG,3.00
2215,ELM.ILU.PBT,1.00
2215,ELM.RCT.180,1.00
2215,ELM.ASD.TTG,2.00
2215,ELM.BRB.PDR,1.00
2215,ELT.ASD.MMG,1.00
2215,ELT.QEL.PIM,2.00
2215,ELM.BRB.BAT,1.00
2215,ELT.APS.APS,2.00
2215,GAS.MAN.OXG,1.00
2215,EPI.SLD.MCS,3.00
2215,ELM.ELC.GUI,1.00
2215,ELT.APS.MIG,1.00
2215,GAS.OXI.MNG,1.00
2215,GAS.MAN.ACT,1.00
2215,ELM.ILU.PRJ,1.00
2215,ELT.CHI.C32,2.00
2215,MAN.CHA.JC3,1.00
2215,MAN.ELC.TRF,3.00
2215,ELM.RCT.125,5.00
2215,MAN.SUP.GMP,6.00
2215,MAN.CNT.PL1,9.00
2215,ELM.RCT.230,4.00
2215,MAN.ELC.P15,2.00
2215,MAN.CNT.PL2,6.00
2215,MAN.ELC.P75,9.00
2215,MAN.CNT.PL4,2.00
2215,MAN.OXI.MOC,1.00
2225,ELM.EXT.ETS,2.00
2225,ELM.RCT.125,1.00
2494,ELM.RCT.125,4.00
2494,ELM.RCT.180,4.00
2494,ELM.APS.TIG,1.00
2494,ELM.RCT.RBL,14.00
2494,ELM.RCT.230,2.00
2538,ELM.APS.APS,1.00
2538,ELM.RCT.180,1.00
2538,ELM.EXT.ETS,11.00
2538,ELM.RCT.125,2.00
2538,ELM.APS.TIG,2.00
2538,ELM.RCT.RBL,3.00
2538,ELM.RCT.230,1.00
2576,ELM.RCT.180,1.00
2576,ELM.APS.TIG,1.00
2576,ELM.EXT.ETS,2.00
2576,ELM.RCT.RBL,1.00
2576,ELM.RCT.125,2.00
2576,MAN.ELC.D05,2.00
2576,MAN.ELC.P15,1.00
2576,MAN.ELC.P75,1.00
2589,ELM.APS.APS,1.00
2589,ELM.RCT.125,1.00
2649,ELM.RCT.125,4.00
2714,ELM.ASD.TTG,1.00
2714,ARM.CFE.INS,2.00
2714,ELM.RCT.125,2.00
2714,ELM.APS.TIG,1.00
2714,ELM.BRB.BAT,1.00
2724,ELM.RCT.125,1.00
2724,ELM.EXT.ETS,1.00
2724,ELM.RCT.180,1.00
2724,ELM.RCT.RBL,1.00
2728,ELM.RCT.125,6.00
2728,ELM.RCT.180,2.00
2728,ELM.APS.APS,1.00
2728,ELM.RCT.RBL,1.00
2730,MAN.ELC.D15,1.00
2730,ELM.RCT.125,1.00
2730,ELM.APR.API,1.00
2730,ELM.BRB.BMG,2.00
2730,ELM.APS.APS,1.00
2730,ELT.CHI.C32,1.00
2730,ELM.RCT.230,1.00
2730,ELM.RCT.180,1.00
2730,HID.MTB.MVT,1.00
2730,ELM.RCT.RBL,1.00
2730,MAN.ELC.D10,1.00
2756,ELM.APS.APS,7.00
2756,ELT.APS.ARC,4.00
2757,ELT.APS.MIG,1.00
2757,ARM.CTT.CTF,1.00
2757,ARM.CTT.CTA,1.00
2800,ELM.APS.APS,1.00
2800,ELM.RCT.115,1.00
2800,ELM.RCT.125,2.00
2819,ELM.APS.APS,1.00
2819,ELM.RCT.RBL,1.00
2819,ELM.RCT.125,3.00
2819,ELM.RCT.230,1.00
2836,ELT.APS.ARC,1.00
2837,ELT.APS.ARC,2.00
2837,ELM.APS.TIG,1.00
2837,ELT.APS.MIG,2.00
2837,ELT.EXT.E32,4.00
2841,ELM.APS.APS,1.00
2846,ELM.APS.APS,1.00
2846,ELM.RCT.125,2.00
2846,ELM.RCT.180,1.00
2848,ELM.APS.TIG,1.00
2853,PNE.ELC.GUI,1.00
2854,ELM.RCT.180,1.00
2854,ELM.APS.APS,1.00
2854,ELM.CHI.CEE,3.00
2854,ELM.EXT.ETS,10.00
2854,ELT.EXT.E16,2.00
2854,ELM.RCT.230,2.00
2854,ELM.RCT.125,4.00
2854,GAS.OXI.MNG,3.00
2854,MAN.ELC.D10,2.00
2854,MAN.ELC.P15,2.00
2854,ELT.APS.APS,1.00
2854,MAN.ELC.P75,2.00
2854,MAN.ELC.D30,2.00
2854,ELT.CHI.C32,2.00
2854,MAN.ELC.TRF,1.00
2854,ELT.CHI.C63,2.00
2854,MAN.ELC.D05,4.00
2888,ELM.APS.APS,1.00
2889,ELM.RCT.125,2.00
2893,ELM.APS.APS,1.00
2901,ELM.APS.APS,3.00
2901,ELM.RCT.180,3.00
2901,ELM.BRB.BMG,2.00
2901,ELT.APS.APS,2.00
2901,ELM.RCT.125,9.00
2901,ELT.APS.MIG,2.00
2901,ELM.RCT.RBL,4.00
2901,ELM.RCT.230,4.00
2902,ELM.APS.APS,1.00
2902,ELM.RCT.125,1.00
2902,ELM.RCT.230,1.00
2910,ELM.APS.TIG,1.00
2914,ELM.APS.TIG,1.00
2914,ARM.CFE.SER,1.00
2914,ELM.RCT.RBL,1.00
2914,ELM.RCT.125,2.00
2923,ELM.RCT.125,2.00
2923,ELM.RCT.180,1.00
2923,ELM.APS.TIG,1.00
2923,ELM.RCT.RBL,1.00
2923,ELM.EXT.ETS,2.00
2924,ELM.RCT.230,1.00
2924,ELM.EXT.ETS,2.00
2924,ELM.RCT.125,1.00
2924,MAN.ELC.P15,2.00
2924,MAN.ELC.D05,2.00
2924,MAN.ELC.D10,1.00
2927,ELM.APS.APS,1.00
2927,ELT.APS.MIG,1.00
2927,ELM.BRB.BMG,1.00
2927,ELM.RCT.180,2.00
2927,ELM.EIA.EAR,1.00
2927,ELT.CHI.C32,1.00
2927,ELM.CHI.CEE,1.00
2927,HID.CIL.CHS,2.00
2927,ELM.EXT.ETS,3.00
2927,HID.BMB.SIM,2.00
2927,ELM.RCT.RBL,1.00
2927,MAN.ELC.D10,3.00
2927,ELM.RCT.125,3.00
2927,ELT.CHI.C16,1.00
2927,ELM.RCT.230,1.00
2927,ELT.EXT.E16,4.00
2927,MAN.ELC.P75,2.00
2928,ELM.EXT.ETS,4.00
2928,ELM.RCT.RBL,1.00
2928,ELM.APS.APS,2.00
2928,ELT.APS.APS,1.00
2928,ELM.RCT.125,5.00
2928,ELM.RCT.180,3.00
2928,MAN.ELC.P15,2.00
2928,ELT.APS.MIG,1.00
2928,MAN.ELC.P75,3.00
2930,ELM.ILU.PRJ,4.00
2930,ELM.APS.APS,1.00
2930,ELM.RCT.180,2.00
2930,ARM.MAL.MBA,1.00
2930,ELM.RCT.125,8.00
2930,ELM.APS.TIG,1.00
2930,ELT.EXT.E16,2.00
2930,ELM.CHI.CEE,6.00
2930,ELT.APS.APS,1.00
2930,ELT.APS.MIG,1.00
2930,EPI.ARN.ARN,2.00
2930,ELM.EXT.ETS,15.00
2930,ELT.CHI.C32,2.00
2930,ELT.EXT.E32,2.00
2930,MAN.ELC.D20,2.00
2930,GAS.OXI.MNG,1.00
2930,EPI.ANQ.CVA,2.00
2930,MAN.ELC.P75,4.00
2931,ELM.APS.APS,1.00
2933,ELM.APS.TIG,1.00
2933,ELM.RCT.RBL,1.00
2934,ELM.BRB.PDR,1.00
2934,ELM.CHI.CEE,1.00
2934,MAN.CNT.PL5,2.00
2934,ELM.EXT.ETS,3.00
2934,MAN.CNT.R10,2.00
2934,MAN.ELC.D30,3.00
2934,MAN.ELC.P15,3.00
2936,ELM.RCT.230,1.00
2942,EPI.ANQ.CVA,3.00
2942,EPI.ANQ.RTR,2.00
2946,ELM.RCT.125,2.00
2952,HID.BMB.SIM,2.00
2952,ELM.APS.APS,2.00
2952,MAN.ELC.D15,1.00
2952,ELM.RCT.180,1.00
2952,HID.CIL.FUR,1.00
2952,ELM.RCT.125,3.00
2952,MAN.ELC.D20,1.00
2952,MAN.ELC.D50,2.00
2952,MAN.ELC.P60,2.00
2952,ELM.RCT.230,1.00
2952,MAN.ELC.P15,2.00
2952,MAN.ELC.P75,1.00
2961,ELM.RCT.RBL,1.00
2961,ELM.CHI.CEE,6.00
2961,HID.CIL.CHS,5.00
2961,ELM.APS.APS,1.00
2961,HID.BMB.SIM,2.00
2961,MAN.ELC.D15,3.00
2961,HID.CIL.CHP,1.00
2961,ELM.EXT.ETS,6.00
2961,HID.CIL.FUR,1.00
2961,MAN.ELC.D20,4.00
2961,ELM.RCT.125,2.00
2961,ELM.RCT.230,1.00
2961,MAN.ELC.P15,4.00
2961,MAN.ELC.P75,4.00
2966,ELM.EXT.ETS,4.00
2966,ELM.RCT.125,2.00
2966,ELM.APS.TIG,1.00
2966,ELT.EXT.E32,3.00
2966,MAN.ELC.P75,1.00
2966,ELM.CHI.CEE,4.00
2969,HID.CIL.CHS,1.00
2969,ELM.RCT.125,4.00
2969,ELM.RCT.230,1.00
2972,ELM.BRB.CMB,1.00
2972,ELT.APS.MIG,1.00
2974,ELM.RCT.125,3.00
2974,MAN.ELC.P30,1.00
2974,ELM.APS.APS,1.00
2974,ELM.RCT.230,2.00
2974,ELT.APS.APS,1.00
2974,MAN.ELC.D20,2.00
2974,HID.CIL.CHS,2.00
2974,MAN.ELC.P15,2.00
2974,HID.BMB.SIM,1.00
2974,MAN.ELC.P75,1.00
2974,MAN.ELC.D30,1.00
2974,MAN.ELC.D10,2.00
2978,ELM.BRB.BAT,2.00
2983,HID.CIL.CHS,3.00
2983,HID.BMB.SIM,1.00
2983,ELM.EXT.ETS,5.00
2983,ELM.RCT.125,1.00
2983,MAN.ELC.D30,2.00
2983,MAN.ELC.D15,4.00
2983,ELM.RCT.RBL,1.00
2983,MAN.ELC.D20,4.00
2983,MAN.ELC.P15,4.00
2983,MAN.ELC.P75,4.00
2992,ELM.CHI.CEE,4.00
2992,ELM.APS.APS,2.00
2992,ELT.APS.APS,1.00
2992,ELM.RCT.125,4.00
2992,ELM.RCT.RBL,3.00
2992,ELT.APS.ARC,2.00
2996,ELM.APS.TIG,3.00
2996,ELM.BRB.BMG,1.00
2996,HID.BMB.SIM,2.00
3007,ELM.RCT.125,1.00
3007,ELM.BRB.BMG,1.00
3007,ELM.APR.API,1.00
3007,ELM.APS.APS,1.00
3040,ELM.RCT.180,1.00
3040,ELM.APS.APS,1.00
3040,ELM.RCT.125,2.00
3040,ELM.EXT.ETS,3.00
3040,MAN.ELC.D05,1.00
3040,MAN.ELC.P75,1.00
3046,MAN.ELC.P75,1.00
3046,HID.BMB.SIM,1.00
3046,HID.CIL.CHS,5.00
3063,MAN.ELC.D15,2.00
3063,MAN.ELC.D20,2.00
3063,HID.BMB.SIM,1.00
3063,HID.CIL.CHS,2.00
3063,MAN.ELC.P15,2.00
3063,HID.CIL.FUR,1.00
3066,GAS.OXI.MNG,1.00
3074,ELM.BRB.CMB,2.00
3074,ELM.BRB.BMG,1.00
3074,ELM.EXT.ETS,4.00
3076,MAN.ELC.P30,1.00
3076,ELM.APS.TIG,1.00
3076,ELM.APS.APS,2.00
3076,ELM.EXT.ETS,11.00
3076,MAN.ELC.TRF,2.00
3076,ELT.APS.APS,1.00
3076,ELT.CHI.C63,2.00
3076,ELT.APS.ARC,3.00
3076,MAN.EMM.ALI,1.00
3076,ELT.APS.MIG,1.00
3076,ELT.EXT.E32,6.00
3076,GAS.OXI.MNG,3.00
3076,ELT.CHI.C32,2.00
3076,MAN.ELC.D20,2.00
3076,MAN.ELC.P15,2.00
3085,ELM.EXT.ETS,4.00
3092,ELM.CHI.CEE,2.00
3092,ELM.APS.APS,1.00
3092,ELM.EXT.ETS,3.00
3092,ELM.RCT.125,1.00
3093,ELM.APS.APS,2.00
3093,ELM.RCT.180,2.00
3093,ELM.CHI.CEE,3.00
3093,ELT.ASD.EXA,4.00
3093,ELM.RCT.125,3.00
3093,MAN.ELC.D10,1.00
3093,ELM.EXT.ETS,8.00
3093,ELM.RCT.230,1.00
3093,ELT.APS.ARC,1.00
3093,ELT.CHI.C63,1.00
3093,GAS.OXI.MNG,4.00
3093,ELT.EXT.E32,2.00
3093,MAN.ELC.P15,3.00
3093,MAN.ELC.D05,2.00
3093,MAN.ELC.P75,2.00
3095,HID.BMB.SIM,1.00
3095,ELM.APS.APS,2.00
3095,ELM.RCT.180,1.00
3095,ELM.CHI.CEE,3.00
3095,MAN.ELC.D10,1.00
3095,ELM.EXT.ETS,5.00
3095,HID.CIL.CHS,2.00
3095,MAN.ELC.D05,1.00
3095,ELM.RCT.125,1.00
3095,MAN.ELC.P75,2.00
3096,ARM.CTT.CTF,1.00
3096,ARM.CFE.SER,2.00
3096,ELM.ABR.TRX,2.00
3096,ELM.ASD.EST,1.00
3096,ARM.MAL.MBA,6.00
3096,ELM.CHI.CEE,1.00
3096,ELM.APS.TIG,1.00
3096,ELM.MTB.MVT,1.00
3096,ELM.EXT.ETS,6.00
3096,ELM.ILU.PRJ,2.00
3096,ELM.ASD.TTG,6.00
3096,ELM.RCT.RBL,13.00
3096,GAS.OXI.MNG,1.00
3096,ELM.RCT.125,36.00
3096,ELM.MOM.CLF,1.00
3096,ELT.APS.APS,5.00
3096,HID.CIL.GFA,3.00
3096,HID.BMB.SIM,3.00
3096,ELM.RCT.230,1.00
3096,GAS.MAN.DEB,2.00
3096,ELT.APS.MIG,1.00
3096,HID.MTB.MVT,3.00
3096,ELT.MTB.MVT,1.00
3096,MAN.CHA.BOC,1.00
3096,ELT.THI.MTH,1.00
3096,PNE.MNG.ARC,1.00
3096,HID.CIL.CHS,2.00
3096,MAN.THI.MTH,1.00
3100,ELM.APS.APS,1.00
3100,ARM.BAU.BAU,2.00
3100,ARM.MAL.MBA,2.00
3100,ELM.APR.API,1.00
3100,ELM.BRB.BAT,1.00
3100,ELT.APS.MIG,2.00
3100,ELM.BRB.PDR,1.00
3100,ELM.BRB.BMG,2.00
3100,ELM.RCT.230,1.00
3100,ELT.ASD.MMG,1.00
3100,ELM.RCT.125,5.00
3100,ELM.BRB.CMB,1.00
3100,ELT.EXT.E32,3.00
3100,HID.BMB.SIM,1.00
3100,ELT.MAP.MAQ,1.00
3100,ELM.EXT.ETS,5.00
3100,MAN.CNT.PL2,3.00
3100,ELT.CHI.C16,1.00
3100,EPI.ARN.ARN,7.00
3100,EPI.ANQ.CVA,7.00
3100,MAN.ELC.D10,1.00
3100,HID.CIL.FUR,1.00
3100,MAN.CHA.JC3,1.00
3100,MAN.CNT.PL1,4.00
3100,MAN.ELC.P75,1.00
3107,ELM.APR.APR,1.00
3107,ARM.BAU.BAU,2.00
3107,ELM.APR.API,9.00
3107,ARM.CFE.MEC,18.00
3107,ELM.ASD.TTG,2.00
3107,ARM.CTT.CTF,11.00
3107,ELM.APS.APS,4.00
3107,ARM.CTT.CTA,1.00
3107,ELM.BRB.BAT,2.00
3107,ARM.CTT.CTR,1.00
3107,ELM.APS.TIG,2.00
3107,ELM.BRB.PDR,1.00
3107,ELM.BRB.BMG,4.00
3107,ELM.CHI.CEE,10.00
3107,ELM.BRB.CMB,1.00
3107,ELM.EIA.EAR,2.00
3107,ELM.RCT.180,4.00
3107,ELT.APS.MIG,1.00
3107,ELM.EXT.ETS,22.00
3107,ELM.ILU.PRJ,11.00
3107,ELM.RCT.RBL,7.00
3107,ELT.ASD.EXA,7.00
3107,ELM.ILU.PBT,2.00
3107,ELM.RCT.125,21.00
3107,ELT.CHI.C63,1.00
3107,EPI.ANQ.RTR,2.00
3107,ELM.RCT.230,7.00
3107,ELT.CHI.C32,3.00
3107,EPI.ARN.ARN,2.00
3107,GAS.OXI.MNG,1.00
3107,EPI.ANQ.CVA,6.00
3107,EPI.LUV.TIG,20.00
3107,HID.CIL.CHS,3.00
3107,HID.CIL.GFA,1.00
3107,HID.CIL.FUR,3.00
3107,EPI.SLD.MCS,2.00
3107,MAN.CHA.BOC,11.00
3107,MAN.CHP.LUN,81.00
3107,MAN.CHA.JC1,3.00
3107,HID.BMB.SIM,2.00
3107,MAN.CHA.JC3,1.00
3107,MAN.CNT.PL1,24.00
3107,MAN.CHA.JC2,1.00
3107,HID.ELC.GMN,1.00
3107,MAN.CHA.LUN,6.00
3107,MAN.ELC.GRC,1.00
3107,MAN.CIP.JI3,1.00
3107,MAN.ELC.D05,4.00
3107,MAN.CHP.BOC,47.00
3107,MAN.MLH.138,1.00
3107,MAN.ELC.P75,7.00
3107,MAN.MLH.5/8,2.00
3107,MAN.CNT.PL2,10.00
3107,MAN.SUP.PPT,8.00
3107,MAN.CNT.PL3,6.00
3107,MAN.TRA.PPL,1.00
3107,MAN.ELC.D10,1.00
3107,MAN.TRA.GRD,2.00
3107,MAN.ELC.D20,2.00
3107,PNE.MNG.ARC,6.00
3107,MAN.OXI.MOC,7.00
3107,MAN.SUP.CAV,4.00
3108,EPI.ARN.ARN,1.00
3108,EPI.ANQ.CVA,1.00
3114,ELM.EXT.ETS,2.00
3114,ELM.COM.COM,2.00
3114,ELM.APS.APS,1.00
3114,ARM.BAU.BAU,2.00
3114,MAN.ELC.P75,1.00
3114,MAN.CHA.JC3,1.00
3114,EPI.ANQ.CVA,2.00
3114,ELM.BRB.PDR,1.00
3115,EPI.ARN.ARN,4.00
3115,ELM.CHI.CEE,2.00
3115,ELM.APR.API,5.00
3115,ARM.CFE.MEC,2.00
3115,HID.CIL.CHS,2.00
3115,ARM.CFE.SER,1.00
3115,ELM.APS.APS,1.00
3115,ELM.ILU.PRJ,2.00
3115,MAN.ELC.D10,2.00
3115,ELM.RCT.125,1.00
3115,ELM.BRB.CMB,1.00
3115,HID.BMB.SIM,1.00
3115,ELM.EXT.ETS,4.00
3115,EPI.ANQ.CVA,4.00
3115,MAN.ELC.P15,2.00
3116,ELM.APS.APS,14.00
3116,ELM.APS.TIG,7.00
3116,ELM.RCT.125,7.00
3116,ELM.APR.API,4.00
3116,ELM.BRB.BMG,3.00
3116,ELM.BRB.FER,1.00
3116,ELT.APS.APS,5.00
3116,ELM.APS.SAP,1.00
3116,ELT.APS.TIG,1.00
3116,ELM.RCT.230,1.00
3117,ELM.BRB.CMB,1.00
3117,ELM.APR.API,3.00
3117,ARM.CFE.MEC,3.00
3117,ARM.CFE.TUB,1.00
3117,ELM.CHI.CEE,2.00
3117,ELM.APR.APR,1.00
3117,ELM.RCT.180,1.00
3117,ELM.EXT.ETS,6.00
3117,ELT.APS.MIG,1.00
3117,ELM.APS.APS,2.00
3117,EPI.ARN.ARN,4.00
3117,ELM.ILU.PBT,3.00
3117,ELT.ASD.EXA,4.00
3117,ELM.CHD.CHD,1.00
3117,MAN.ELC.D10,2.00
3117,ELT.APS.ARC,1.00
3117,ELT.CHI.C32,2.00
3117,ELM.ELC.GUI,1.00
3117,MAN.TRA.PPL,1.00
3117,GAS.OXI.MNG,5.00
3117,EPI.ANQ.CVA,4.00
3117,ELM.ILU.PRJ,3.00
3117,EPI.ANQ.RTR,1.00
3117,MAN.ELC.P15,2.00
3117,HID.CIL.FUR,1.00
3117,ELM.RCT.125,2.00
3117,PNE.MNG.ARC,2.00
3117,MAN.ELC.P75,2.00
3117,ELM.RCT.230,1.00
3117,MAN.OXI.MOC,1.00
3117,ELT.CHI.C63,1.00
3117,ELT.EXT.E32,5.00
3117,MAN.ELC.D30,2.00
3117,MAN.ELC.TRF,1.00
3117,PNE.APR.API,1.00
3120,ARM.CTT.CTE,2.00
3120,ELM.BRB.BAT,1.00
3120,ARM.CFE.MEC,6.00
3120,ELM.ASD.EST,1.00
3120,ELM.APR.APR,1.00
3120,ELM.BRB.BMG,1.00
3120,ARM.CTT.CTF,1.00
3120,ELM.BRB.PDR,1.00
3120,ELM.RCT.180,2.00
3120,ELM.BRB.FER,3.00
3120,ARM.CTT.CTV,1.00
3120,ELM.COM.COM,1.00
3120,ELT.APS.PTS,1.00
3120,ELM.CHI.CEE,2.00
3120,ELM.APR.API,4.00
3120,ELM.ILU.P24,4.00
3120,ELT.ASD.EXA,8.00
3120,ELM.CRT.CAR,1.00
3120,ELM.APS.APS,4.00
3120,ELM.RCT.RBL,1.00
3120,ELT.EXT.E32,4.00
3120,ELM.ELC.GUI,1.00
3120,ELM.APS.SAP,1.00
3120,ELT.CHI.C32,1.00
3120,EPI.ARN.ARN,8.00
3120,ELM.ILU.Q24,1.00
3120,ELM.EIA.EAR,1.00
3120,EPI.ANQ.CVA,8.00
3120,HID.CIL.CHS,3.00
3120,ELT.CHI.C63,3.00
3120,ELM.EXT.ETS,10.00
3120,HID.BMB.SIM,3.00
3120,MAN.CNT.PL2,4.00
3120,GAS.OXI.MNG,5.00
3120,ELM.ILU.PBT,6.00
3120,HID.CIL.CHP,1.00
3120,MAN.CNT.PL3,8.00
3120,HID.CIL.GFA,1.00
3120,ELM.ILU.PRJ,3.00
3120,HID.CIL.FUR,1.00
3120,MAN.ELC.D10,4.00
3120,MAN.CIP.CI1,2.00
3120,ELM.RCT.125,10.00
3120,MAN.ELC.D20,3.00
3120,MAN.ELC.GRC,2.00
3120,MAN.CNT.PL1,5.00
3120,ELM.RCT.230,2.00
3120,MAN.ELC.D15,2.00
3120,MAN.ELC.TRF,2.00
3120,MAN.OXI.MOC,1.00
3120,ELT.APS.ARC,1.00
3120,PNE.APR.API,2.00
3120,MAN.MLH.3/4,2.00
3120,PNE.MNG.ARC,2.00
3120,ELT.PLS.PLA,1.00
3120,MAN.ELC.P15,4.00
3120,MAN.ELC.P75,3.00
3120,MAN.MLH.001,3.00
3121,ELM.APR.API,16.00
3121,ELM.APS.APS,6.00
3121,ARM.CFE.SER,6.00
3121,ELM.BRB.BMG,1.00
3121,ELM.EIA.EAR,2.00
3121,ELM.APS.TIG,2.00
3121,ELM.BRB.BAT,2.00
3121,ELM.BRB.PDR,2.00
3121,ELM.EXT.ETS,11.00
3121,ELM.EXT.CEE,14.00
3121,ELM.BRB.FER,1.00
3121,ELM.ILU.P24,4.00
3121,ELM.ILU.PBT,3.00
3121,ELM.RCT.230,3.00
3121,ELM.CHI.CEE,8.00
3121,ELM.RCT.180,1.00
3121,ELM.ILU.Q24,1.00
3121,ELT.ASD.EXA,3.00
3121,ELM.ILU.PRJ,17.00
3121,ELM.RCT.RBL,2.00
3121,ELT.APS.ARC,1.00
3121,ELT.EXT.E32,5.00
3121,ELM.RCT.125,13.00
3121,ELT.EXT.E16,5.00
3121,GAS.OXI.MNG,1.00
3121,ELT.EXT.E63,3.00
3121,ELT.CHI.C32,2.00
3121,EPI.ARN.ARN,2.00
3121,HID.CIL.GFA,1.00
3121,EPI.ANQ.RTR,4.00
3121,ELT.CHI.C63,4.00
3121,HID.CIL.FUR,1.00
3121,MAN.CNT.PL1,15.00
3121,HID.CIL.CHS,6.00
3121,HID.BMB.SIM,3.00
3121,MAN.ELC.D10,5.00
3121,MAN.ELC.P15,7.00
3121,MAN.CNT.PL2,28.00
3121,MAN.ELC.D05,7.00
3121,MAN.ELC.D20,3.00
3121,MAN.ELC.P75,5.00
3121,MAN.CNT.PL3,1.00
3121,MAN.ELC.D15,2.00
3121,MAN.CNT.PL4,2.00
3121,MAN.ELC.D30,2.00
3121,MAN.ELC.D50,1.00
3121,MAN.SUP.GMP,5.00
3121,MAN.ELC.MNR,3.00
3121,PNE.APR.API,5.00
3121,MAN.ELC.P30,2.00
3121,PNE.MNG.ARC,6.00
3121,MAN.ELC.TRF,1.00
3122,ELM.BRB.PDR,1.00
3122,ELM.APS.APS,1.00
3123,ARM.BAU.BAU,1.00
3123,ELM.BRB.BMG,2.00
3123,ARM.CFE.MEC,4.00
3123,ELM.APR.API,5.00
3123,ELM.CHI.CEE,1.00
3123,ELM.RCT.180,1.00
3123,ARM.MAL.MBA,3.00
3123,ELM.APS.APS,6.00
3123,ELM.EXT.ETS,18.00
3123,ELM.RCT.RBL,2.00
3123,ELM.ILU.PRJ,4.00
3123,ELM.BRB.CMB,1.00
3123,ELM.ILU.PBT,1.00
3123,HID.CIL.CHS,6.00
3123,ELM.RCT.125,9.00
3123,ELM.RCT.230,5.00
3123,MAN.CHP.LUN,8.00
3123,MAN.CHA.JC3,2.00
3123,EPI.SLD.MCS,4.00
3123,ELT.APS.ARC,1.00
3123,MAN.CNT.PL1,14.00
3123,MAN.ELC.D10,7.00
3123,HID.BMB.SIM,3.00
3123,ELT.EXT.E32,1.00
3123,MAN.ELC.D15,1.00
3123,MAN.ELC.D20,2.00
3123,MAN.ELC.D05,7.00
3123,GAS.OXI.MOC,1.00
3123,MAN.ELC.P15,6.00
3123,MAN.THI.MTH,1.00
3123,MAN.CHA.JC2,2.00
3123,MAN.CHP.BOC,7.00
3123,MAN.CNT.PL2,8.00
3123,MAN.ELC.P75,5.00
3123,MAN.RES.BAL,4.00
3125,ARM.CFE.MEC,13.00
3125,ARM.CFE.ELE,2.00
3125,ELM.CHI.CEE,13.00
3125,ELM.BRB.BMG,1.00
3125,ELM.BRB.PDR,1.00
3125,ELM.APR.APR,1.00
3125,ELM.RCT.125,15.00
3125,ELM.BRB.CMB,4.00
3125,ELM.RCT.LIX,1.00
3125,ELM.APS.APS,4.00
3125,EPI.ARN.ARN,4.00
3125,ELM.EXT.ETS,13.00
3125,ELM.BRB.BAT,2.00
3125,ELM.RCT.RBL,1.00
3125,ELM.RCT.230,4.00
3125,EPI.ANQ.CVA,4.00
3126,MAN.CHA.DIN,1.00
3134,ELM.APR.API,1.00
3134,ARM.CFE.SER,1.00
3134,ELM.APR.APR,1.00
3134,ELM.EXT.ETS,5.00
3134,ELM.ILU.PRJ,2.00
3134,ELM.RCT.RBL,1.00
3134,ELM.RCT.125,2.00
3141,ARM.CFE.SER,20.00
3141,ELM.APR.API,1.00
3141,ELM.RCT.125,14.00
3141,ELM.BRB.BMG,2.00
3141,ELM.BRB.FER,1.00
3141,ELM.APS.APS,7.00
3141,ELT.APS.APS,1.00
3141,ELM.RCT.180,3.00
3141,ELT.APS.MIG,1.00
3141,ELM.EXT.ETS,7.00
3141,MAN.OXI.MOC,3.00
3141,ELM.RCT.230,4.00
3141,ELM.RCT.RBL,4.00
3141,MAN.ELC.P75,2.00
3145,ELM.APS.PAD,1.00
3145,ELM.APR.API,8.00
