DESTINATIONJOBID,ToolingCode,TotalVolume
7336,PNE.MNG.ARC,10.00
7336,ELT.EXT.E32,6.00
7336,ELT.ASD.ALA,3.00
7336,MAN.TRA.GRD,1.00
7336,GAS.OXI.MNG,10.00
7336,EPI.LUV.PEL,50.00
7336,MAN.SUP.PPT,3.00
7336,EPI.RSP.MFP,280.00
7336,MAN.OXI.MOC,3.00
7340,ELM.BRB.CMB,1.00
7340,ELM.APS.TIG,1.00
7340,ARM.BAU.BAU,2.00
7340,ARM.CFE.MEC,2.00
7340,ELM.RCT.RBL,1.00
7340,EPI.ARN.ARN,3.00
7340,EPI.LUV.SOL,2.00
7340,ELM.APR.API,1.00
7340,EPI.ANQ.CVA,3.00
7340,EPI.LUV.BOR,3.00
7340,MAN.CHA.ALV,1.00
7340,ELM.EXT.ETS,3.00
7340,EPI.GLB.FT1,6.00
7340,EPI.LUV.PEL,12.00
7340,MAN.CHA.JC3,1.00
7340,ELM.RCT.125,2.00
7340,EPI.RSP.MDC,20.00
7340,EPI.RSP.MFP,10.00
7340,MAN.CNT.PL1,2.00
7340,ELM.RCT.230,1.00
7340,MAN.CHA.AJ2,1.00
7340,MAN.CNT.RD4,4.00
7340,MAN.CHA.ALF,1.00
7340,EPI.SLD.MCS,1.00
7340,MAN.CHA.MLH,1.00
7340,SEG.CAI.ETT,1.00
7340,MAN.ELC.D10,2.00
7340,EPI.VIS.PRT,6.00
7340,MAN.CAD.MET,2.00
7340,MAN.CHA.MRM,1.00
7340,MAN.CIP.JI3,1.00
7340,MAN.ELC.P75,2.00
7343,ARM.MAL.MBA,1.00
7343,CON.SLD.AC2,40.80
7343,CON.RCT.DS3,25.00
7343,CON.RCT.DS1,200.00
7343,CON.QMC.CRT,25.00
7343,EPI.GLB.FCH,3.00
7343,EPI.RSP.MDC,300.00
7343,EPI.LUV.PEL,60.00
7343,EPI.VIS.PRT,17.00
7343,EPI.GLB.JLH,2.00
7343,EPI.VIS.VSR,3.00
7343,EPI.RSP.MFP,50.00
7343,MAN.LIM.BOR,1.00
7347,ARM.CFE.SER,2.00
7347,ARM.MAL.MBA,1.00
7347,EPI.LUV.PEL,15.00
7347,CON.SLD.VDP,10.00
7347,ELT.CHI.C32,1.00
7347,ELM.APS.APS,5.00
7347,GAS.MAN.ACT,1.00
7347,CON.SLD.VDT,15.00
7347,EPI.LUV.SOL,4.00
7347,ELM.ILU.PRJ,5.00
7347,EPI.RSP.MDC,50.00
7347,ELM.CHI.CEE,3.00
7347,EPI.SLD.CSL,2.00
7347,ELM.RCT.125,3.00
7347,EPI.VIS.VSR,10.00
7347,ELM.EXT.ETS,12.00
7347,GAS.MAN.OXG,1.00
7347,ELM.RCT.230,3.00
7347,ELT.EXT.E16,1.00
7347,ELT.APS.ARC,1.00
7347,GAS.OXI.MNG,3.00
7347,ELT.ASD.ALA,1.00
7347,MAN.CNT.PL1,4.00
7347,ELT.CHI.C63,2.00
7347,MAN.OXI.LOA,1.00
7347,ELT.EXT.E32,1.00
7347,PNE.MNG.ARC,1.00
7347,EPI.AUD.TMP,20.00
7347,EPI.SLD.MCS,5.00
7347,EPI.VIS.PRT,15.00
7347,MAN.CAD.MET,2.00
7347,MAN.CHA.ESC,1.00
7347,MAN.CHA.FTM,2.00
7347,MAN.CHA.MRM,3.00
7347,MAN.ELC.P75,2.00
7349,EPI.LUV.PEL,12.00
7349,ARM.BAU.BAU,2.00
7349,ELM.BRB.PDR,1.00
7349,ELM.BRB.BAT,1.00
7349,EPI.RSP.MFP,10.00
7350,MAN.CHA.BOC,7.00
7350,ARM.CTT.CTF,1.00
7350,ELM.RCT.125,1.00
7350,ELM.APR.API,1.00
7350,MAN.CHA.JC3,1.00
7350,ELM.EXT.ETS,2.00
7350,EPI.GLB.FT3,15.00
7350,EPI.LUV.PEL,48.00
7350,MAN.CHA.JSP,1.00
7350,MAN.CAD.MET,3.00
7350,EPI.RSP.MDC,100.00
7350,EPI.RSP.MFP,140.00
7350,MAN.CHA.MRT,2.00
7350,MAN.CHA.CHL,5.00
7350,EPI.VIS.PRT,20.00
7350,MAN.CHA.JSM,1.00
7350,MAN.CHA.PNC,9.00
7350,MAN.CHA.ESC,2.00
7350,MAN.CHA.ALF,2.00
7350,MAN.CHA.LIM,3.00
7350,MAN.CHA.CHF,7.00
7350,MAN.CHA.FTM,7.00
7350,MAN.CHA.RTC,1.00
7350,MAN.EMM.APF,2.00
7354,ARM.CFE.MEC,1.00
7354,ARM.BAU.BAU,4.00
7354,CON.RCT.DS1,450.00
7354,ARM.CTT.CTF,2.00
7354,CON.FMD.CLD,4.00
7354,ARM.CFE.SER,2.00
7354,ELM.COM.COM,1.00
7354,CON.FIT.PLT,7.00
7354,CON.LIM.ESC,4.00
7354,CON.LIM.PIA,8.00
7354,EPI.GLB.CAP,21.00
7354,CON.MDG.COP,9.00
7354,CON.LIM.SAC,40.00
7354,ELM.ABR.TRX,1.00
7354,EPI.GLB.FRQ,20.00
7354,CON.MDG.GRF,30.00
7354,CON.RCT.DL1,50.00
7354,ELM.APS.TIG,2.00
7354,EPI.SLD.MCS,6.00
7354,CON.QMC.SCT,1.00
7354,ELM.APR.API,2.00
7354,ELM.BRB.PDR,2.00
7354,EPI.VIS.VSR,74.00
7354,CON.SLD.AC2,51.00
7354,ELM.APS.APS,12.00
7354,ELT.APS.APS,1.00
7354,GAS.MAN.ACT,2.00
7354,CON.SLD.VDT,120.00
7354,ELM.APS.SAP,1.00
7354,ELT.APS.MIG,1.00
7354,MAN.APS.AAS,19.00
7354,ELM.ASD.MMG,1.00
7354,ELM.BRB.BAT,3.00
7354,EPI.LUV.SOL,22.00
7354,MAN.CAD.MET,4.00
7354,ELM.CHI.CEE,2.00
7354,ELM.ILU.PRJ,6.00
7354,EPI.RSP.MDC,1000.00
7354,MAN.CHA.ESC,5.00
7354,ELM.EXT.ETS,16.00
7354,ELM.RCT.125,17.00
7354,EPI.SLD.CSL,8.00
7354,MAN.CHA.ESQ,1.00
7354,ELM.ILU.PBT,2.00
7354,ELM.RCT.230,2.00
7354,MAN.CHA.JCP,1.00
7354,MAN.ELC.10T,2.00
7354,ELM.PLS.TPL,1.00
7354,ELT.ASD.ALA,5.00
7354,MAN.SUP.GMP,8.00
7354,MAN.TRA.GRD,4.00
7354,ELM.RCT.RBL,2.00
7354,ELT.EXT.E32,6.00
7354,SEG.CSG.CDC,30.00
7354,MAN.VPO.PRV,20.00
7354,ELT.APS.ARC,2.00
7354,EPI.LUV.PEL,148.00
7354,ELT.ASD.MMG,3.00
7354,EPI.RSP.MFP,1800.00
7354,EPI.GLB.COL,10.00
7354,EPI.VIS.PRT,37.00
7354,EPI.LUV.ARC,12.00
7354,MAN.CHA.CNH,3.00
7354,EPI.SLD.AVT,5.00
7354,MAN.CNT.PL2,16.00
7354,EPI.VIS.OXI,12.00
7354,MAN.ELC.D05,4.00
7354,GAS.MAN.OXG,3.00
7354,MAN.OXI.LOA,1.00
7354,GAS.OXI.MNG,10.00
7354,MAN.ABR.JMA,1.00
7354,MAN.CHA.MRM,5.00
7354,MAN.CNT.PL1,6.00
7354,MAN.ELC.P75,4.00
7354,MAN.EMM.NIV,2.00
7354,MAN.MNL.058,7.00
7354,MAN.OXI.MOC,8.00
7354,MAN.SUP.CAV,2.00
7354,MAN.SUP.PPT,9.00
7354,MAN.TRA.PAT,1.00
7354,MAT.FXT.FSK,15.00
7354,PNE.MNG.ARC,14.00
7357,ARM.CTT.CTF,1.00
7359,EPI.GLB.FGN,1.00
7359,EPI.AUD.TMP,25.00
7359,CON.SLD.VDP,25.00
7359,EPI.SLD.PLN,4.00
7359,EPI.RSP.MFP,20.00
7359,EPI.LUV.SOL,4.00
7359,CON.SLD.VDT,100.00
7359,EPI.RSP.MDC,100.00
7359,EPI.SLD.CSL,4.00
7359,EPI.SLD.MCS,4.00
7359,EPI.GLB.CAP,4.00
7359,EPI.SLD.MNG,4.00
7359,EPI.LUV.ARC,8.00
7359,EPI.VIS.PRT,12.00
7359,EPI.LUV.PEL,24.00
7359,EPI.RSP.FG2,60.00
7359,EPI.RSP.MMM,4.00
7362,EPI.LUV.PEL,36.00
7362,EPI.RSP.MDC,250.00
7363,ARM.MAL.MBA,1.00
7363,CON.MDG.GRF,3.00
7363,ELM.MAP.MAF,1.00
7363,CON.SLD.FAI,30.00
7363,CON.SLD.TGS,20.00
7363,ELM.ASD.MMG,1.00
7363,ELT.APS.MIG,2.00
7363,ELM.ELC.GUI,1.00
7363,ELT.ASD.EXA,2.00
7363,ELT.ASD.MMG,2.00
7363,EPI.LUV.SOL,6.00
7363,ELM.GER.GEP,1.00
7363,EPI.GLB.CAP,5.00
7363,ELT.MAP.MAF,1.00
7363,EPI.RSP.MDC,300.00
7363,ELM.GER.GER,1.00
7363,MAN.CHA.BLR,1.00
7363,MAN.CHA.BOC,1.00
7363,EPI.SLD.CSL,2.00
7363,EPI.LUV.PEL,60.00
7363,EPI.SLD.MNG,8.00
7363,SEG.CAI.ETT,1.00
7365,EPI.RSP.MFP,5.00
7366,CON.QMC.CRT,2.00
7366,ARM.MAL.MBA,2.00
7366,CON.PIN.TPI,4.00
7366,ELM.APR.API,1.00
7366,ELT.CHI.C32,1.00
7366,CON.LIM.TRP,5.00
7366,CON.RCT.DS1,40.00
7366,ELT.EXT.E32,2.00
7366,HID.BMB.SIM,1.00
7366,CON.RCT.DS3,30.00
7366,CON.SLD.AC2,20.40
7366,EPI.LUV.PEL,12.00
7366,MAN.CHA.ALF,1.00
7366,MAN.CHP.LUN,5.00
7366,ELT.MAP.MAQ,1.00
7366,EPI.RSP.MFP,40.00
7366,PNE.MNG.ARC,6.00
7366,MAN.SUP.PPT,1.00
7366,EPI.GLB.FT1,8.00
7366,EPI.SLD.CPS,1.00
7366,EPI.VIS.VSR,16.00
7366,MAN.TRA.PPL,1.00
7366,HID.CIL.FUR,1.00
7366,MAN.CHP.BOC,6.00
7366,MAN.CHA.JC2,1.00
7366,MAN.CNT.PL3,4.00
7366,MAN.CNT.PL4,2.00
7366,MAN.ELC.D50,4.00
7367,ARM.BAU.BAU,10.00
7367,EPI.LUV.PEL,52.00
7367,ELM.RCT.125,1.00
7367,EPI.RSP.MFP,67.00
7367,EPI.VIS.PRT,1.00
7368,ARM.BAU.BAU,1.00
7368,ELM.ASD.TTG,1.00
7368,ELM.APR.API,1.00
7368,ARM.MAL.MBA,1.00
7368,ELM.ASD.MMG,1.00
7368,EPI.LUV.PEL,21.00
7368,ELM.APS.APS,1.00
7368,ELM.RCT.125,2.00
7368,ELT.ASD.MMG,2.00
7368,EPI.RSP.MFP,50.00
7368,ELM.APS.TIG,2.00
7368,EPI.VIS.VSR,1.00
7368,ELM.RCT.230,1.00
7368,ELT.APS.ARC,1.00
7368,ELT.APS.MIG,4.00
7369,ELT.APS.MIG,1.00
7369,EPI.LUV.ARC,8.00
7369,ELM.RCT.125,1.00
7369,ELM.EXT.ETS,1.00
7369,ELT.ASD.MMG,1.00
7369,EPI.LUV.PEL,24.00
7369,ELT.APS.ARC,1.00
7369,EPI.RSP.MFP,60.00
7370,ELM.BRB.PDR,2.00
7370,ELM.EXT.ETS,1.00
7370,ELM.CHI.CEE,1.00
7371,ARM.BAU.BAU,11.00
7371,ELM.EXT.ETS,1.00
7371,ARM.MAL.MBA,1.00
7371,ELM.RCT.125,3.00
7371,ELM.APS.TIG,2.00
7371,ELM.RCT.RBL,1.00
7371,ELM.ASD.TTG,2.00
7371,EPI.LUV.PEL,20.00
7371,ELT.APS.MIG,1.00
7371,ELT.ASD.MMG,1.00
7371,EPI.LUV.TIG,8.00
7371,EPI.RSP.MFP,11.00
7371,EPI.GLB.FT3,4.00
7371,EPI.LUV.ARC,6.00
7371,EPI.VIS.VSR,6.00
7371,EPI.RSP.FG3,12.00
7371,MAN.ELC.P15,1.00
7371,MAN.ELC.P75,2.00
7372,ELM.ASD.TTG,1.00
7372,EPI.VIS.VSR,2.00
7372,EPI.LUV.PEL,1.00
7372,ARM.BAU.BAU,2.00
7372,EPI.LUV.TIG,1.00
7372,EPI.RSP.MMM,1.00
7372,EPI.RSP.FG2,2.00
7373,ELM.RCT.125,4.00
7373,EPI.RSP.MDC,50.00
7373,ARM.BAU.BAU,7.00
7373,ELM.APR.APR,1.00
7373,EPI.GLB.FCH,1.00
7373,EPI.VIS.VSR,4.00
7373,EPI.LUV.PEL,43.00
7373,EPI.RSP.FG2,4.00
7373,EPI.RSP.MFP,33.00
7374,ARM.BAU.BAU,2.00
7374,EPI.LUV.TIG,1.00
7374,EPI.LUV.ARC,2.00
7374,EPI.LUV.PEL,2.00
7374,EPI.RSP.FG3,2.00
7375,ARM.BAU.BAU,1.00
7375,ELM.RCT.125,1.00
7376,ELM.APR.APR,1.00
7376,ARM.BAU.BAU,1.00
7376,EPI.LUV.PEL,10.00
7376,ELM.RCT.125,2.00
7376,EPI.VIS.VSR,1.00
7377,MAN.CIP.JI3,1.00
7377,ARM.BAU.BAU,7.00
7377,ELM.APR.APR,1.00
7377,ARM.MAL.MBA,3.00
7377,EPI.LUV.PEL,4.00
7377,ELM.RCT.125,1.00
7378,ARM.BAU.BAU,2.00
7378,EPI.LUV.ARC,3.00
7378,EPI.LUV.SOL,1.00
7378,EPI.AUD.TMP,1.00
7378,EPI.LUV.PEL,4.00
7378,EPI.GLB.CAP,1.00
7378,EPI.RSP.MFP,5.00
7378,EPI.RSP.MDC,50.00
7378,EPI.VIS.PRT,2.00
7379,CON.SLD.VDP,20.00
7379,CON.TIG.ACE,11.00
7379,ARM.CFE.MEC,2.00
7379,EPI.ARN.ARN,3.00
7379,CON.SLD.VDT,20.00
7379,ELM.APS.TIG,2.00
7379,CON.SLD.TGS,20.00
7379,EPI.GLB.CAP,11.00
7379,ELM.EXT.ETS,4.00
7379,EPI.ANQ.CVA,3.00
7379,ELM.APR.API,3.00
7379,EPI.GLB.FRQ,10.00
7379,EPI.LUV.ARC,8.00
7379,EPI.GLB.FT3,10.00
7379,ELM.APS.APS,3.00
7379,EPI.GLB.FT1,5.00
7379,EPI.LUV.BRL,8.00
7379,EPI.LUV.BOR,12.00
7379,ELM.ASD.TTG,1.00
7379,EPI.RSP.FG2,70.00
7379,EPI.LUV.LAC,2.00
7379,EPI.RSP.MDC,200.00
7379,ELM.RCT.125,5.00
7379,EPI.RSP.FP2,30.00
7379,EPI.RSP.FG3,18.00
7379,EPI.SLD.MCS,8.00
7379,ELM.RCT.230,1.00
7379,EPI.VIS.EST,10.00
7379,EPI.RSP.FP3,10.00
7379,EPI.VIS.VSR,44.00
7379,EPI.LUV.PEL,353.00
7379,MAN.APS.AAS,3.00
7379,EPI.RSP.MMM,8.00
7379,MAN.CHA.CX3,5.00
7379,EPI.RSP.AK1,8.00
7379,GAS.MAN.DEB,1.00
7379,EPI.SLD.CPS,1.00
7379,MAN.CHA.FTM,3.00
7379,GAS.MAN.MAR,1.00
7379,MAN.CHA.JC3,1.00
7380,ARM.BAU.BAU,7.00
7380,EPI.LUV.ARC,1.00
7380,EPI.RSP.FG3,2.00
7381,ELM.EXT.ETS,1.00
7381,ELM.BRB.BAT,1.00
7381,ELM.RCT.125,1.00
7382,ARM.MAL.MBA,1.00
7382,ARM.BAU.BAU,3.00
7382,ELM.APS.TIG,3.00
7382,ARM.CFE.TUB,3.00
7382,ELM.EXT.ETS,6.00
7382,ELM.CHI.CEE,3.00
7382,ELM.ASD.TTG,3.00
7382,ELM.RCT.RBL,3.00
7382,ELM.RCT.125,5.00
7382,EPI.RSP.MDC,100.00
7382,ELM.RCT.230,2.00
7382,GAS.MAN.DEB,3.00
7382,EPI.AUD.TMP,15.00
7382,EPI.LUV.PEL,24.00
7382,EPI.SLD.MCS,3.00
7382,GAS.MAN.MAR,3.00
7382,EPI.VIS.PRT,6.00
7382,MAN.APS.AAS,6.00
7382,MAN.CAD.MET,3.00
7383,ARM.BAU.BAU,3.00
7383,EPI.LUV.LET,3.00
7383,EPI.LUV.PEL,2.00
7383,EPI.RSP.MFP,12.00
7386,ELM.BRB.BAT,1.00
7386,ELM.BRB.FER,1.00
7386,ELM.ILU.PRJ,2.00
7386,ELM.APR.API,1.00
7386,ELM.RCT.125,2.00
7386,ELM.APS.APS,1.00
7386,ELM.RCT.RBL,1.00
7387,ARM.BAU.BAU,2.00
7387,ELM.RCT.125,2.00
7387,EPI.VIS.VSR,1.00
7387,EPI.RSP.FG3,10.00
7387,EPI.GLB.FT3,5.00
7387,EPI.LUV.PEL,13.00
7387,EPI.RSP.MFP,25.00
7388,MAN.ELC.D10,2.00
7388,MAN.ELC.P15,3.00
7388,ELM.APR.API,1.00
7388,ARM.BAU.BAU,2.00
7388,ELM.APS.APS,2.00
7388,MAN.OXI.MOC,1.00
7388,ELM.ILU.PRJ,1.00
7388,ELM.RCT.125,1.00
7388,ELM.RCT.230,1.00
7390,ELM.RCT.RBL,1.00
7390,ELM.APS.TIG,1.00
7390,ARM.BAU.BAU,3.00
7390,ARM.CFE.MEC,2.00
7390,EPI.ANQ.CVA,5.00
7390,ELM.ASD.TTG,1.00
7390,ELM.CHI.CEE,2.00
7390,ELM.APS.APS,1.00
7390,EPI.RSP.MDC,300.00
7390,ELM.RCT.180,1.00
7390,EPI.GLB.FT3,4.00
7390,ELM.EXT.ETS,5.00
7390,EPI.VIS.VSR,6.00
7390,EPI.ARN.ARN,5.00
7390,EPI.LUV.SOL,1.00
7390,ELM.RCT.125,2.00
7390,MAN.CHA.JC3,1.00
7390,EPI.LUV.PEL,72.00
7390,MAN.SLD.FRS,1.00
7390,EPI.AUD.TMP,13.00
7390,EPI.RSP.MFP,90.00
7390,EPI.GLB.FCH,1.00
7390,GAS.MAN.MAR,1.00
7390,EPI.LUV.TIG,1.00
7390,EPI.SLD.MCS,2.00
7390,EPI.VIS.PRT,24.00
7390,MAN.APS.AAS,3.00
7390,MAN.CAD.MET,1.00
7391,CON.RCT.DS2,25.00
7391,ELM.APS.APS,2.00
7391,ARM.BAU.BAU,5.00
7391,CON.RCT.DS1,20.00
7391,ELM.EXT.ETS,8.00
7391,CON.SLD.AC2,1.70
7391,ARM.CFE.SER,2.00
7391,ELM.RCT.180,2.00
7391,ELM.RCT.125,2.00
7391,GAS.MAN.OXG,1.00
7391,CON.OXI.OAC,1.00
7391,EPI.SLD.MCS,2.00
7391,CON.RCT.DL1,10.00
7391,GAS.MAN.ACT,1.00
7391,MAN.OXI.MOC,1.00
7391,GAS.OXI.MNG,1.00
7391,MAN.APS.AAS,4.00
7391,MAN.CAD.MET,1.00
7392,CON.LIM.ESC,2.00
7392,ARM.CFE.MEC,4.00
7392,ARM.MAL.MBA,2.00
7392,ELM.BRB.BAT,1.00
7392,CON.LIM.ESP,2.00
7392,CON.LIM.PIA,2.00
7392,CON.QMC.DBL,2.00
7392,ELM.RCT.RBL,1.00
7392,ELM.APR.API,4.00
7392,ELM.ILU.PRJ,2.00
7392,ELM.CHI.CEE,4.00
7392,EPI.ARN.ARN,4.00
7392,ELM.APS.APS,2.00
7392,ELM.RCT.125,3.00
7392,ELM.EXT.ETS,6.00
7392,EPI.GLB.CAP,2.00
7392,ELM.RCT.230,1.00
7392,EPI.AUD.TMP,10.00
7392,EPI.LUV.NIT,2.00
7392,EPI.GLB.FT1,10.00
7392,EPI.ANQ.CVA,4.00
7392,EPI.LUV.SOL,2.00
7392,MAN.CAD.MET,5.00
7392,MAN.CHA.BOC,1.00
7392,EPI.LUV.PEL,12.00
7392,EPI.RSP.MDC,150.00
7392,MAN.CHA.CHL,2.00
7392,MAN.CHA.JC3,1.00
7392,HID.CIL.CHS,1.00
7392,EPI.SLD.MCS,2.00
7392,MAN.CHA.FTM,1.00
7392,MAN.CHA.MLH,2.00
7392,HID.CIL.FUR,1.00
7392,EPI.VIS.PRT,10.00
7392,MAN.CHA.GRI,2.00
7392,MAN.CHA.MRT,2.00
7392,MAN.CHA.AJ2,1.00
7392,EPI.VIS.VSR,4.00
7392,MAN.CNT.PL1,8.00
7392,MAN.ELC.D10,3.00
7392,MAN.CHA.JC1,1.00
7392,HID.BMB.SIM,2.00
7392,MAN.ELC.D15,2.00
7392,MAN.RES.TAB,4.00
7392,MAN.CHA.LIM,1.00
7392,MAN.CHA.CHF,1.00
7392,MAN.ELC.P15,4.00
7392,MAN.CHP.JCP,3.00
7392,MAN.CHP.BOC,2.00
7392,MAN.CNT.R10,1.00
7392,MAN.ELC.P75,3.00
7392,MAN.CNT.RD5,1.00
7392,MAN.CIP.JI3,3.00
7392,MAN.ELC.D05,1.00
7392,MAN.CNT.PL2,8.00
7392,MAN.LIM.BOR,2.00
7392,MAN.RES.BAL,4.00
7392,SEG.CSG.CDC,12.00
7393,ARM.CTT.CTF,1.00
7393,CON.FIT.PLT,1.00
7393,CON.LIM.TRP,25.00
7393,CON.LIM.LPE,1.00
7393,CON.FIT.PPL,2.00
7393,CON.LIX.FLI,10.00
7393,CON.QMC.CRT,1.00
7393,CON.LIM.SAC,10.00
7393,CON.QMC.DBL,2.00
7393,CON.RCT.DL1,4.00
7393,CON.SLD.MIG,1.00
7393,CON.PIN.TPI,3.00
7393,CON.RCT.DS2,35.00
7393,CON.RCT.DS1,40.00
7393,ELM.EIA.EAR,1.00
7393,CON.QMC.SCT,1.00
7393,CON.RCT.DS3,35.00
7393,CON.SLD.AC2,3.40
7393,EPI.GLB.FRQ,10.00
7393,CON.SLD.IX3,3.60
7393,EPI.LUV.LAC,5.00
7393,CON.SLD.VDP,2.00
7393,EPI.LUV.SOL,2.00
7393,ELM.APR.API,1.00
7393,EPI.RSP.MDC,150.00
7393,CON.SLD.VDT,4.00
7393,EPI.SLD.MCS,2.00
7393,EPI.ANQ.CVA,3.00
7393,EPI.VIS.PRT,12.00
7393,EPI.ARN.ARN,3.00
7393,EPI.VIS.VSR,6.00
7393,EPI.GLB.FCH,5.00
7393,HID.BMB.SIM,1.00
7393,EPI.GLB.CAP,4.00
7393,HID.CIL.CHP,2.00
7393,EPI.LUV.BOR,24.00
7393,MAN.CHA.AGL,4.00
7393,EPI.GLB.FT1,5.00
7393,MAN.CNT.R10,2.00
7393,EPI.SLD.CSL,1.00
7393,EPI.LUV.PEL,84.00
7393,HID.CIL.FUR,4.00
7393,EPI.RSP.MFP,180.00
7393,MAN.LIM.BOR,1.00
7393,EPI.VIS.SBP,2.00
7393,SEG.CAI.ETT,2.00
7393,MAN.CHA.JC3,1.00
7393,MAN.OXI.LOA,1.00
7393,MAN.RMT.SRA,1.00
7395,ARM.BAU.BAU,1.00
7395,CON.FIT.PLT,1.00
7395,ARM.CFE.MEC,1.00
7395,CON.RCT.DL1,5.00
7395,ARM.CFE.SER,1.00
7395,ELM.APR.API,1.00
7395,CON.BRC.CBH,2.00
7395,CON.RCT.DS1,20.00
7395,MAN.EMM.NXY,1.00
7395,ELM.EXT.ETS,3.00
7395,CON.LIM.TRP,5.00
7395,ELM.APS.APS,1.00
7395,MAN.TRI.TRI,1.00
7395,MAN.ABR.JMA,1.00
7395,ELM.RCT.125,2.00
7395,ELM.BRB.BAT,1.00
7395,EPI.SLD.MCS,1.00
7395,MAN.CHA.JC3,1.00
7395,MAN.APS.AAS,2.00
7395,MAN.CHA.CHF,1.00
7395,MAN.CAD.MET,2.00
7396,EPI.LUV.ARC,1.00
7396,EPI.LUV.PEL,3.00
7396,ARM.BAU.BAU,1.00
7396,ARM.MAL.MBA,1.00
7396,EPI.RSP.FG3,2.00
7396,EPI.LUV.TIG,2.00
7396,ELM.BRB.FER,1.00
7397,ARM.BAU.BAU,1.00
7399,ELM.BRB.PDR,1.00
7400,EPI.RSP.FG2,10.00
7400,EPI.LUV.PEL,40.00
7400,EPI.GLB.FT3,10.00
7400,ARM.CTT.CTR,1.00
7400,EPI.VIS.VSR,2.00
7400,EPI.RSP.MFP,80.00
7400,EPI.RSP.MDC,100.00
7400,MAN.CAD.MET,4.00
7400,MAN.CHA.BOC,2.00
7400,MAN.CHA.RTG,2.00
7400,EPI.VIS.PRT,12.00
7400,MAN.CHA.ALC,2.00
7400,MAN.CHA.JC3,1.00
7400,MAN.CHA.CHL,4.00
7400,MAN.CHA.ALF,1.00
7400,MAN.CHA.FTM,2.00
7400,MAN.CHA.MRT,1.00
7400,MAN.CHA.RTC,1.00
7400,MAN.CHA.CHF,6.00
7403,ARM.CFE.TUB,3.00
7403,ARM.BAU.BAU,9.00
7403,CON.FIT.FIO,3.00
7403,ARM.CFE.MEC,2.00
7403,ARM.CTT.CTF,3.00
7403,CON.CBT.TLD,5.00
7403,CON.LIM.ESC,6.00
7403,ARM.MAL.MBA,5.00
7403,CON.FIT.PLT,4.00
7403,CON.LIM.LPE,2.00
7403,CON.LIM.PLP,20.00
7403,CON.BRC.CBH,1.00
7403,CON.FRC.WDL,7.00
7403,CON.LIM.PIA,4.00
7403,CON.OXI.OAC,2.00
7403,CON.CBT.ENC,9.00
7403,CON.LIM.ESP,6.00
7403,CON.QMC.DBL,1.00
7403,CON.RCT.DL1,12.00
7403,CON.LIM.TRP,5.00
7403,CON.LIM.SAC,20.00
7403,CON.SLD.VRC,10.00
7403,CON.RCT.DS1,620.00
7403,CON.LIX.FLI,6.00
7403,CON.LIX.LMR,24.00
7403,CON.TIG.ACE,40.00
7403,CON.SLD.TGS,20.00
7403,CON.LIX.PMO,40.00
7403,CON.MDG.GRF,4.00
7403,ELM.APS.TIG,9.00
7403,CON.SLD.VDT,190.00
7403,CON.OXI.ISQ,1.00
7403,CON.QMC.LUB,1.00
7403,ELM.CHI.CEE,1.00
7403,ELM.ASD.TTG,9.00
7403,ELM.ASD.EST,2.00
7403,CON.QMC.SCT,1.00
7403,HID.MTB.MVT,1.00
7403,ELM.BRB.BAT,1.00
7403,ELM.BRB.PDR,2.00
7403,CON.RCT.DS3,216.00
7403,MAN.CHA.ALV,1.00
7403,ELM.BRB.BMG,3.00
7403,ELM.ETD.MOO,1.00
7403,CON.SLD.AC2,91.80
7403,MAN.CHA.CPB,1.00
7403,ELM.EXT.CEE,37.00
7403,ELM.RCT.125,14.00
7403,CON.SLD.VDP,30.00
7403,MAN.CHA.TCC,2.00
7403,ELM.ILU.PRJ,11.00
7403,ELM.RCT.180,2.00
7403,ELM.APR.API,1.00
7403,MAN.EAC.AND,1.00
7403,ELM.MDG.DAG,1.00
7403,ELT.MAP.MAQ,1.00
7403,ELM.BRB.CMB,1.00
7403,MAN.ELC.D15,4.00
7403,ELM.RCT.230,7.00
7403,ELT.QEL.PIM,11.00
7403,ELM.ETD.FGS,1.00
7403,MAN.ELC.GRC,2.00
7403,ELT.CHI.C63,2.00
7403,EPI.AUD.TMP,150.00
7403,ELM.EXT.ETS,15.00
7403,PNE.CRT.SCF,1.00
7403,EPI.AUD.ABF,5.00
7403,EPI.GLB.CAP,17.00
7403,ELM.ILU.PBT,2.00
7403,PNE.MNG.ARC,6.00
7403,EPI.GLB.FCH,24.00
7403,EPI.GLB.FRQ,14.00
7403,ELM.RCT.RBL,9.00
7403,PNE.RCT.125,2.00
7403,EPI.GLB.FGN,7.00
7403,EPI.LUV.TIG,48.00
7403,ELM.THI.MTH,1.00
7403,SEG.CAI.ETT,9.00
7403,EPI.RSP.AK1,48.00
7403,EPI.RSP.MDC,450.00
7403,EPI.RSP.MMM,8.00
7403,EPI.SLD.MCS,4.00
7403,EPI.RSP.FG2,20.00
7403,EPI.VIS.EST,69.00
7403,EPI.SLD.CSL,4.00
7403,EPI.VIS.VSR,42.00
7403,EPI.RSP.MFP,60.00
7403,HID.BMB.SIM,1.00
7403,EPI.VIS.OXI,2.00
7403,MAN.APS.AAS,10.00
7403,EPI.SLD.AVT,3.00
7403,MAN.CAD.MET,2.00
7403,GAS.MAN.DEB,8.00
7403,MAN.CHA.CHL,1.00
